YEAR_MONTH,Asylberechtigt,Fluechtling,subs. Schutz,Abschiebungsverbot,Abgelehnt
2020-01,3,23,4,44,324
2020-02,0,9,3,13,264
2020-03,3,26,3,21,270
2020-04,0,5,2,10,177
2020-05,0,26,4,40,618
2020-06,1,38,7,48,401
2020-07,1,28,5,14,454
2020-08,0,32,2,19,225
2020-09,2,18,0,14,267
2020-10,1,26,2,26,303
2020-11,4,20,6,25,341
2020-12,1,17,8,13,253
