YEAR_MONTH,Asylberechtigt,Fluechtling,subs. Schutz,Abschiebungsverbot,Abgelehnt
2020-01,58,534,8,4,473
2020-02,43,338,2,1,405
2020-03,54,436,1,2,365
2020-04,42,302,0,2,193
2020-05,38,365,5,3,693
2020-06,89,429,2,7,561
2020-07,57,300,2,4,499
2020-08,29,207,2,2,308
2020-09,32,210,1,2,298
2020-10,12,200,2,2,310
2020-11,34,178,4,4,336
