YEAR_MONTH,Asylberechtigt,Fluechtling,subs. Schutz,Abschiebungsverbot,Abgelehnt
2020-01,0,6,1,3,111
2020-02,0,20,0,6,84
2020-03,0,20,0,0,88
2020-04,0,15,0,3,40
2020-05,0,10,1,8,143
2020-06,2,19,0,3,93
2020-07,0,12,0,6,87
2020-08,3,9,2,1,89
2020-09,0,10,1,5,99
2020-10,1,14,1,2,96
2020-11,2,7,1,0,107
