YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2020-08,Simbabwe,233,2,2,0,11,0,0,0,1,9,1,17,1,0,0,0,1,9,0,0,0,0,0,0,0,1
2020-08,Gabun,236,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Gambia,237,47,35,12,78,0,1,0,2,24,51,225,55,0,1,0,2,24,27,0,0,0,0,0,12,12
2020-08,Ghana,238,44,39,5,56,0,0,0,0,30,26,210,27,0,0,0,0,30,17,0,0,0,0,0,7,2
2020-08,Mauretanien,239,0,0,0,2,0,0,0,0,2,0,19,2,0,0,0,0,1,0,0,0,0,0,1,0,0
2020-08,Kenia,243,7,7,0,23,0,0,0,0,18,5,40,9,0,0,0,0,18,4,0,0,0,0,0,0,1
2020-08,Komoren,244,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Kongo,245,3,3,0,5,0,1,0,0,3,1,22,0,0,1,0,0,3,1,0,0,0,0,0,0,0
2020-08,"Kongo, Demokratische Republik",246,12,10,2,8,0,0,0,1,3,4,104,9,0,0,0,1,3,2,0,0,0,0,0,2,0
2020-08,Liberia,247,2,1,1,17,0,0,0,1,8,8,32,7,0,0,0,1,8,4,0,0,0,0,0,0,4
2020-08,Libyen,248,44,34,10,58,5,5,14,5,10,19,158,24,5,5,14,4,7,14,0,0,0,1,3,4,1
2020-08,Mali,251,22,19,3,24,0,0,0,1,10,13,43,18,0,0,0,0,10,4,0,0,0,1,0,1,8
2020-08,Marokko,252,80,56,24,86,0,0,0,1,44,41,211,54,0,0,0,1,41,28,0,0,0,0,3,11,2
2020-08,Mauritius,253,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Mosambik,254,0,0,0,2,0,1,0,0,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2020-08,Niger,255,6,6,0,9,0,0,0,0,6,3,11,8,0,0,0,0,3,2,0,0,0,0,3,0,1
2020-08,Malawi,256,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Sambia,257,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Burkina Faso,258,2,1,1,11,0,0,0,0,6,5,26,4,0,0,0,0,6,3,0,0,0,0,0,0,2
2020-08,Guinea-Bissau,259,6,5,1,7,0,0,0,0,5,2,28,5,0,0,0,0,5,1,0,0,0,0,0,0,1
2020-08,Guinea,261,73,56,17,148,0,17,7,5,67,52,688,84,0,13,7,5,60,27,0,4,0,0,7,7,18
2020-08,Kamerun,262,35,31,4,61,0,0,0,0,42,19,206,17,0,0,0,0,40,16,0,0,0,0,2,1,2
2020-08,Suedafrika,263,0,0,0,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2020-08,Ruanda,265,2,2,0,6,0,0,0,0,6,0,40,2,0,0,0,0,6,0,0,0,0,0,0,0,0
2020-08,Namibia,267,1,1,0,5,0,0,0,0,5,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2020-08,Senegal,269,25,22,3,15,0,0,0,0,9,6,54,17,0,0,0,0,7,3,0,0,0,0,2,3,0
2020-08,Sierra Leone,272,15,12,3,31,0,2,0,1,19,9,98,11,0,2,0,1,17,5,0,0,0,0,2,1,3
2020-08,Somalia,273,193,164,29,241,2,97,15,16,31,80,1127,140,2,95,15,11,30,40,0,2,0,5,1,18,22
2020-08,Sudan,277,20,15,5,34,1,5,0,4,14,10,108,20,1,5,0,0,13,4,0,0,0,4,1,3,3
2020-08,Suedsudan,278,2,1,1,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,"Tansania, Vereinigte Republik",282,1,1,0,9,0,0,0,0,9,0,34,3,0,0,0,0,8,0,0,0,0,0,1,0,0
2020-08,Togo,283,10,9,1,19,0,0,0,0,11,8,57,5,0,0,0,0,10,6,0,0,0,0,1,1,1
2020-08,Tschad,284,2,2,0,10,0,0,0,0,7,3,7,1,0,0,0,0,5,3,0,0,0,0,2,0,0
2020-08,Tunesien,285,32,27,5,55,0,0,0,0,38,17,80,21,0,0,0,0,37,12,0,0,0,0,1,3,2
2020-08,Uganda,286,6,5,1,9,0,1,0,0,5,3,52,3,0,1,0,0,5,2,0,0,0,0,0,1,0
2020-08,Aegypten,287,17,10,7,56,1,2,0,2,32,19,243,32,1,2,0,2,29,12,0,0,0,0,3,6,1
2020-08,Zentralafrikanische Republik,289,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Burundi,291,1,1,0,1,0,0,0,0,1,0,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08,Barbados,322,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Argentinien,323,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Bolivien,326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Brasilien,327,0,0,0,9,0,1,0,0,7,1,10,0,0,1,0,0,7,1,0,0,0,0,0,0,0
2020-08,Chile,332,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Costa Rica,334,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Dominikanische Republik,335,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,El Salvador,337,2,2,0,6,0,0,1,0,5,0,37,0,0,0,1,0,5,0,0,0,0,0,0,0,0
2020-08,Haiti,346,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Honduras,347,0,0,0,12,0,0,0,1,10,1,14,0,0,0,0,1,10,1,0,0,0,0,0,0,0
2020-08,Kolumbien,349,6,5,1,40,0,0,0,0,36,4,158,9,0,0,0,0,36,1,0,0,0,0,0,3,0
2020-08,Kuba,351,4,3,1,2,0,0,0,0,2,0,14,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2020-08,Mexiko,353,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Nicaragua,354,0,0,0,1,0,0,0,0,1,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08,Jamaika,355,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-08,Paraguay,359,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Peru,361,0,0,0,4,0,0,0,0,3,1,3,2,0,0,0,0,3,1,0,0,0,0,0,0,0
2020-08,Venezuela,367,8,8,0,68,7,5,3,26,23,4,305,4,7,5,3,25,23,0,0,0,0,1,0,4,0
2020-08,Vereinigte Staaten v. Amerika,368,0,0,0,2,0,0,0,1,1,0,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2020-08,Trinidad und Tobago,371,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,China (Hongkong),411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Jemen,421,26,26,0,41,1,0,21,2,11,6,316,5,1,0,21,2,11,5,0,0,0,0,0,1,0
2020-08,Armenien,422,31,17,14,58,0,1,0,3,42,12,105,40,0,1,0,3,41,4,0,0,0,0,1,3,5
2020-08,Afghanistan,423,853,759,94,770,9,99,41,219,158,244,3730,389,9,96,41,167,140,124,0,3,0,52,18,63,57
2020-08,Bahrain,424,2,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Aserbaidschan,425,32,16,16,84,1,6,0,1,59,17,172,96,1,6,0,0,53,3,0,0,0,1,6,12,2
2020-08,Myanmar,427,5,5,0,36,0,0,0,0,35,1,257,1,0,0,0,0,35,1,0,0,0,0,0,0,0
2020-08,Georgien,430,174,143,31,190,0,2,0,1,110,77,367,79,0,2,0,1,100,49,0,0,0,0,10,18,10
2020-08,Sri Lanka,431,10,6,4,44,0,1,1,1,38,3,100,16,0,1,1,1,37,0,0,0,0,0,1,3,0
2020-08,Vietnam,432,105,93,12,106,0,0,0,1,71,34,155,20,0,0,0,1,69,24,0,0,0,0,2,8,2
2020-08,"Korea, Demokratische Volksrepublik",434,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Indien,436,16,15,1,28,0,0,0,0,20,8,80,13,0,0,0,0,18,6,0,0,0,0,2,2,0
2020-08,Indonesien,437,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Irak,438,777,684,93,869,1,261,26,51,310,220,4056,448,1,256,26,41,292,127,0,5,0,10,18,38,55
2020-08,"Iran, Islamische Republik",439,198,142,56,608,17,98,19,2,348,124,2004,342,15,87,19,2,333,57,2,11,0,0,15,38,29
2020-08,Israel,441,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Japan,442,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Kasachstan,444,16,14,2,13,0,0,0,0,10,3,34,3,0,0,0,0,10,1,0,0,0,0,0,2,0
2020-08,Jordanien,445,6,6,0,20,0,1,0,1,8,10,73,15,0,1,0,0,8,2,0,0,0,1,0,8,0
2020-08,Kambodscha,446,0,0,0,2,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-08,Kuwait,448,0,0,0,1,0,0,0,0,0,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-08,Kirgisistan,450,1,1,0,12,0,0,0,0,7,5,41,3,0,0,0,0,7,0,0,0,0,0,0,0,5
2020-08,Libanon,451,22,13,9,48,0,1,1,1,20,25,131,37,0,1,1,1,20,13,0,0,0,0,0,11,1
2020-08,Malediven,454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Mongolei,457,9,7,2,27,0,0,0,0,23,4,47,14,0,0,0,0,20,2,0,0,0,0,3,0,2
2020-08,Nepal,458,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,"Pers. aus palaestinensischen Gebieten(nicht als Staat anerkannt)",459,38,38,0,8,0,0,1,0,3,4,101,1,0,0,1,0,3,3,0,0,0,0,0,0,1
2020-08,Bangladesch,460,8,8,0,20,0,0,0,1,7,12,54,19,0,0,0,1,5,5,0,0,0,0,2,7,0
2020-08,Pakistan,461,118,71,47,176,3,9,2,1,89,72,363,178,3,8,2,0,80,25,0,1,0,1,9,37,10
2020-08,Philippinen,462,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Taiwan,465,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08,"Korea, Republik",467,3,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08,Tadschikistan,470,74,40,34,58,0,9,1,1,23,24,130,83,0,9,1,1,22,10,0,0,0,0,1,10,4
2020-08,Turkmenistan,471,3,3,0,1,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08,Saudi-Arabien,472,1,1,0,1,0,0,0,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08,"Syrien, Arabische Republik",475,2972,2847,125,3134,19,1496,1236,14,6,363,12142,438,19,1465,1204,7,4,292,0,31,32,7,2,58,13
2020-08,Thailand,476,1,1,0,1,0,0,0,1,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2020-08,Usbekistan,477,0,0,0,9,0,1,0,0,2,6,8,0,0,1,0,0,2,0,0,0,0,0,0,0,6
2020-08,China,479,21,10,11,37,3,5,0,0,17,12,117,43,3,5,0,0,16,2,0,0,0,0,1,6,4
2020-08,Malaysia,482,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-08,Australien,523,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2020-08,Staatenlos,997,37,33,4,30,1,15,3,0,3,8,187,18,1,15,3,0,2,4,0,0,0,0,1,2,2
2020-08,Ungeklaert,998,357,338,19,349,11,165,30,11,48,84,1555,107,11,165,27,9,47,54,0,0,3,2,1,19,11
2020-08,ohne Angabe,999,1,1,0,1,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
