YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2020-03,Spanien,161,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Tuerkei,163,478,432,46,951,54,436,1,2,365,93,5470,253,53,436,1,1,349,67,1,0,0,1,16,24,2
2020-03,Ungarn,165,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Ukraine,166,64,48,16,114,0,1,1,2,87,23,296,59,0,1,1,2,85,20,0,0,0,0,2,2,1
2020-03,Weissrussland,169,24,23,1,22,0,0,0,0,0,22,42,6,0,0,0,0,0,22,0,0,0,0,0,0,0
2020-03,Serbien,170,99,70,29,113,0,0,0,0,48,65,187,150,0,0,0,0,43,7,0,0,0,0,5,50,8
2020-03,Zypern,181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Algerien,221,63,57,6,120,0,1,0,1,64,54,200,31,0,1,0,1,55,39,0,0,0,0,9,9,6
2020-03,Angola,223,19,19,0,18,0,0,0,2,3,13,132,4,0,0,0,2,3,13,0,0,0,0,0,0,0
2020-03,Eritrea,224,201,197,4,356,3,209,54,20,20,50,1344,57,3,204,49,17,17,45,0,5,5,3,3,2,3
2020-03,Aethiopien,225,47,34,13,107,0,7,0,6,53,41,236,61,0,7,0,5,51,18,0,0,0,1,2,17,6
2020-03,Benin,229,11,11,0,15,0,1,0,1,9,4,31,1,0,1,0,1,8,4,0,0,0,0,1,0,0
2020-03,Dschibuti,230,1,1,0,3,0,1,0,0,2,0,2,2,0,1,0,0,2,0,0,0,0,0,0,0,0
2020-03,Elfenbeinkueste (Cote d Ivoire),231,23,19,4,58,0,4,1,1,25,27,179,13,0,3,1,1,23,18,0,1,0,0,2,2,7
2020-03,Nigeria,232,291,243,48,641,3,26,3,21,270,318,2119,316,2,25,3,18,255,155,1,1,0,3,15,56,107
2020-03,Simbabwe,233,8,8,0,13,1,1,0,1,5,5,64,2,1,1,0,1,4,5,0,0,0,0,1,0,0
2020-03,Gabun,236,1,1,0,2,0,0,0,0,1,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2020-03,Gambia,237,45,35,10,159,1,6,1,2,40,109,249,54,1,6,1,0,34,75,0,0,0,2,6,13,21
2020-03,Ghana,238,29,25,4,68,0,1,2,0,37,28,181,34,0,1,2,0,36,15,0,0,0,0,1,2,11
2020-03,Mauretanien,239,3,2,1,6,0,0,0,0,0,6,28,5,0,0,0,0,0,4,0,0,0,0,0,1,1
2020-03,Kenia,243,16,13,3,62,0,0,0,0,49,13,58,8,0,0,0,0,47,11,0,0,0,0,2,2,0
2020-03,Komoren,244,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Kongo,245,3,2,1,4,0,0,0,0,3,1,22,1,0,0,0,0,3,1,0,0,0,0,0,0,0
2020-03,"Kongo, Demokratische Republik",246,14,13,1,17,0,1,0,1,11,4,101,11,0,1,0,1,11,2,0,0,0,0,0,0,2
2020-03,Liberia,247,10,9,1,18,0,1,0,0,6,11,54,4,0,1,0,0,6,10,0,0,0,0,0,0,1
2020-03,Libyen,248,52,50,2,127,0,2,39,5,58,23,235,23,0,2,39,4,58,18,0,0,0,1,0,2,3
2020-03,Madagaskar,249,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Mali,251,20,19,1,30,0,2,0,1,9,18,62,10,0,2,0,1,7,14,0,0,0,0,2,0,4
2020-03,Marokko,252,71,61,10,81,0,1,0,1,47,32,219,43,0,1,0,1,46,22,0,0,0,0,1,8,2
2020-03,Mauritius,253,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Mosambik,254,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Niger,255,0,0,0,4,0,0,0,0,4,0,11,10,0,0,0,0,4,0,0,0,0,0,0,0,0
2020-03,Malawi,256,2,1,1,1,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-03,Sambia,257,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Burkina Faso,258,4,3,1,7,0,0,0,0,4,3,27,5,0,0,0,0,4,2,0,0,0,0,0,1,0
2020-03,Guinea-Bissau,259,10,8,2,9,0,0,0,0,4,5,30,6,0,0,0,0,3,4,0,0,0,0,1,0,1
2020-03,Guinea,261,115,97,18,166,4,14,8,4,76,60,854,79,4,14,8,3,73,32,0,0,0,1,3,7,21
2020-03,Kamerun,262,33,32,1,94,0,3,1,2,63,25,281,20,0,3,1,2,61,19,0,0,0,0,2,1,5
2020-03,Suedafrika,263,4,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Ruanda,265,6,6,0,17,3,8,0,1,1,4,100,5,3,8,0,1,1,4,0,0,0,0,0,0,0
2020-03,Namibia,267,3,3,0,2,0,0,0,0,2,0,14,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-03,Senegal,269,12,10,2,19,0,1,0,1,4,13,48,13,0,1,0,1,4,5,0,0,0,0,0,3,5
2020-03,Sierra Leone,272,10,9,1,36,0,7,0,0,18,11,93,11,0,6,0,0,17,7,0,1,0,0,1,1,3
2020-03,Somalia,273,206,184,22,317,2,111,21,21,40,122,1398,124,2,107,21,16,37,78,0,4,0,5,3,17,27
2020-03,Aequatorialguinea,274,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Sudan,277,20,18,2,76,0,5,0,0,40,31,246,36,0,5,0,0,30,15,0,0,0,0,10,5,11
2020-03,Suedsudan,278,5,5,0,13,1,2,1,0,7,2,22,1,1,2,1,0,7,2,0,0,0,0,0,0,0
2020-03,"Tansania, Vereinigte Republik",282,6,5,1,9,0,1,0,0,5,3,56,4,0,1,0,0,5,3,0,0,0,0,0,0,0
2020-03,Togo,283,8,8,0,16,0,0,0,1,9,6,56,5,0,0,0,1,8,3,0,0,0,0,1,2,1
2020-03,Tschad,284,3,3,0,13,0,2,0,0,1,10,19,2,0,2,0,0,1,7,0,0,0,0,0,1,2
2020-03,Tunesien,285,23,16,7,57,0,0,0,1,26,30,101,21,0,0,0,1,24,22,0,0,0,0,2,6,2
2020-03,Uganda,286,5,5,0,9,0,1,0,0,5,3,66,0,0,1,0,0,5,1,0,0,0,0,0,2,0
2020-03,Aegypten,287,58,46,12,68,3,7,0,0,25,33,360,37,3,2,0,0,24,23,0,5,0,0,1,8,2
2020-03,Zentralafrikanische Republik,289,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Burundi,291,1,1,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Argentinien,323,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Bahamas,324,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-03,Bolivien,326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Brasilien,327,1,1,0,2,0,0,0,0,2,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2020-03,Guyana,328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Chile,332,2,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Costa Rica,334,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Dominikanische Republik,335,0,0,0,3,0,0,0,0,3,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0
2020-03,Ecuador,336,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03,El Salvador,337,15,15,0,8,0,0,4,0,4,0,40,0,0,0,4,0,4,0,0,0,0,0,0,0,0
2020-03,Guatemala,345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Haiti,346,0,0,0,4,1,2,0,0,1,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0
2020-03,Honduras,347,6,6,0,1,0,0,0,0,1,0,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03,Kanada,348,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Kolumbien,349,40,39,1,95,0,0,0,0,93,2,339,1,0,0,0,0,93,1,0,0,0,0,0,0,1
2020-03,Kuba,351,4,3,1,7,0,0,0,0,4,3,15,2,0,0,0,0,4,0,0,0,0,0,0,3,0
2020-03,Mexiko,353,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Nicaragua,354,19,19,0,16,0,0,0,0,16,0,50,0,0,0,0,0,16,0,0,0,0,0,0,0,0
2020-03,Jamaika,355,2,2,0,2,0,1,0,0,1,0,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2020-03,Panama,357,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Paraguay,359,0,0,0,5,0,0,0,0,5,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0
2020-03,Peru,361,2,2,0,3,0,0,0,0,3,0,6,2,0,0,0,0,3,0,0,0,0,0,0,0,0
2020-03,Venezuela,367,70,68,2,151,14,4,2,35,89,7,549,5,14,4,2,34,89,6,0,0,0,1,0,1,0
2020-03,Vereinigte Staaten v. Amerika,368,2,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Trinidad und Tobago,371,4,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,China (Hongkong),411,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Jemen,421,30,30,0,65,1,8,40,2,7,7,372,4,1,8,40,1,7,4,0,0,0,1,0,1,2
2020-03,Armenien,422,41,38,3,105,0,2,0,0,48,55,240,45,0,2,0,0,44,39,0,0,0,0,4,10,6
2020-03,Afghanistan,423,643,574,69,860,11,110,27,182,197,333,4124,432,8,96,27,146,186,195,3,14,0,36,11,82,56
2020-03,Bahrain,424,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Aserbaidschan,425,67,57,10,138,0,4,1,1,67,65,354,95,0,4,1,1,56,28,0,0,0,0,11,36,1
2020-03,Myanmar,427,60,60,0,10,1,1,0,0,8,0,290,3,1,1,0,0,8,0,0,0,0,0,0,0,0
2020-03,Georgien,430,249,204,45,261,0,0,0,3,142,116,622,104,0,0,0,3,136,61,0,0,0,0,6,42,13
2020-03,Sri Lanka,431,18,13,5,19,0,2,0,0,6,11,196,24,0,2,0,0,4,7,0,0,0,0,2,3,1
2020-03,Vietnam,432,69,68,1,86,0,0,1,0,60,25,81,7,0,0,1,0,58,24,0,0,0,0,2,1,0
2020-03,Indien,436,32,28,4,47,0,0,0,3,24,20,128,13,0,0,0,3,22,14,0,0,0,0,2,3,3
2020-03,Indonesien,437,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Irak,438,732,662,70,1171,1,326,47,62,374,361,5297,518,1,309,43,59,346,236,0,17,4,3,28,51,74
2020-03,"Iran, Islamische Republik",439,351,279,72,573,15,90,7,3,303,155,3735,408,15,82,7,2,289,80,0,8,0,1,14,50,25
2020-03,Israel,441,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Japan,442,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Kasachstan,444,9,8,1,27,0,0,0,0,22,5,54,2,0,0,0,0,22,5,0,0,0,0,0,0,0
2020-03,Jordanien,445,9,8,1,22,0,0,0,0,7,15,80,10,0,0,0,0,7,12,0,0,0,0,0,2,1
2020-03,Kambodscha,446,1,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Kuwait,448,2,2,0,2,0,0,0,0,0,2,16,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2020-03,Kirgisistan,450,4,4,0,5,0,1,0,0,4,0,71,7,0,1,0,0,4,0,0,0,0,0,0,0,0
2020-03,Libanon,451,36,35,1,86,1,3,1,1,37,43,273,57,1,3,1,1,33,26,0,0,0,0,4,12,5
2020-03,Malediven,454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Oman,456,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Mongolei,457,13,12,1,9,0,0,0,0,5,4,100,18,0,0,0,0,5,3,0,0,0,0,0,0,1
2020-03,Nepal,458,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,2,0,0,0,0,0,1,0,0
2020-03,"Pers. aus palaestinensischen Gebieten(nicht als Staat anerkannt)",459,13,12,1,10,0,3,1,4,2,0,66,4,0,3,1,4,2,0,0,0,0,0,0,0,0
2020-03,Bangladesch,460,6,2,4,21,0,1,0,0,11,9,55,46,0,1,0,0,11,4,0,0,0,0,0,5,0
2020-03,Pakistan,461,108,71,37,210,0,20,0,0,88,102,546,268,0,19,0,0,83,41,0,1,0,0,5,48,13
2020-03,Philippinen,462,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03,China (Taiwan),465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,"Korea, Republik",467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Vereinigte Arabische Emirate,469,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Tadschikistan,470,46,35,11,76,6,7,0,0,27,36,175,55,6,3,0,0,27,22,0,4,0,0,0,10,4
2020-03,Turkmenistan,471,4,4,0,7,0,0,0,0,3,4,5,0,0,0,0,0,3,4,0,0,0,0,0,0,0
2020-03,Saudi-Arabien,472,4,4,0,3,0,1,0,0,0,2,17,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2020-03,"Syrien, Arabische Republik",475,2361,2245,116,3495,11,1841,1206,14,6,417,14346,520,11,1818,1198,8,3,286,0,23,8,6,3,121,10
2020-03,Thailand,476,2,2,0,1,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03,China,479,27,26,1,39,6,9,0,0,11,13,186,19,6,9,0,0,11,10,0,0,0,0,0,2,1
2020-03,Malaysia,482,4,4,0,3,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2020-03,sonst. asiat. Staatsangeh.,499,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Samoa,543,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03,Staatenlos,997,38,27,11,38,0,21,4,0,3,10,266,35,0,21,4,0,3,4,0,0,0,0,0,1,5
2020-03,Ungeklaert,998,255,230,25,357,3,189,17,5,66,77,1573,115,3,188,17,2,65,50,0,1,0,3,1,16,11
2020-03,ohne Angabe,999,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
