YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201611,Guatemala,0,0,0,nd,nd
201611,Haiti,1,1,0,nd,nd
201611,Honduras,6,0,0,nd,nd
201611,Kanada,0,0,0,nd,nd
201611,Kolumbien,5,2,0,nd,nd
201611,Kuba,8,2,6,0,0
201611,Mexico,4,3,1,0,0
201611,Nicaragua,2,0,0,nd,nd
201611,Jamaica,0,0,0,nd,nd
201611,Paraguay,0,0,0,nd,nd
201611,Peru,3,2,0,nd,nd
201611,Suriname,0,0,0,nd,nd
201611,Uruguay,0,0,0,nd,nd
201611,Venezuela,10,6,0,nd,nd
201611,Vereinigte Staaten v. Amerika,2,1,0,nd,nd
201611,Trinidad und Tobago,0,0,0,nd,nd
201611,Britisch abh.Geb.Amerika,0,0,0,nd,nd
201611,Jemen,52,0,5,100,90.3846
201611,Armenien,722,476,171,13.6116,10.3878
201611,Afghanistan,16331,4786,1027,68.7271,64.4051
201611,Bahrain,2,1,0,nd,nd
201611,Aserbaidschan,1035,662,173,23.2019,19.3237
201611,Bhutan,0,0,0,nd,nd
201611,Myanmar,7,0,1,100,85.7143
201611,Georgien,644,447,182,3.24675,2.32919
201611,Sri Lanka,73,40,13,33.3333,27.3973
201611,Vietnam,305,189,115,0.526316,0.327869
201611,Korea (Demokrat. Volksrepubl.),0,0,0,nd,nd
201611,Indien,1076,841,217,2.09546,1.67286
201611,Indonesien,1,1,0,nd,nd
201611,Irak,11386,2914,1037,71.8427,65.2995
201611,"Iran, Islamische Republik",2352,862,329,57.39,49.3622
201611,Israel,3,1,2,0,0
201611,Japan,0,0,0,nd,nd
201611,Kasachstan,27,19,8,0,0
201611,Jordanien,17,6,4,53.8462,41.1765
201611,Kambodscha,0,0,0,nd,nd
201611,Katar,0,0,0,nd,nd
201611,Kuwait,0,0,0,nd,nd
201611,"Laos, Demokratische Volksrepublik",0,0,0,nd,nd
201611,Kirgisistan,18,4,4,71.4286,55.5556
201611,Libanon,1378,1077,202,8.41837,7.18433
201611,Oman,0,0,0,nd,nd
201611,Mongolei,13,5,8,0,0
201611,Nepal,0,0,0,nd,nd
201611,Staatsangehörigkeit ohne Bezeichnung,34,12,13,42.8571,26.4706
201611,Bangladesch,191,98,68,20.3252,13.089
201611,Pakistan,3197,1880,1233,4.27699,2.62746
201611,Philippinen,2,0,1,100,50
201611,China (Taiwan),0,0,0,nd,nd
201611,Korea (Republik),0,0,0,nd,nd
201611,Vereinigte arabische Emirate,0,0,0,nd,nd
201611,Tadschikistan,143,37,79,42.1875,18.8811
201611,Turkmenistan,76,70,6,0,0
201611,Saudi Arabien,5,3,0,nd,nd
201611,"Syrien, Arabische Republik",26131,31,807,99.8776,96.7931
201611,Thailand,0,0,0,nd,nd
201611,Usbekistan,5,0,5,nd,nd
201611,China,67,37,22,17.7778,11.9403
201611,Malaysia,0,0,0,nd,nd
201611,sonst. asiat. Staatsangeh.,416,211,32,45.0521,41.5865
201611,Australien,0,0,0,nd,nd
201611,Staatenlos,719,87,46,87.0728,81.5021
201611,Ungeklärt,2024,295,191,83.9062,75.9881
201611,ohne Angabe,12,5,0,nd,nd
