YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von E Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2016-06,Polen,152,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Portugal,153,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Rumaenien,154,1,1,0,1,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06,Slowakische Republik,155,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Schweden,157,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Schweiz,158,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-06,Russische Foederation,160,1835,1686,149,1066,2,22,7,20,423,592,9223,1359,2,22,7,17,398,510,0,0,0,3,25,22,60
2016-06,Spanien,161,2,2,0,1,0,0,0,0,1,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-06,Tuerkei,163,485,459,26,144,0,6,2,5,74,57,4216,539,0,5,2,5,72,43,0,1,0,0,2,7,7
2016-06,Tschechische Republik,164,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Ungarn,165,0,0,0,1,0,0,0,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-06,Ukraine,166,204,202,2,232,0,1,1,1,57,172,6159,140,0,1,1,1,55,170,0,0,0,0,2,0,2
2016-06,Grossbritannien mit Nordirland,168,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Weissrussland,169,31,30,1,16,0,0,0,0,2,14,347,28,0,0,0,0,2,14,0,0,0,0,0,0,0
2016-06,Serbien,170,623,417,206,2564,0,0,3,10,1319,1232,3409,1906,0,0,3,10,1067,229,0,0,0,0,252,853,150
2016-06,sonst. europ. Staatsangeh.,199,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Algerien,221,230,219,11,389,0,1,0,7,207,174,1296,121,0,1,0,7,191,149,0,0,0,0,16,12,13
2016-06,Angola,223,8,8,0,2,0,0,0,1,1,0,179,5,0,0,0,1,1,0,0,0,0,0,0,0,0
2016-06,Eritrea,224,1876,1845,31,1761,7,1502,126,10,2,114,13053,163,7,1495,123,9,2,110,0,7,3,1,0,2,2
2016-06,Aethiopien,225,353,349,4,93,0,8,0,5,47,33,4134,75,0,8,0,5,40,32,0,0,0,0,7,1,0
2016-06,Botsuana,227,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Benin,229,21,20,1,11,0,0,0,1,5,5,509,15,0,0,0,1,5,4,0,0,0,0,0,0,1
2016-06,Dschibuti,230,3,3,0,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Elfenbeinkueste (Cote d Ivoire),231,110,109,1,27,0,1,0,0,10,16,606,27,0,1,0,0,10,15,0,0,0,0,0,0,1
2016-06,Nigeria,232,1776,1761,15,185,1,15,1,14,51,103,12891,217,1,15,1,14,51,97,0,0,0,0,0,1,5
2016-06,Simbabwe,233,12,12,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Gabun,236,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Gambia,237,729,719,10,49,0,2,0,2,18,27,6511,170,0,2,0,2,18,26,0,0,0,0,0,0,1
2016-06,Ghana,238,215,211,4,64,0,1,4,1,29,29,1961,58,0,1,4,1,29,27,0,0,0,0,0,1,1
2016-06,Mauretanien,239,9,8,1,9,0,0,0,0,0,9,143,11,0,0,0,0,0,9,0,0,0,0,0,0,0
2016-06,Cabo Verde,242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Kenia,243,19,19,0,23,0,0,0,0,12,11,169,14,0,0,0,0,12,8,0,0,0,0,0,1,2
2016-06,Komoren,244,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Kongo,245,17,17,0,4,0,0,0,0,2,2,140,6,0,0,0,0,2,2,0,0,0,0,0,0,0
2016-06,"Kongo, Dem. Republik",246,24,24,0,19,0,3,1,2,7,6,459,42,0,3,1,2,7,5,0,0,0,0,0,0,1
2016-06,Liberia,247,24,24,0,8,0,0,0,0,6,2,132,12,0,0,0,0,5,2,0,0,0,0,1,0,0
2016-06,Libyen,248,69,68,1,27,0,4,1,1,5,16,1734,39,0,4,1,1,5,14,0,0,0,0,0,0,2
2016-06,Madagaskar,249,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2016-06,Mali,251,169,164,5,19,0,1,0,0,6,12,1115,35,0,1,0,0,6,11,0,0,0,0,0,0,1
2016-06,Marokko,252,296,290,6,377,0,5,5,1,214,152,1316,73,0,4,4,1,212,139,0,1,1,0,2,7,6
2016-06,Mauritius,253,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Mosambik,254,0,0,0,2,0,2,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-06,Niger,255,24,20,4,10,0,0,0,0,6,4,160,15,0,0,0,0,6,2,0,0,0,0,0,1,1
2016-06,Malawi,256,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Sambia,257,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Burkina-Faso,258,31,31,0,12,0,0,0,0,7,5,237,13,0,0,0,0,7,3,0,0,0,0,0,0,2
2016-06,Guinea-Bissau,259,61,58,3,49,0,0,0,1,30,18,356,17,0,0,0,1,30,12,0,0,0,0,0,1,5
2016-06,Guinea,261,199,196,3,69,0,8,0,1,31,29,2667,124,0,8,0,0,29,26,0,0,0,1,2,1,2
2016-06,Kamerun,262,109,107,2,67,0,2,0,0,36,29,1542,61,0,2,0,0,36,24,0,0,0,0,0,4,1
2016-06,Suedafrika,263,1,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Ruanda,265,3,3,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Namibia,267,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Senegal,269,129,122,7,63,0,0,0,0,33,30,1492,34,0,0,0,0,33,27,0,0,0,0,0,1,2
2016-06,Sierra Leone,272,107,106,1,5,0,0,0,0,2,3,790,44,0,0,0,0,2,2,0,0,0,0,0,1,0
2016-06,Somalia,273,1065,1050,15,608,2,172,90,207,30,107,11371,378,2,166,90,196,29,88,0,6,0,11,1,6,13
2016-06,Aequatorialguinea,274,1,1,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Sudan (ohne Suedsudan),277,289,285,4,46,0,9,10,0,3,24,1966,40,0,9,10,0,3,22,0,0,0,0,0,1,1
2016-06,Suedsudan,278,9,8,1,3,0,0,0,0,1,2,70,9,0,0,0,0,1,2,0,0,0,0,0,0,0
2016-06,Tansania,282,12,12,0,0,0,0,0,0,0,0,101,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Togo,283,32,31,1,4,0,0,0,0,1,3,506,29,0,0,0,0,1,3,0,0,0,0,0,0,0
2016-06,Tschad,284,15,11,4,25,0,0,0,8,4,13,172,8,0,0,0,0,3,5,0,0,0,8,1,2,6
2016-06,Tunesien,285,84,81,3,105,0,2,0,0,60,43,400,45,0,2,0,0,57,30,0,0,0,0,3,9,4
2016-06,Uganda,286,31,31,0,5,0,0,0,0,1,4,224,7,0,0,0,0,1,4,0,0,0,0,0,0,0
2016-06,Aegypten,287,201,198,3,136,5,11,5,8,74,33,2814,86,5,11,5,5,73,26,0,0,0,3,1,5,2
2016-06,Zentralafrikanische Republik,289,1,1,0,0,0,0,0,0,0,0,70,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Burundi,291,4,4,0,1,0,0,0,0,1,0,15,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2016-06,sonst. afrik. Staatsangeh.,299,8,7,1,8,0,2,0,1,4,1,127,12,0,2,0,0,3,1,0,0,0,1,1,0,0
2016-06,Argentinien,323,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Bolivien,326,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Brasilien,327,9,9,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Belize,330,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Dominikanische Republik,335,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2016-06,Ecuador,336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,El Salvador,337,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Guatemala,345,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Haiti,346,2,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Honduras,347,3,3,0,1,0,0,1,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2016-06,Kanada,348,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Kolumbien,349,0,0,0,11,1,0,0,0,9,1,29,1,1,0,0,0,9,1,0,0,0,0,0,0,0
2016-06,Kuba,351,10,8,2,12,0,0,0,0,4,8,134,5,0,0,0,0,4,8,0,0,0,0,0,0,0
2016-06,Mexico,353,1,0,1,1,0,0,0,0,0,1,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-06,Nicaragua,354,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Jamaica,355,0,0,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Paraguay,359,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Peru,361,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Venezuela,367,2,2,0,1,1,0,0,0,0,0,37,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Vereinigte Staaten v. Amerika,368,0,0,0,1,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016-06,Britisch abh.Geb.Amerika,395,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Jemen,421,55,55,0,18,0,0,16,0,0,2,632,26,0,0,13,0,0,1,0,0,3,0,0,0,1
2016-06,Armenien,422,499,471,28,145,0,1,4,3,98,39,4973,359,0,1,4,2,98,27,0,0,0,1,0,5,7
2016-06,Afghanistan,423,15109,15055,54,3056,20,720,336,242,1481,257,94979,929,20,696,334,238,1473,246,0,24,2,4,8,9,2
2016-06,Bahrain,424,1,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Aserbaidschan,425,413,385,28,121,1,11,0,6,60,43,3379,344,1,11,0,6,58,38,0,0,0,0,2,5,0
2016-06,Bhutan,426,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Myanmar,427,10,10,0,2,0,2,0,0,0,0,195,3,0,2,0,0,0,0,0,0,0,0,0,0,0
2016-06,Georgien,430,345,322,23,307,0,0,0,1,177,129,3309,372,0,0,0,1,143,92,0,0,0,0,34,17,20
2016-06,Sri Lanka,431,50,45,5,48,1,13,1,0,15,18,937,176,0,13,0,0,14,8,1,0,1,0,1,8,2
2016-06,Vietnam,432,62,58,4,83,0,0,0,2,56,25,988,68,0,0,0,2,55,23,0,0,0,0,1,2,0
2016-06,Korea (Demokrat. Volksrepubl.),434,3,3,0,1,0,0,0,0,0,1,120,3,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-06,Indien,436,424,422,2,139,0,0,1,0,74,64,4152,79,0,0,1,0,74,63,0,0,0,0,0,1,0
2016-06,Indonesien,437,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Irak,438,10060,9999,61,3679,11,2159,552,18,400,539,63820,1540,10,2110,536,15,390,512,1,49,16,3,10,14,13
2016-06,"Iran, Islamische Republik",439,3068,3031,37,574,70,261,10,7,121,105,18037,646,69,246,10,4,111,96,1,15,0,3,10,7,2
2016-06,Israel,441,5,5,0,13,0,0,0,0,12,1,47,5,0,0,0,0,12,1,0,0,0,0,0,0,0
2016-06,Kasachstan,444,9,8,1,9,0,0,0,0,1,8,143,37,0,0,0,0,1,8,0,0,0,0,0,0,0
2016-06,Jordanien,445,29,28,1,11,0,2,1,0,5,3,281,30,0,2,1,0,4,3,0,0,0,0,1,0,0
2016-06,Kambodscha,446,1,1,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Katar,447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Kuwait,448,2,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,"Laos, Demokratische Volksrepublik",449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Kirgisistan,450,12,12,0,10,0,0,0,0,4,6,106,20,0,0,0,0,4,6,0,0,0,0,0,0,0
2016-06,Libanon,451,564,552,12,91,0,6,2,0,44,39,3605,238,0,5,2,0,41,34,0,1,0,0,3,2,3
2016-06,Oman,456,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Mongolei,457,23,22,1,41,0,2,0,0,25,14,624,28,0,1,0,0,25,13,0,1,0,0,0,0,1
2016-06,Nepal,458,5,5,0,0,0,0,0,0,0,0,66,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Staatsangehoerigkeit ohne Bezeichnung,459,29,29,0,20,0,13,0,0,1,6,359,2,0,13,0,0,1,6,0,0,0,0,0,0,0
2016-06,Bangladesch,460,231,228,3,69,2,8,0,1,34,24,1634,52,2,8,0,1,34,17,0,0,0,0,0,7,0
2016-06,Pakistan,461,1840,1816,24,273,1,20,0,2,140,110,18803,517,1,20,0,2,134,96,0,0,0,0,6,8,6
2016-06,Philippinen,462,8,8,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,China (Taiwan),465,2,2,0,0,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Korea (Republik),467,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Vereinigte arabische Emirate,469,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Tadschikistan,470,113,110,3,29,0,0,0,0,2,27,814,36,0,0,0,0,2,26,0,0,0,0,0,1,0
2016-06,Turkmenistan,471,7,7,0,18,0,0,0,0,1,17,739,10,0,0,0,0,1,16,0,0,0,0,0,1,0
2016-06,Saudi Arabien,472,3,3,0,7,0,0,1,0,6,0,40,1,0,0,1,0,6,0,0,0,0,0,0,0,0
2016-06,"Syrien, Arabische Republik",475,24605,24492,113,23103,47,12143,10224,67,19,603,116880,1203,47,12055,10199,61,19,565,0,88,25,6,0,19,19
2016-06,Thailand,476,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Usbekistan,477,4,4,0,1,0,0,0,0,0,1,53,3,0,0,0,0,0,1,0,0,0,0,0,0,0
2016-06,China,479,110,110,0,23,1,2,0,0,11,9,1229,60,1,2,0,0,10,8,0,0,0,0,1,1,0
2016-06,Malaysia,482,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Timor-Leste,483,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,sonst. asiat. Staatsangeh.,499,305,303,2,449,1,308,88,2,39,11,2740,139,1,307,88,2,39,11,0,1,0,0,0,0,0
2016-06,Australien,523,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06,Staatenlos,997,575,575,0,813,2,548,221,2,16,24,3384,68,2,547,221,2,16,23,0,1,0,0,0,1,0
2016-06,Ungeklaert,998,1217,1211,6,1262,8,716,361,11,54,112,18324,350,8,707,356,11,54,105,0,9,5,0,0,1,6
2016-06,ohne Angabe,999,2,2,0,4,0,2,0,0,2,0,105,5,0,2,0,0,2,0,0,0,0,0,0,0,0
