YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201505,Somalia,165,19,104,68.8525,25.4545
201505,Äquatorialguinea,0,0,0,nd,nd
201505,Sudan (ohne Südsudan),26,1,18,87.5,26.9231
201505,Südsudan,1,0,1,nd,nd
201505,Swasiland,0,0,0,nd,nd
201505,Tansania,1,1,0,nd,nd
201505,Togo,2,1,1,0,0
201505,Tschad,5,0,5,nd,nd
201505,Tunesien,56,19,37,0,0
201505,Uganda,2,0,2,nd,nd
201505,Ägypten,74,23,31,46.5116,27.027
201505,Zentralafrikanische Republik,0,0,0,nd,nd
201505,Burundi,0,0,0,nd,nd
201505,sonst. afrik. Staatsangeh.,5,2,2,33.3333,20
201505,Argentinien,0,0,0,nd,nd
201505,Brasilien,1,0,1,nd,nd
201505,Dominikanische Republik,0,0,0,nd,nd
201505,Ecuador,0,0,0,nd,nd
201505,El Salvador,0,0,0,nd,nd
201505,Guatemala,0,0,0,nd,nd
201505,Honduras,0,0,0,nd,nd
201505,Kolumbien,0,0,0,nd,nd
201505,Kuba,2,1,1,0,0
201505,Mexico,0,0,0,nd,nd
201505,Nicaragua,0,0,0,nd,nd
201505,Jamaica,0,0,0,nd,nd
201505,Paraguay,0,0,0,nd,nd
201505,Peru,0,0,0,nd,nd
201505,Venezuela,0,0,0,nd,nd
201505,Vereinigte Staaten v. Amerika,0,0,0,nd,nd
201505,Trinidad und Tobago,0,0,0,nd,nd
201505,Jemen,10,0,6,100,40
201505,Armenien,36,20,16,0,0
201505,Afghanistan,493,43,243,82.8,41.9878
201505,Bahrain,0,0,0,nd,nd
201505,Aserbaidschan,32,16,6,38.4615,31.25
201505,Bhutan,0,0,0,nd,nd
201505,Myanmar,1,0,1,nd,nd
201505,Georgien,230,129,101,0,0
201505,Sri Lanka,14,9,2,25,21.4286
201505,Vietnam,25,5,20,0,0
201505,Korea (Demokrat. Volksrepubl.),0,0,0,nd,nd
201505,Indien,40,20,20,0,0
201505,Indonesien,0,0,0,nd,nd
201505,Irak,1086,4,146,99.5745,86.1878
201505,"Iran, Islamische Republik",182,13,67,88.6957,56.044
201505,Israel,0,0,0,nd,nd
201505,Kasachstan,9,0,9,nd,nd
201505,Jordanien,3,0,2,100,33.3333
201505,Kambodscha,0,0,0,nd,nd
201505,Kuwait,0,0,0,nd,nd
201505,"Laos, Demokratische Volksrepublik",0,0,0,nd,nd
201505,Kirgisistan,3,0,3,nd,nd
201505,Libanon,58,15,39,21.0526,6.89655
201505,Oman,0,0,0,nd,nd
201505,Mongolei,6,0,6,nd,nd
201505,Nepal,0,0,0,nd,nd
201505,Staatsangehörigkeit ohne Bezeichnung,9,4,2,42.8571,33.3333
201505,Bangladesch,45,22,18,18.5185,11.1111
201505,Pakistan,136,26,90,43.4783,14.7059
201505,Philippinen,0,0,0,nd,nd
201505,China (Taiwan),0,0,0,nd,nd
201505,Korea (Republik),0,0,0,nd,nd
201505,Tadschikistan,21,3,17,25,4.7619
201505,Turkmenistan,4,4,0,nd,nd
201505,Saudi Arabien,0,0,0,nd,nd
201505,"Syrien, Arabische Republik",4527,4,695,99.8956,84.5593
201505,Thailand,0,0,0,nd,nd
201505,Usbekistan,1,1,0,nd,nd
201505,China,9,4,1,50,44.4444
201505,Malaysia,0,0,0,nd,nd
201505,sonst. asiat. Staatsangeh.,175,17,32,88.1119,72
201505,Australien,0,0,0,nd,nd
201505,Salomonen,0,0,0,nd,nd
201505,Staatenlos,173,10,41,92.4242,70.5202
201505,Ungeklärt,211,27,62,81.8792,57.8199
201505,ohne Angabe,1,0,1,nd,nd
