YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201501,Argentinien,0,0,0,nd,nd
201501,Brasilien,0,0,0,nd,nd
201501,Chile,0,0,0,nd,nd
201501,Dominikanische Republik,0,0,0,nd,nd
201501,El Salvador,0,0,0,nd,nd
201501,Guatemala,0,0,0,nd,nd
201501,Honduras,0,0,0,nd,nd
201501,Kolumbien,1,0,1,nd,nd
201501,Kuba,0,0,0,nd,nd
201501,Mexico,1,1,0,nd,nd
201501,Nicaragua,0,0,0,nd,nd
201501,Jamaica,0,0,0,nd,nd
201501,Paraguay,0,0,0,nd,nd
201501,Peru,0,0,0,nd,nd
201501,Suriname,0,0,0,nd,nd
201501,Venezuela,0,0,0,nd,nd
201501,Vereinigte Staaten v. Amerika,0,0,0,nd,nd
201501,Trinidad und Tobago,0,0,0,nd,nd
201501,Jemen,12,0,2,100,83.3333
201501,Armenien,50,19,30,5,2
201501,Afghanistan,447,72,193,71.6535,40.7159
201501,Bahrain,0,0,0,nd,nd
201501,Aserbaidschan,31,14,8,39.1304,29.0323
201501,Bhutan,0,0,0,nd,nd
201501,Myanmar,2,0,1,100,50
201501,Georgien,199,86,112,1.14943,0.502513
201501,Sri Lanka,19,3,7,75,47.3684
201501,Vietnam,15,3,11,25,6.66667
201501,Korea (Demokrat. Volksrepubl.),0,0,0,nd,nd
201501,Indien,38,30,8,0,0
201501,Indonesien,0,0,0,nd,nd
201501,Irak,1199,4,66,99.647,94.1618
201501,"Iran, Islamische Republik",210,20,94,82.7586,45.7143
201501,Israel,0,0,0,nd,nd
201501,Japan,0,0,0,nd,nd
201501,Kasachstan,11,4,7,0,0
201501,Jordanien,4,1,1,66.6667,50
201501,Kambodscha,0,0,0,nd,nd
201501,Kuwait,0,0,0,nd,nd
201501,"Laos, Demokratische Volksrepublik",0,0,0,nd,nd
201501,Kirgisistan,0,0,0,nd,nd
201501,Libanon,65,11,49,31.25,7.69231
201501,Oman,0,0,0,nd,nd
201501,Mongolei,17,5,12,0,0
201501,Nepal,1,1,0,nd,nd
201501,Staatsangehörigkeit ohne Bezeichnung,16,0,3,100,81.25
201501,Bangladesch,19,9,6,30.7692,21.0526
201501,Pakistan,227,116,74,24.183,16.2996
201501,Philippinen,0,0,0,nd,nd
201501,China (Taiwan),0,0,0,nd,nd
201501,Korea (Republik),0,0,0,nd,nd
201501,Tadschikistan,22,0,22,nd,nd
201501,Turkmenistan,6,1,5,0,0
201501,Saudi Arabien,0,0,0,nd,nd
201501,"Syrien, Arabische Republik",6119,0,644,100,89.4754
201501,Thailand,0,0,0,nd,nd
201501,Usbekistan,0,0,0,nd,nd
201501,China,11,8,2,11.1111,9.09091
201501,Malaysia,0,0,0,nd,nd
201501,sonst. asiat. Staatsangeh.,201,6,49,96.0526,72.6368
201501,Salomonen,0,0,0,nd,nd
201501,Australien,0,0,0,nd,nd
201501,Staatenlos,190,4,26,97.561,84.2105
201501,Ungeklärt,399,33,45,90.678,80.4511
201501,ohne Angabe,0,0,0,nd,nd
