YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2019-01,9,154,29,9,128
2019-02,16,125,26,6,90
2019-03,5,250,35,12,92
2019-04,16,202,19,10,96
2019-05,10,182,14,8,70
2019-06,7,113,23,3,45
2019-07,14,160,38,5,74
2019-08,19,195,29,7,48
2019-09,6,160,36,4,59
2019-10,10,163,22,6,58
2019-11,10,178,31,9,58
2019-12,10,155,27,2,59
