YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2019-01,0,13,0,2,142
2019-02,0,21,2,3,165
2019-03,2,27,0,0,160
2019-04,0,9,0,3,119
2019-05,0,8,0,3,110
2019-06,2,13,0,2,110
2019-07,0,16,0,4,169
2019-08,0,11,1,1,81
2019-09,1,6,0,3,159
2019-10,3,13,0,1,70
2019-11,6,8,2,6,96
2019-12,1,7,0,3,89
