YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2019-01,0,23,60,0,0
2019-02,7,19,83,2,1
2019-03,0,4,53,5,6
2019-04,0,12,67,0,1
2019-05,0,14,53,1,0
2019-06,1,1,63,0,0
2019-07,0,7,41,0,4
2019-08,5,5,67,0,0
2019-09,0,2,39,3,0
2019-10,0,3,28,1,0
2019-11,0,2,38,2,5
2019-12,0,1,33,0,1
