YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraegen,ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2019-01,Guinea,261,379,344,35,431,3,37,6,9,222,154,978,72,3,34,6,9,218,132,0,3,0,0,4,7,15
2019-02,Guinea,261,332,309,23,415,0,29,7,6,210,163,987,70,0,28,7,6,204,138,0,1,0,0,6,8,17
2019-03,Guinea,261,294,266,28,409,2,54,2,14,172,165,962,67,2,54,2,13,170,132,0,0,0,1,2,10,23
2019-04,Guinea,261,249,225,24,358,5,25,5,10,157,156,926,73,5,25,5,9,154,128,0,0,0,1,3,10,18
2019-05,Guinea,261,188,155,33,298,1,30,6,15,136,110,890,77,1,29,6,13,131,80,0,1,0,2,5,11,19
2019-06,Guinea,261,148,130,18,291,1,38,5,11,138,98,821,72,1,38,5,11,134,72,0,0,0,0,4,4,22
2019-07,Guinea,261,178,146,32,274,5,35,4,14,121,95,794,83,5,35,4,14,116,68,0,0,0,0,5,11,16
2019-08,Guinea,261,194,159,35,226,1,16,5,11,109,84,828,90,1,13,5,10,106,52,0,3,0,1,3,10,22
2019-09,Guinea,261,122,113,9,200,3,18,5,8,95,71,819,77,2,18,5,8,90,48,1,0,0,0,5,8,15
2019-10,Guinea,261,159,133,26,170,1,13,10,6,82,58,849,87,1,13,10,6,75,39,0,0,0,0,7,10,9
2019-11,Guinea,261,125,104,21,208,3,24,6,12,102,61,832,86,2,19,6,12,100,37,1,5,0,0,2,5,19
2019-12,Guinea,261,130,103,27,194,3,20,7,4,84,76,835,89,3,20,7,4,80,47,0,0,0,0,4,10,19
