YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2019-01,11,158,153,26,43
2019-02,0,145,91,50,48
2019-03,3,230,94,41,33
2019-04,1,202,87,54,26
2019-05,0,176,61,46,32
2019-06,16,166,50,28,21
2019-07,7,175,56,33,19
2019-08,1,141,56,25,35
2019-09,3,168,56,27,30
2019-10,3,175,57,25,31
2019-11,0,180,43,19,30
2019-12,2,162,40,18,24
