Polen,152,-,-,-,2,-,-,-,-,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-
Portugal,153,-,-,-,1,-,-,-,-,1,-,4,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Rumänien,154,-,-,-,4,-,1,-,-,2,1,13,-,-,1,-,-,2,-,-,-,-,-,-,-,1
Slowakische Republik,155,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Russische Föderation,160,486,401,85,2.556,11,104,102,64,1.578,697,3.605,664,11,97,98,59,1.445,412,-,7,4,5,133,94,191
Spanien,161,-,-,-,6,-,-,-,-,2,4,16,-,-,-,-,-,2,4,-,-,-,-,-,-,-
Türkei,163,548,505,43,3.017,286,392,47,30,1.919,343,5.083,492,286,382,47,30,1.844,259,-,10,-,-,75,55,29
Tschechische Republik,164,-,-,-,1,-,-,-,-,-,1,2,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Ungarn,165,-,-,-,1,-,-,-,-,1,-,6,2,-,-,-,-,-,-,-,-,-,-,1,-,-
Ukraine,166,138,103,35,1.048,3,11,10,24,858,142,1.603,107,3,11,10,24,839,125,-,-,-,-,19,8,9
Großbritannien mit Nordirland,168,-,-,-,1,-,-,-,-,-,1,7,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Weißrussland,169,21,15,6,129,-,4,4,-,96,25,154,24,-,4,4,-,93,21,-,-,-,-,3,1,3
Serbien,170,322,157,165,876,-,-,4,7,530,335,811,609,-,-,4,3,444,63,-,-,-,4,86,220,52
sonst. europ. Staatsangeh.,199,-,-,-,-,-,-,-,-,-,-,6,2,-,-,-,-,-,-,-,-,-,-,-,-,-
Europa,"",2.687,1.874,813,10.234,301,518,186,163,6.662,2.404,14.586,3.579,301,501,180,148,6.173,1.154,-,17,6,15,489,888,362
Algerien,221,142,116,26,445,-,5,7,9,217,207,696,119,-,5,7,9,202,169,-,-,-,-,15,26,12
Angola,223,30,29,1,53,-,7,-,11,15,20,156,7,-,7,-,11,15,18,-,-,-,-,-,1,1
Eritrea,224,799,784,15,2.736,17,1.138,985,115,65,416,5.642,127,17,1.133,977,98,64,388,-,5,8,17,1,9,19
Äthiopien,225,113,107,6,1.898,3,198,38,123,1.426,110,2.640,71,3,198,38,122,1.422,86,-,-,-,1,4,12,12
Botsuana,227,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Benin,229,15,15,-,60,-,-,-,2,47,11,92,3,-,-,-,2,46,10,-,-,-,-,1,1,-
Dschibuti,230,-,-,-,9,2,1,-,-,5,1,9,-,2,1,-,-,5,-,-,-,-,-,-,-,1
Elfenbeinküste (Cote d Ivoire),231,118,117,1,355,1,7,7,13,186,141,1.432,24,1,7,7,13,185,141,-,-,-,-,1,-,-
Nigeria,232,519,497,22,5.396,13,328,74,496,3.648,837,8.268,466,13,326,74,479,3.626,735,-,2,-,17,22,22,80
Simbabwe,233,13,13,-,72,15,6,4,-,39,8,176,-,15,6,4,-,39,8,-,-,-,-,-,-,-
Gabun,236,-,-,-,1,-,-,-,-,1,-,32,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Gambia,237,190,176,14,1.367,1,37,5,22,928,374,6.258,221,1,37,5,22,920,355,-,-,-,-,8,8,11
Ghana,238,81,77,4,388,-,7,5,26,257,93,779,26,-,7,5,23,255,81,-,-,-,3,2,9,3
Mauretanien,239,7,6,1,27,-,2,1,1,21,2,48,4,-,1,1,1,21,1,-,1,-,-,-,-,1
Cabo Verde,242,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kenia,243,23,23,-,49,-,-,-,1,42,6,117,3,-,-,-,1,41,6,-,-,-,-,1,-,-
Komoren,244,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kongo,245,5,5,-,38,-,2,1,4,19,12,82,2,-,2,1,4,18,11,-,-,-,-,1,1,-
"Kongo, Dem. Republik",246,16,12,4,197,6,26,14,33,84,34,382,52,6,26,14,27,78,25,-,-,-,6,6,9,-
Liberia,247,16,16,-,22,-,3,-,3,1,15,212,8,-,3,-,3,1,15,-,-,-,-,-,-,-
Libyen,248,89,87,2,203,7,48,14,18,70,46,467,27,7,45,14,15,69,42,-,3,-,3,1,1,3
Madagaskar,249,-,-,-,3,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3
Mali,251,58,56,2,444,-,5,-,17,356,66,549,35,-,5,-,17,352,57,-,-,-,-,4,3,6
Marokko,252,210,174,36,452,-,10,13,7,246,176,698,83,-,8,13,7,230,131,-,2,-,-,16,34,11
Mauritius,253,-,-,-,1,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Mosambik,254,-,-,-,1,-,-,-,-,-,1,12,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Niger,255,18,16,2,27,-,1,-,-,18,8,57,3,-,1,-,-,17,7,-,-,-,-,1,-,1
Malawi,256,-,-,-,1,-,-,-,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Sambia,257,-,-,-,1,-,-,-,-,1,-,8,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Burkina-Faso,258,7,7,-,39,1,-,3,2,28,5,57,3,1,-,3,2,28,5,-,-,-,-,-,-,-
Guinea-Bissau,259,29,23,6,58,-,1,1,4,37,15,129,9,-,1,1,3,37,14,-,-,-,1,-,1,-
Guinea,261,356,346,10,1.362,4,99,33,60,740,426,2.771,73,4,98,33,54,730,377,-,1,-,6,10,22,27
Kamerun,262,80,76,4,534,1,13,4,20,383,113,1.361,63,1,13,4,20,380,105,-,-,-,-,3,5,3
Südafrika,263,-,-,-,6,-,-,-,-,6,-,9,-,-,-,-,-,6,-,-,-,-,-,-,-,-
Ruanda,265,2,2,-,-,-,-,-,-,-,-,107,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Namibia,267,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Senegal,269,21,16,5,183,-,2,-,5,139,37,195,42,-,2,-,5,136,22,-,-,-,-,3,5,10
Sierra Leone,272,38,36,2,277,-,24,2,27,197,27,868,46,-,24,2,26,190,12,-,-,-,1,7,3,12
Somalia,273,574,539,35,2.310,1,638,668,233,298,472,6.163,377,1,622,655,213,293,403,-,16,13,20,5,29,40
Äquatorialguinea,274,1,1,-,2,-,1,-,-,1,-,10,3,-,1,-,-,1,-,-,-,-,-,-,-,-
Sudan (ohne Südsudan),277,97,88,9,270,3,49,35,8,54,121,2.265,81,3,49,35,8,54,115,-,-,-,-,-,3,3
Südsudan,278,5,5,-,10,-,1,2,-,1,6,99,6,-,1,2,-,1,6,-,-,-,-,-,-,-
Tansania,282,6,6,-,30,-,7,-,7,10,6,86,18,-,7,-,3,10,2,-,-,-,4,-,3,1
Togo,283,20,20,-,91,1,1,-,4,54,31,623,38,1,1,-,4,53,31,-,-,-,-,1,-,-
Tschad,284,17,12,5,17,-,1,-,1,10,5,53,11,-,1,-,1,10,5,-,-,-,-,-,-,-
Tunesien,285,40,26,14,76,-,2,-,-,38,36,187,26,-,2,-,-,31,26,-,-,-,-,7,7,3
Uganda,286,12,12,-,117,3,7,-,-,104,3,95,14,3,7,-,-,102,2,-,-,-,-,2,1,-
Ägypten,287,53,49,4,580,18,79,15,18,353,97,617,50,18,79,15,18,350,78,-,-,-,-,3,5,14
Zentralafrikanische Republik,289,8,8,-,7,-,1,1,-,4,1,56,6,-,1,1,-,4,1,-,-,-,-,-,-,-
Burundi,291,2,2,-,13,5,1,1,-,4,2,35,-,5,1,1,-,4,2,-,-,-,-,-,-,-
sonst. afrik. Staatsangeh.,299,7,6,1,77,-,2,9,3,53,10,111,12,-,2,9,3,50,6,-,-,-,-,3,1,3
Afrika,"",3.838,3.607,231,20.305,102,2.760,1.942,1.293,10.207,4.001,44.739,2.160,102,2.730,1.921,1.214,10.079,3.499,-,30,21,79,128,221,281
Argentinien,323,-,-,-,1,-,-,-,-,1,-,1,2,-,-,-,-,-,-,-,-,-,-,1,-,-
Brasilien,327,1,1,-,1,-,-,-,-,1,-,8,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Guyana,328,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Chile,332,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Costa Rica,334,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dominikanische Republik,335,-,-,-,1,-,-,-,-,1,-,6,-,-,-,-,-,1,-,-,-,-,-,-,-,-
El Salvador,337,-,-,-,6,-,-,-,-,6,-,15,-,-,-,-,-,6,-,-,-,-,-,-,-,-
Haiti,346,-,-,-,4,-,-,-,-,4,-,5,-,-,-,-,-,4,-,-,-,-,-,-,-,-
Honduras,347,1,1,-,1,1,-,-,-,-,-,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Kanada,348,-,-,-,2,-,-,-,-,2,-,2,-,-,-,-,-,2,-,-,-,-,-,-,-,-
Kolumbien,349,6,6,-,10,-,-,-,-,5,5,65,-,-,-,-,-,5,5,-,-,-,-,-,-,-
Kuba,351,-,-,-,37,-,-,-,1,29,7,21,-,-,-,-,1,29,5,-,-,-,-,-,-,2
Mexico,353,-,-,-,1,-,-,-,-,1,-,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Jamaica,355,6,6,-,36,3,8,-,-,25,-,31,1,3,8,-,-,25,-,-,-,-,-,-,-,-
Paraguay,359,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peru,361,-,-,-,3,-,-,-,-,2,1,3,1,-,-,-,-,2,1,-,-,-,-,-,-,-
Suriname,364,-,-,-,2,-,-,-,2,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-
Uruguay,365,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Venezuela,367,23,22,1,21,1,6,-,-,14,-,77,1,1,6,-,-,14,-,-,-,-,-,-,-,-
Vereinigte Staaten v. Amerika,368,2,2,-,5,-,-,-,-,3,2,16,-,-,-,-,-,3,2,-,-,-,-,-,-,-
Trinidad und Tobago,371,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amerika,"",42,41,1,131,5,14,-,3,94,15,270,5,5,14,-,3,93,13,-,-,-,-,1,-,2
Jemen,421,38,37,1,144,8,43,82,-,-,11,282,28,8,43,78,-,-,11,-,-,4,-,-,-,-
Armenien,422,178,165,13,2.016,6,47,34,99,1.576,254,2.885,270,6,46,34,97,1.539,218,-,1,-,2,37,18,18
Afghanistan,423,1.374,1.268,106,19.349,10,2.914,1.232,4.405,9.944,844,28.824,674,9,2.878,1.217,4.328,9.888,697,1,36,15,77,56,96,51
Bahrain,424,-,-,-,3,1,1,-,-,1,-,10,-,1,1,-,-,1,-,-,-,-,-,-,-,-
Aserbaidschan,425,205,175,30,1.144,11,131,38,25,753,186,2.370,210,11,127,38,22,721,157,-,4,-,3,32,20,9
Bhutan,426,-,-,-,-,-,-,-,-,-,-,9,3,-,-,-,-,-,-,-,-,-,-,-,-,-
Myanmar,427,24,23,1,31,-,18,-,3,9,1,83,4,-,18,-,3,9,1,-,-,-,-,-,-,-
Georgien,430,243,207,36,866,-,2,1,11,590,262,1.435,192,-,1,1,11,563,204,-,1,-,-,27,28,30
Sri Lanka,431,63,58,5,172,-,22,3,5,95,47,853,169,-,22,3,5,94,30,-,-,-,-,1,10,7
Vietnam,432,51,48,3,50,-,1,-,-,28,21,117,13,-,1,-,-,22,15,-,-,-,-,6,3,3
Korea (Demokrat. Volksrepubl.),434,1,1,-,13,-,-,-,-,6,7,105,3,-,-,-,-,6,7,-,-,-,-,-,-,-
Indien,436,115,113,2,360,-,4,1,4,268,83,613,32,-,4,1,4,262,67,-,-,-,-,6,9,7
Indonesien,437,-,-,-,1,-,-,-,-,-,1,4,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Irak,438,1.695,1.619,76,10.163,41,3.403,1.757,306,3.683,973,13.407,697,41,3.342,1.723,270,3.612,835,-,61,34,36,71,74,64
"Iran, Islamische Republik",439,766,740,26,3.762,71,1.615,78,48,1.449,501,9.525,382,71,1.585,78,38,1.418,442,-,30,-,10,31,46,13
Israel,441,-,-,-,8,-,-,-,-,7,1,29,5,-,-,-,-,7,-,-,-,-,-,-,-,1
Kasachstan,444,9,3,6,43,-,6,-,1,24,12,36,11,-,6,-,1,22,6,-,-,-,-,2,2,4
Jordanien,445,9,8,1,91,2,8,6,7,54,14,168,21,2,8,5,7,50,10,-,-,1,-,4,-,4
Kambodscha,446,-,-,-,1,-,-,-,-,1,-,10,1,-,-,-,-,1,-,-,-,-,-,-,-,-
Katar,447,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kuwait,448,2,2,-,1,-,-,-,-,1,-,11,-,-,-,-,-,1,-,-,-,-,-,-,-,-
"Laos, Demokratische Volksrepublik",449,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kirgisistan,450,21,17,4,57,-,6,3,-,30,18,156,17,-,6,3,-,30,18,-,-,-,-,-,-,-
Libanon,451,123,107,16,659,-,22,57,8,483,89,1.103,88,-,22,55,8,461,77,-,-,2,-,22,8,4
Oman,456,6,6,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mongolei,457,26,25,1,213,-,1,4,7,155,46,625,19,-,1,4,7,154,43,-,-,-,-,1,-,3
Nepal,458,2,2,-,5,1,-,-,-,3,1,144,3,1,-,-,-,3,1,-,-,-,-,-,-,-
Staatsangehörigkeit ohne Bezeichnung,459,6,5,1,88,-,17,12,6,46,7,203,4,-,17,12,6,46,7,-,-,-,-,-,-,-
Bangladesch,460,63,50,13,753,1,35,6,8,543,160,1.179,82,1,34,6,8,539,143,-,1,-,-,4,14,3
Pakistan,461,403,350,53,2.657,1,69,25,51,1.936,575,4.216,383,1,69,24,51,1.865,446,-,-,1,-,71,72,57
Philippinen,462,-,-,-,1,-,-,1,-,-,-,34,-,-,-,1,-,-,-,-,-,-,-,-,-,-
China (Taiwan),465,-,-,-,1,-,-,-,-,1,-,11,1,-,-,-,-,1,-,-,-,-,-,-,-,-
Korea (Republik),467,1,1,-,3,-,-,-,-,-,3,16,-,-,-,-,-,-,3,-,-,-,-,-,-,-
Vereinigte arabische Emirate,469,1,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tadschikistan,470,84,80,4,377,4,44,21,5,141,162,1.337,39,4,44,21,5,140,153,-,-,-,-,1,5,4
Turkmenistan,471,11,8,3,25,-,-,1,-,21,3,159,15,-,-,1,-,21,3,-,-,-,-,-,-,-
Saudi Arabien,472,7,7,-,2,1,-,1,-,-,-,13,-,1,-,1,-,-,-,-,-,-,-,-,-,-
"Syrien, Arabische Republik",475,3.952,3.888,64,10.756,71,3.577,6.284,49,27,748,18.896,525,71,3.539,6.220,38,16,665,-,38,64,11,11,60,23
Thailand,476,-,-,-,1,-,-,-,-,-,1,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Usbekistan,477,7,7,-,20,-,2,-,-,9,9,75,1,-,2,-,-,9,9,-,-,-,-,-,-,-
China,479,51,47,4,224,14,10,8,4,142,46,431,33,14,10,7,4,139,43,-,-,1,-,3,3,-
Malaysia,482,6,6,-,1,1,-,-,-,-,-,10,-,1,-,-,-,-,-,-,-,-,-,-,-,-
sonst. asiat. Staatsangeh.,499,41,36,5,531,-,119,224,3,154,31,756,47,-,119,217,3,153,21,-,-,7,-,1,7,3
Asien,"",9.584,9.110,474,54.592,244,12.117,9.879,5.055,22.180,5.117,90.159,3.972,243,11.945,9.750,4.916,21.793,4.334,1,172,129,139,387,475,308
Australien,523,-,-,-,2,-,-,-,-,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-
Australien,"",-,-,-,2,-,-,-,-,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-
Staatenlos,997,110,105,5,483,-,146,137,19,137,44,1.001,40,-,138,133,19,137,34,-,8,4,-,-,3,7
Ungeklärt,998,377,357,20,1.897,1,458,490,109,564,275,4.300,222,1,455,486,107,553,244,-,3,4,2,11,17,14
ohne Angabe,999,3,3,-,5,-,1,-,-,4,-,65,1,-,1,-,-,2,-,-,-,-,-,2,-,-
Unbekannt,"",490,465,25,2.385,1,605,627,128,705,319,5.366,263,1,594,619,126,692,278,-,11,8,2,13,20,21
Herkunftsländer gesamt,"",16.641,15.097,1.544,87.649,653,16.014,12.634,6.642,39.849,11.857,155.120,9.979,652,15.784,12.470,6.407,38.831,9.279,1,230,164,235,1.018,1.604,974
