Herkunftsland,LS,,ASYLANTRÄGE insgesamt,ASYLANTRÄGE davon Erstanträge,ASYLANTRÄGE davon Folgeanträge,ENTSCHEIDUNGEN über Asylanträge insgesamt,ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Asylanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Asylanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Asylanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Asylanträge sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstanträgen,ANHÄNGIGE VERFAHREN aufgrund von Folgeanträgen,ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Erstanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Erstanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Erstanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Erstanträge formelle Verfahrenserledigungen (z.B. Rücknahmen),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Folgeanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Folgeanträge kein weiteres Verfahren,ENTSCHEIDUNGEN über Folgeanträge formelle Verfahrenserledigungen (z.B. Rücknahmen)
Spanien,161,"",1,1,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Türkei,163,"",112,80,32,62,3,15,-,3,16,25,2.952,428,3,10,-,2,10,16,-,5,-,1,6,4,5
Tschechische Republik,164,"",-,-,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-
Ungarn,165,"",-,-,-,-,-,-,-,-,-,-,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Spalte 1,"","",2,3,4,5,6,7,8a,8b,9,10,11,12,14,15,16a,16b,17,18,19,20,21a,21b,22,23,24
Ukraine,166,"",329,325,4,126,-,4,-,-,11,111,5.539,106,-,4,-,-,11,102,-,-,-,-,-,-,9
Großbritannien mit Nordirland,168,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Weißrußland,169,"",34,34,-,17,-,-,-,-,-,17,282,26,-,-,-,-,-,16,-,-,-,-,-,-,1
Serbien,170,"",1.423,861,562,1.608,-,-,-,2,1.018,588,11.111,6.756,-,-,-,2,952,172,-,-,-,-,66,331,85
Zypern,181,"",-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sonst. europ. Staatsangeh.,199,"",1,-,1,2,-,-,-,-,2,-,5,1,-,-,-,-,2,-,-,-,-,-,-,-,-
Europa,"","",9.831,8.314,1.517,12.705,3,43,18,25,9.973,2.643,78.844,17.328,3,35,18,17,9.665,1.669,-,8,-,8,308,714,260
Algerien,221,"",179,170,9,95,-,-,-,-,34,61,3.084,219,-,-,-,-,33,51,-,-,-,-,1,1,9
Angola,223,"",2,2,-,5,-,-,-,1,4,-,164,7,-,-,-,1,4,-,-,-,-,-,-,-,-
Eritrea,224,"",1.211,1.201,10,1.181,2,1.071,29,6,4,69,18.847,144,2,1.070,29,5,4,68,-,1,-,1,-,1,-
Äthiopien,225,"",208,206,2,53,-,5,1,5,11,31,2.950,72,-,5,1,3,11,30,-,-,-,2,-,-,1
Botsuana,227,"",-,-,-,1,1,-,-,-,-,-,4,-,1,-,-,-,-,-,-,-,-,-,-,-,-
Benin,229,"",29,25,4,2,-,-,-,-,-,2,471,14,-,-,-,-,-,1,-,-,-,-,-,1,-
Dschibuti,230,"",2,2,-,5,-,-,-,2,3,-,21,1,-,-,-,2,3,-,-,-,-,-,-,-,-
Elfenbeinküste (Cote d Ivoire),231,"",54,54,-,32,-,-,-,-,2,30,395,19,-,-,-,-,2,28,-,-,-,-,-,-,2
Nigeria,232,"",236,229,7,76,-,1,-,1,12,62,8.662,199,-,1,-,1,12,61,-,-,-,-,-,1,-
Simbabwe,233,"",-,-,-,2,-,-,-,-,2,-,21,-,-,-,-,-,2,-,-,-,-,-,-,-,-
Gabun,236,"",-,-,-,-,-,-,-,-,-,-,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Gambia,237,"",510,496,14,34,-,2,-,1,4,27,4.081,122,-,2,-,1,4,25,-,-,-,-,-,-,2
Ghana,238,"",61,59,2,56,-,-,-,-,12,44,1.685,55,-,-,-,-,11,42,-,-,-,-,1,1,1
Mauretanien,239,"",8,8,-,6,-,-,-,-,-,6,99,4,-,-,-,-,-,6,-,-,-,-,-,-,-
Cabo Verde,242,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kenia,243,"",9,9,-,22,-,-,-,-,18,4,145,10,-,-,-,-,18,4,-,-,-,-,-,-,-
Komoren,244,"",-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kongo,245,"",2,2,-,3,-,-,-,1,-,2,106,5,-,-,-,1,-,2,-,-,-,-,-,-,-
"Kongo, Dem. Republik",246,"",6,5,1,21,-,-,-,1,19,1,484,32,-,-,-,1,19,1,-,-,-,-,-,-,-
Liberia,247,"",9,9,-,6,-,-,-,-,-,6,98,8,-,-,-,-,-,6,-,-,-,-,-,-,-
Libyen,248,"",71,70,1,41,1,12,-,-,5,23,1.295,39,1,12,-,-,4,23,-,-,-,-,1,-,-
Spalte 1,"","",2,3,4,5,6,7,8a,8b,9,10,11,12,14,15,16a,16b,17,18,19,20,21a,21b,22,23,24
Mali,251,"",39,38,1,21,-,1,-,-,1,19,803,22,-,1,-,-,1,15,-,-,-,-,-,-,4
Marokko,252,"",95,90,5,132,-,8,-,2,42,80,1.900,81,-,8,-,2,41,64,-,-,-,-,1,9,7
Mauritius,253,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mosambik,254,"",-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Niger,255,"",16,12,4,3,-,-,-,-,1,2,146,20,-,-,-,-,1,2,-,-,-,-,-,-,-
Malawi,256,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sambia,257,"",-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Burkina-Faso,258,"",30,30,-,1,-,-,-,1,-,-,244,11,-,-,-,1,-,-,-,-,-,-,-,-,-
Guinea-Bissau,259,"",45,44,1,6,-,-,-,1,-,5,402,11,-,-,-,-,-,4,-,-,-,1,-,-,1
Guinea,261,"",49,44,5,46,1,8,-,-,12,25,2.142,94,1,8,-,-,12,19,-,-,-,-,-,2,4
Kamerun,262,"",101,92,9,13,-,-,-,-,2,11,1.144,47,-,-,-,-,2,10,-,-,-,-,-,-,1
Südafrika,263,"",1,1,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ruanda,265,"",3,3,-,5,-,3,-,1,-,1,36,-,-,3,-,1,-,1,-,-,-,-,-,-,-
Namibia,267,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Senegal,269,"",31,29,2,13,-,-,-,-,1,12,2.071,24,-,-,-,-,1,12,-,-,-,-,-,-,-
Sierra Leone,272,"",21,21,-,3,-,-,-,1,-,2,598,39,-,-,-,1,-,2,-,-,-,-,-,-,-
Somalia,273,"",316,300,16,231,-,63,49,5,14,100,8.952,317,-,62,46,3,14,94,-,1,3,2,-,-,6
Äquatorialguinea,274,"",1,1,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sudan (ohne Südsudan),277,"",51,46,5,58,1,4,12,-,3,38,1.181,35,1,4,11,-,3,35,-,-,1,-,-,-,3
Südsudan,278,"",3,2,1,2,-,1,-,-,-,1,45,6,-,-,-,-,-,1,-,1,-,-,-,-,-
Tansania,282,"",3,2,1,1,-,-,-,-,1,-,78,3,-,-,-,-,1,-,-,-,-,-,-,-,-
Togo,283,"",38,38,-,2,-,-,-,1,-,1,359,24,-,-,-,1,-,1,-,-,-,-,-,-,-
Tschad,284,"",12,10,2,16,-,-,-,10,1,5,141,16,-,-,-,10,1,2,-,-,-,-,-,-,3
Tunesien,285,"",46,44,2,68,-,-,-,-,41,27,813,112,-,-,-,-,38,24,-,-,-,-,3,-,3
Uganda,286,"",1,1,-,3,-,-,-,-,-,3,174,8,-,-,-,-,-,3,-,-,-,-,-,-,-
Ägypten,287,"",74,71,3,85,13,22,-,-,32,18,2.730,72,13,22,-,-,32,16,-,-,-,-,-,1,1
Zentralafrikanische Republik,289,"",1,1,-,1,-,1,-,-,-,-,52,2,-,1,-,-,-,-,-,-,-,-,-,-,-
Burundi,291,"",2,2,-,-,-,-,-,-,-,-,7,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Spalte 1,"","",2,3,4,5,6,7,8a,8b,9,10,11,12,14,15,16a,16b,17,18,19,20,21a,21b,22,23,24
sonst. afrik. Staatsangeh.,299,"",-,-,-,9,-,-,-,3,4,2,69,10,-,-,-,3,4,1,-,-,-,-,-,-,1
Afrika,"","",3.576,3.469,107,2.360,19,1.202,91,43,285,720,66.754,1.906,19,1.199,87,37,278,654,-,3,4,6,7,17,49
Argentinien,323,"",1,1,-,-,-,-,-,-,-,-,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-
Brasilien,327,"",-,-,-,-,-,-,-,-,-,-,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dominikanische Republik,335,"",-,-,-,1,-,-,-,1,-,-,5,-,-,-,-,1,-,-,-,-,-,-,-,-,-
Ecuador,336,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
El Salvador,337,"",1,1,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Guatemala,345,"",-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Haiti,346,"",1,1,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Honduras,347,"",1,1,-,1,-,-,-,-,1,-,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Kanada,348,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kolumbien,349,"",-,-,-,1,-,-,-,-,-,1,38,1,-,-,-,-,-,1,-,-,-,-,-,-,-
Kuba,351,"",8,8,-,4,-,-,-,-,-,4,146,2,-,-,-,-,-,4,-,-,-,-,-,-,-
Mexico,353,"",-,-,-,-,-,-,-,-,-,-,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Nicaragua,354,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Jamaica,355,"",-,-,-,1,-,-,-,-,-,1,26,1,-,-,-,-,-,1,-,-,-,-,-,-,-
Paraguay,359,"",-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Peru,361,"",-,-,-,1,-,-,-,-,1,-,9,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Venezuela,367,"",1,1,-,3,-,-,-,-,3,-,27,2,-,-,-,-,3,-,-,-,-,-,-,-,-
Vereinigte Staaten v. Amerika,368,"",1,1,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trinidad und Tobago,371,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Amerika,"","",14,14,-,12,-,-,-,1,5,6,312,10,-,-,-,1,5,6,-,-,-,-,-,-,-
Jemen,421,"",20,19,1,6,-,1,-,-,-,5,438,34,-,1,-,-,-,5,-,-,-,-,-,-,-
Armenien,422,"",136,133,3,71,-,5,-,3,23,40,3.788,290,-,4,-,3,23,31,-,1,-,-,-,5,4
Afghanistan,423,"",3.794,3.770,24,583,1,153,33,72,67,257,28.150,837,1,137,33,61,67,250,-,16,-,11,-,-,7
Bahrain,424,"",-,-,-,5,5,-,-,-,-,-,9,-,4,-,-,-,-,-,1,-,-,-,-,-,-
Aserbaidschan,425,"",93,80,13,45,1,3,-,1,20,20,2.454,284,1,3,-,1,20,16,-,-,-,-,-,4,-
Bhutan,426,"",-,-,-,2,-,-,-,-,2,-,14,4,-,-,-,-,2,-,-,-,-,-,-,-,-
Spalte 1,"","",2,3,4,5,6,7,8a,8b,9,10,11,12,14,15,16a,16b,17,18,19,20,21a,21b,22,23,24
Myanmar,427,"",6,6,-,2,-,1,-,-,-,1,151,3,-,1,-,-,-,1,-,-,-,-,-,-,-
Georgien,430,"",192,167,25,216,-,-,-,2,158,56,3.151,396,-,-,-,2,150,39,-,-,-,-,8,6,11
Sri Lanka,431,"",35,26,9,12,-,3,-,-,6,3,900,169,-,3,-,-,6,1,-,-,-,-,-,2,-
Vietnam,432,"",57,54,3,23,-,-,-,-,4,19,964,72,-,-,-,-,4,19,-,-,-,-,-,-,-
Korea (Demokrat. Volksrepubl.),434,"",-,-,-,-,-,-,-,-,-,-,103,2,-,-,-,-,-,-,-,-,-,-,-,-,-
Indien,436,"",141,139,2,31,-,-,-,-,28,3,3.258,80,-,-,-,-,26,1,-,-,-,-,2,2,-
Indonesien,437,"",1,1,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Irak,438,"",4.135,4.047,88,1.221,5,893,34,8,10,271,16.375,1.878,5,812,22,5,10,259,-,81,12,3,-,5,7
"Iran, Islamische Republik",439,"",565,528,37,224,10,96,3,2,29,84,6.241,583,10,90,2,-,26,75,-,6,1,2,3,4,5
Israel,441,"",-,-,-,-,-,-,-,-,-,-,48,6,-,-,-,-,-,-,-,-,-,-,-,-,-
Kasachstan,444,"",3,3,-,16,-,-,-,-,-,16,109,24,-,-,-,-,-,16,-,-,-,-,-,-,-
Jordanien,445,"",6,6,-,2,-,1,-,-,-,1,199,29,-,1,-,-,-,1,-,-,-,-,-,-,-
Kambodscha,446,"",-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kuwait,448,"",-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Laos, Demokratische Volksrepublik",449,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kirgisistan,450,"",11,7,4,4,-,1,-,-,-,3,98,20,-,1,-,-,-,1,-,-,-,-,-,-,2
Libanon,451,"",101,82,19,30,-,2,-,1,15,12,1.066,173,-,2,-,1,12,9,-,-,-,-,3,-,3
Oman,456,"",-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mongolei,457,"",7,4,3,24,-,-,-,-,6,18,598,35,-,-,-,-,6,16,-,-,-,-,-,-,2
Nepal,458,"",2,2,-,-,-,-,-,-,-,-,23,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Staatsangehörigkeit ohne Bezeichnung,459,"",44,44,-,16,-,6,-,-,-,10,300,1,-,6,-,-,-,9,-,-,-,-,-,-,1
Bangladesch,460,"",150,146,4,53,-,3,-,1,32,17,1.045,49,-,3,-,1,31,15,-,-,-,-,1,2,-
Pakistan,461,"",1.010,1.000,10,230,-,16,-,4,85,125,11.485,460,-,7,-,2,84,113,-,9,-,2,1,5,7
Philippinen,462,"",2,2,-,2,-,-,-,-,1,1,16,-,-,-,-,-,1,1,-,-,-,-,-,-,-
China (Taiwan),465,"",4,4,-,-,-,-,-,-,-,-,21,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Korea (Republik),467,"",-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vereinigte arabische Emirate,469,"",1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tadschikistan,470,"",14,9,5,9,-,-,-,-,2,7,389,36,-,-,-,-,2,4,-,-,-,-,-,1,2
Spalte 1,"","",2,3,4,5,6,7,8a,8b,9,10,11,12,14,15,16a,16b,17,18,19,20,21a,21b,22,23,24
Turkmenistan,471,"",29,29,-,5,-,-,-,-,-,5,602,14,-,-,-,-,-,5,-,-,-,-,-,-,-
Saudi Arabien,472,"",2,2,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Syrien, Arabische Republik",475,"",28.462,28.214,248,12.552,60,12.275,2,24,3,188,61.706,1.770,56,11.924,1,9,3,157,4,351,1,15,-,17,14
Thailand,476,"",-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Usbekistan,477,"",-,-,-,1,-,-,-,-,-,1,30,2,-,-,-,-,-,1,-,-,-,-,-,-,-
China,479,"",55,55,-,8,-,1,-,-,7,-,1.046,65,-,1,-,-,7,-,-,-,-,-,-,-,-
Malaysia,482,"",-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sonst. asiat. Staatsangeh.,499,"",505,503,2,329,-,302,-,-,8,19,2.570,160,-,276,-,-,8,18,-,26,-,-,-,-,1
Asien,"","",39.583,39.083,500,15.722,82,13.762,72,118,506,1.182,147.390,7.478,77,13.272,58,85,488,1.063,5,490,14,33,18,53,66
Staatenlos,997,"",688,685,3,238,1,226,-,-,1,10,2.339,71,1,219,-,-,1,9,-,7,-,-,-,1,-
Ungeklärt,998,"",1.183,1.164,19,542,1,494,-,-,34,13,5.415,319,1,442,-,-,33,12,-,52,-,-,1,1,-
ohne Angabe,999,"",2,1,1,1,-,1,-,-,-,-,38,3,-,1,-,-,-,-,-,-,-,-,-,-,-
Unbekannt,"","",1.873,1.850,23,781,2,721,-,-,35,23,7.792,393,2,662,-,-,34,21,-,59,-,-,1,2,-
Herkunftsländer gesamt,"","",54.877,52.730,2.147,31.580,106,15.728,181,187,10.804,4.574,301.092,27.115,101,15.168,163,140,10.470,3.413,5,560,18,47,334,786,375
