Herkunftsland,LS,,ASYLANTRÄGE insgesamt,ASYLANTRÄGE davon Erstanträge,ASYLANTRÄGE davon Folgeanträge,ENTSCHEIDUNGEN über Asylanträge insgesamt,ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Asylanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Asylanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Asylanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Asylanträge sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstanträgen,ANHÄNGIGE VERFAHREN aufgrund von Folgeanträgen,ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Erstanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Erstanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Erstanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Erstanträge formelle Verfahrenserledigungen (z.B. Rücknahmen),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Folgeanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Folgeanträge kein weiteres Verfahren,ENTSCHEIDUNGEN über Folgeanträge formelle Verfahrenserledigungen (z.B. Rücknahmen)
sonst. europ. Staatsangeh.,199,"",0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Algerien,221,"",84,70,14,103,0,3,0,0,62,38,3114,230,0,3,0,0,61,27,0,0,0,0,1,3,8
Angola,223,"",0,0,0,3,0,0,0,0,2,1,164,6,0,0,0,0,2,0,0,0,0,0,0,1,0
Eritrea,224,"",699,689,10,2374,14,2300,9,0,5,46,15877,154,14,2297,9,0,4,46,0,3,0,0,1,0,0
Äthiopien,225,"",212,209,3,54,0,5,5,1,21,22,3407,69,0,5,5,1,20,20,0,0,0,0,1,1,1
Botsuana,227,"",0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,229,"",13,10,3,3,0,0,0,0,2,1,495,14,0,0,0,0,2,1,0,0,0,0,0,0,0
Dschibuti,230,"",0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elfenbeinküste (Cote d Ivoire),231,"",49,48,1,30,0,0,0,0,2,28,412,21,0,0,0,0,2,27,0,0,0,0,0,0,1
Nigeria,232,"",95,92,3,101,0,1,0,6,47,47,8904,199,0,1,0,5,43,45,0,0,0,1,4,2,0
Simbabwe,233,"",0,0,0,1,0,1,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Gabun,236,"",0,0,0,1,0,0,0,0,0,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Gambia,237,"",75,64,11,20,0,0,0,0,3,17,4385,137,0,0,0,0,3,16,0,0,0,0,0,0,1
Ghana,238,"",49,48,1,21,0,0,0,0,5,16,1752,51,0,0,0,0,5,14,0,0,0,0,0,2,0
Mauretanien,239,"",6,6,0,1,0,0,0,0,0,1,104,5,0,0,0,0,0,1,0,0,0,0,0,0,0
Cabo Verde,242,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenia,243,"",13,13,0,11,0,0,0,0,8,3,147,11,0,0,0,0,8,2,0,0,0,0,0,0,1
Komoren,244,"",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kongo,245,"",2,1,1,3,0,0,0,0,3,0,105,6,0,0,0,0,3,0,0,0,0,0,0,0,0
"Kongo, Dem. Republik",246,"",6,4,2,10,0,0,0,1,8,1,452,34,0,0,0,1,8,1,0,0,0,0,0,0,0
Liberia,247,"",7,7,0,5,0,0,0,0,0,5,103,8,0,0,0,0,0,5,0,0,0,0,0,0,0
Libyen,248,"",48,46,2,33,2,13,0,1,9,8,1422,39,2,13,0,0,8,8,0,0,0,1,1,0,0
Mali,251,"",15,14,1,32,0,0,0,1,7,24,798,24,0,0,0,1,7,23,0,0,0,0,0,0,1
Marokko,252,"",232,222,10,89,0,9,0,0,55,25,2137,94,0,9,0,0,55,19,0,0,0,0,0,2,4
Mauritius,253,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mosambik,254,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,255,"",12,11,1,13,0,0,0,0,5,8,158,19,0,0,0,0,5,5,0,0,0,0,0,0,3
Malawi,256,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sambia,257,"",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina-Faso,258,"",9,7,2,18,0,0,0,1,5,12,256,13,0,0,0,1,5,11,0,0,0,0,0,0,1
Guinea-Bissau,259,"",21,20,1,30,0,0,0,1,7,22,429,12,0,0,0,1,7,22,0,0,0,0,0,0,0
Guinea,261,"",23,18,5,28,1,1,0,2,7,17,2160,98,1,1,0,2,6,12,0,0,0,0,1,4,1
Kamerun,262,"",40,38,2,21,0,0,0,0,7,14,1222,52,0,0,0,0,7,14,0,0,0,0,0,0,0
Südafrika,263,"",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ruanda,265,"",2,2,0,3,1,0,0,0,1,1,40,0,1,0,0,0,1,1,0,0,0,0,0,0,0
Namibia,267,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,269,"",12,11,1,28,0,0,0,0,7,21,2077,25,0,0,0,0,7,21,0,0,0,0,0,0,0
Sierra Leone,272,"",3,1,2,22,0,1,0,1,15,5,571,41,0,1,0,1,15,5,0,0,0,0,0,0,0
Somalia,273,"",159,144,15,163,0,28,32,8,20,75,9319,361,0,28,32,5,19,63,0,0,0,3,1,2,10
Äquatorialguinea,274,"",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan (ohne Südsudan),277,"",74,68,6,50,0,2,16,0,8,24,1254,37,0,2,16,0,7,19,0,0,0,0,1,0,5
Südsudan,278,"",7,7,0,1,0,0,0,0,0,1,48,6,0,0,0,0,0,1,0,0,0,0,0,0,0
Tansania,282,"",0,0,0,0,0,0,0,0,0,0,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,283,"",2,2,0,3,0,0,0,0,1,2,383,24,0,0,0,0,1,1,0,0,0,0,0,0,1
Tschad,284,"",8,7,1,11,0,0,0,0,1,10,146,12,0,0,0,0,1,7,0,0,0,0,0,0,3
Tunesien,285,"",20,16,4,32,0,0,0,0,20,12,817,117,0,0,0,0,19,8,0,0,0,0,1,2,2
Uganda,286,"",1,1,0,10,0,1,0,0,5,4,166,8,0,1,0,0,5,4,0,0,0,0,0,0,0
Ägypten,287,"",87,80,7,103,17,22,6,0,46,12,2763,86,17,22,6,0,45,11,0,0,0,0,1,1,0
Zentralafrikanische Republik,289,"",1,0,1,1,0,0,0,0,0,1,57,3,0,0,0,0,0,1,0,0,0,0,0,0,0
Burundi,291,"",2,1,1,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
sonst. afrik. Staatsangeh.,299,"",5,5,0,19,0,0,0,2,17,0,83,10,0,0,0,2,17,0,0,0,0,0,0,0,0
Argentinien,323,"",0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasilien,327,"",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,330,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominikanische Republik,335,"",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,336,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,337,"",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grenada,340,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,345,"",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,346,"",0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Honduras,347,"",5,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanada,348,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolumbien,349,"",0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuba,351,"",5,5,0,11,0,0,0,0,0,11,145,2,0,0,0,0,0,11,0,0,0,0,0,0,0
Mexico,353,"",0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,354,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,355,"",0,0,0,3,0,0,0,0,1,2,23,1,0,0,0,0,1,2,0,0,0,0,0,0,0
Paraguay,359,"",1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,361,"",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,367,"",0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vereinigte Staaten v. Amerika,368,"",1,0,1,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jemen,421,"",19,19,0,13,0,0,10,0,0,3,472,33,0,0,9,0,0,3,0,0,1,0,0,0,0
Armenien,422,"",112,98,14,71,0,2,2,0,30,37,3909,317,0,2,2,0,30,31,0,0,0,0,0,6,0
Afghanistan,423,"",4237,4204,33,590,1,172,49,92,140,136,38014,909,1,163,48,80,138,124,0,9,1,12,2,4,8
Bahrain,424,"",0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aserbaidschan,425,"",110,101,9,30,0,2,0,6,13,9,2618,299,0,2,0,6,13,7,0,0,0,0,0,1,1
Bhutan,426,"",0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,427,"",1,1,0,2,0,0,0,0,0,2,155,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Georgien,430,"",132,108,24,210,0,0,0,1,150,59,3203,411,0,0,0,1,141,34,0,0,0,0,9,21,4
Sri Lanka,431,"",10,6,4,22,0,2,3,2,12,3,888,176,0,2,3,2,12,2,0,0,0,0,0,1,0
Vietnam,432,"",51,46,5,25,0,0,0,0,8,17,984,68,0,0,0,0,6,12,0,0,0,0,2,1,4
Korea (Demokrat. Volksrepubl.),434,"",0,0,0,0,0,0,0,0,0,0,114,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Indien,436,"",98,96,2,123,0,1,0,0,101,21,3460,71,0,1,0,0,101,13,0,0,0,0,0,8,0
Indonesien,437,"",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irak,438,"",4954,4875,79,2155,48,1837,47,9,49,165,22091,1811,48,1748,35,4,40,149,0,89,12,5,9,10,6
"Iran, Islamische Republik",439,"",914,894,20,287,31,134,2,4,49,67,7731,610,31,127,2,3,49,61,0,7,0,1,0,4,2
Israel,441,"",0,0,0,1,0,0,0,0,1,0,49,6,0,0,0,0,1,0,0,0,0,0,0,0,0
Kasachstan,444,"",13,8,5,1,0,0,0,0,0,1,132,29,0,0,0,0,0,1,0,0,0,0,0,0,0
Jordanien,445,"",8,7,1,5,1,2,0,0,1,1,211,29,1,2,0,0,0,1,0,0,0,0,1,0,0
Kambodscha,446,"",0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katar,447,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,448,"",1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laos, Demokratische Volksrepublik",449,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirgisistan,450,"",1,1,0,11,0,4,0,0,4,3,89,19,0,4,0,0,4,2,0,0,0,0,0,1,0
Libanon,451,"",299,282,17,33,0,4,0,3,22,4,1619,205,0,4,0,3,17,4,0,0,0,0,5,0,0
Oman,456,"",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolei,457,"",17,13,4,18,0,1,0,0,1,16,596,36,0,1,0,0,1,13,0,0,0,0,0,0,3
Nepal,458,"",1,1,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Staatsangehörigkeit ohne Bezeichnung,459,"",16,16,0,6,0,6,0,0,0,0,309,1,0,6,0,0,0,0,0,0,0,0,0,0,0
Bangladesch,460,"",75,73,2,45,0,0,0,0,20,25,1154,45,0,0,0,0,18,20,0,0,0,0,2,4,1
Pakistan,461,"",688,673,15,294,1,12,0,3,202,76,13113,470,1,9,0,2,201,61,0,3,0,1,1,11,4
Philippinen,462,"",0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China (Taiwan),465,"",0,0,0,0,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea (Republik),467,"",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vereinigte arabische Emirate,469,"",4,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tadschikistan,470,"",18,17,1,12,0,0,0,0,1,11,402,32,0,0,0,0,1,7,0,0,0,0,0,4,0
Turkmenistan,471,"",29,29,0,2,0,0,0,0,0,2,671,14,0,0,0,0,0,2,0,0,0,0,0,0,0
Saudi Arabien,472,"",3,3,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Syrien, Arabische Republik",475,"",25357,25250,107,25015,72,24781,2,19,9,132,76359,1553,72,24474,2,10,9,126,0,307,0,9,0,1,5
Thailand,476,"",0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Usbekistan,477,"",4,4,0,2,0,1,0,0,0,1,35,2,0,1,0,0,0,1,0,0,0,0,0,0,0
China,479,"",16,14,2,21,0,6,0,0,4,11,1072,60,0,6,0,0,4,1,0,0,0,0,0,10,0
Malaysia,482,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sonst. asiat. Staatsangeh.,499,"",296,294,2,212,0,166,3,2,21,20,2476,143,0,166,3,0,21,13,0,0,0,2,0,7,0
Neuseeland,536,"",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Australien,"","",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staatenlos,997,"",479,476,3,322,0,319,0,0,1,2,2853,66,0,308,0,0,1,1,0,11,0,0,0,1,0
Ungeklärt,998,"",3349,3338,11,614,1,552,1,0,36,24,10589,339,1,532,1,0,36,17,0,20,0,0,0,6,1
ohne Angabe,999,"",0,0,0,0,0,0,0,0,0,0,48,3,0,0,0,0,0,0,0,0,0,0,0,0,0
