Albanien,121,523,317,206,649,-,-,1,6,376,266,1.020,429,-,-,1,6,371,64,-,-,-,-,5,186,16
Bosnien und Herzegowina,122,83,41,42,180,-,-,-,-,97,83,195,158,-,-,-,-,87,24,-,-,-,-,10,57,2
Belgien,124,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bulgarien,125,-,-,-,1,-,-,-,-,1,-,12,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Dänemark u. Färöer,126,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Frankreich,129,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kroatien,130,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Slowenien,131,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Griechenland,134,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Italien,137,-,-,-,-,-,-,-,-,-,-,15,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Lettland,139,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montenegro,140,48,18,30,80,-,-,-,-,26,54,125,43,-,-,-,-,26,4,-,-,-,-,-,48,2
Litauen,142,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Mazedonien,144,409,212,197,589,-,-,-,-,273,316,752,541,-,-,-,-,229,52,-,-,-,-,44,236,28
Moldau (Republik),146,27,19,8,43,-,-,-,-,29,14,52,11,-,-,-,-,29,8,-,-,-,-,-,6,-
Niederlande,148,1,1,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kosovo,150,177,98,79,290,-,-,1,8,179,102,738,310,-,-,1,8,159,35,-,-,-,-,20,58,9
Österreich,151,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Polen,152,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Portugal,153,-,-,-,2,-,-,-,-,-,2,2,-,-,-,-,-,-,2,-,-,-,-,-,-,-
Rumänien,154,-,-,-,3,-,-,-,-,2,1,10,-,-,-,-,-,2,1,-,-,-,-,-,-,-
Slowakische Republik,155,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Russische Föderation,160,503,399,104,1.163,25,27,25,16,593,477,3.289,623,25,27,17,16,528,307,-,-,8,-,65,40,130
Spanien,161,-,-,-,-,-,-,-,-,-,-,21,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Türkei,163,488,454,34,1.208,94,199,9,9,734,163,4.429,453,94,195,9,8,694,133,-,4,-,1,40,16,14
Tschechische Republik,164,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ungarn,165,1,1,-,1,-,-,-,-,-,1,6,2,-,-,-,-,-,1,-,-,-,-,-,-,-
Ukraine,166,141,130,11,337,-,2,5,6,205,119,1.433,110,-,2,5,6,204,106,-,-,-,-,1,8,5
Großbritannien mit Nordirland,168,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Weißrussland,169,36,33,3,53,-,-,2,-,34,17,143,21,-,-,2,-,34,10,-,-,-,-,-,1,6
Serbien,170,284,141,143,467,-,-,-,6,190,271,731,517,-,-,-,5,162,65,-,-,-,1,28,183,23
Britisch abh.Geb.Europa,195,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sonst. europ. Staatsangeh.,199,-,-,-,1,-,-,-,-,1,-,5,2,-,-,-,-,1,-,-,-,-,-,-,-,-
Europa,"",2.722,1.865,857,5.069,119,228,43,51,2.740,1.888,13.011,3.221,119,224,35,49,2.527,814,-,4,8,2,213,839,235
Algerien,221,135,116,19,235,-,2,1,3,118,111,626,104,-,2,1,2,113,81,-,-,-,1,5,21,9
Angola,223,11,11,-,24,-,-,-,7,7,10,140,5,-,-,-,7,7,8,-,-,-,-,-,1,1
Eritrea,224,975,954,21,1.629,68,674,587,51,34,215,5.115,130,68,674,585,43,33,197,-,-,2,8,1,3,15
Äthiopien,225,111,107,4,740,-,83,16,65,519,57,2.138,57,-,80,16,64,515,42,-,3,-,1,4,12,3
Botsuana,227,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Benin,229,10,10,-,29,-,-,1,3,20,5,74,4,-,-,1,3,20,5,-,-,-,-,-,-,-
Dschibuti,230,-,-,-,2,-,-,-,1,1,-,7,-,-,-,-,1,1,-,-,-,-,-,-,-,-
Elfenbeinküste (Cote d Ivoire),231,83,83,-,451,1,12,2,16,157,263,1.076,18,1,12,2,14,155,259,-,-,-,2,2,4,-
Nigeria,232,635,608,27,1.774,-,128,16,156,1.058,416,7.252,468,-,123,16,153,1.042,371,-,5,-,3,16,5,40
Simbabwe,233,13,13,-,77,9,5,-,2,55,6,112,-,9,5,-,2,55,6,-,-,-,-,-,-,-
Gabun,236,-,-,-,2,-,-,-,-,1,1,29,-,-,-,-,-,1,1,-,-,-,-,-,-,-
Gambia,237,171,165,6,852,-,7,3,11,573,258,5.568,235,-,7,3,11,570,244,-,-,-,-,3,5,9
Ghana,238,113,102,11,193,-,1,-,8,142,42,710,26,-,1,-,7,140,35,-,-,-,1,2,6,1
Mauretanien,239,2,2,-,13,-,-,-,-,10,3,39,1,-,-,-,-,9,1,-,-,-,-,1,-,2
Cabo Verde,242,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kenia,243,12,12,-,28,1,-,-,-,19,8,100,5,1,-,-,-,19,7,-,-,-,-,-,1,-
Komoren,244,-,-,-,-,-,-,-,-,-,-,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kongo,245,5,3,2,17,-,-,4,-,4,9,61,5,-,-,4,-,4,8,-,-,-,-,-,1,-
"Kongo, Dem. Republik",246,35,35,-,175,-,12,4,41,101,17,276,31,-,12,4,35,96,5,-,-,-,6,5,6,6
Liberia,247,10,9,1,34,-,1,-,1,-,32,189,9,-,1,-,1,-,32,-,-,-,-,-,-,-
Libyen,248,92,89,3,119,2,9,8,9,44,47,433,23,2,9,8,9,43,42,-,-,-,-,1,1,4
Mali,251,46,44,2,169,-,5,-,7,96,61,442,28,-,5,-,6,94,57,-,-,-,1,2,1,3
Marokko,252,147,117,30,253,-,8,6,6,123,110,610,81,-,8,6,6,118,83,-,-,-,-,5,24,3
Mauritius,253,-,-,-,1,-,-,-,-,1,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-
