Albanien,121,575,309,266,842,-,-,-,3,414,425,862,349,-,-,-,2,392,90,-,-,-,1,22,311,24
Bosnien und Herzegowina,122,93,46,47,201,-,1,1,1,83,115,157,90,-,1,1,-,68,17,-,-,-,1,15,91,7
Belgien,124,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bulgarien,125,-,-,-,7,-,-,-,-,7,-,6,-,-,-,-,-,7,-,-,-,-,-,-,-,-
Dänemark u. Färöer,126,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Frankreich,129,-,-,-,1,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Kroatien,130,-,-,-,1,-,-,-,-,1,-,2,1,-,-,-,-,1,-,-,-,-,-,-,-,-
Slowenien,131,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Griechenland,134,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Italien,137,-,-,-,-,-,-,-,-,-,-,15,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Lettland,139,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montenegro,140,19,11,8,64,-,-,-,-,39,25,88,35,-,-,-,-,37,11,-,-,-,-,2,11,3
Litauen,142,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mazedonien,144,367,199,168,673,-,1,-,2,342,328,633,364,-,1,-,1,287,32,-,-,-,1,55,249,47
Moldau (Republik),146,34,24,10,41,-,1,-,-,27,13,50,10,-,1,-,-,25,3,-,-,-,-,2,10,-
Niederlande,148,-,-,-,1,-,-,-,-,1,-,7,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Kosovo,150,132,69,63,443,-,-,1,5,248,189,569,206,-,-,-,4,221,48,-,-,1,1,27,128,13
Österreich,151,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Polen,152,-,-,-,3,-,-,-,-,3,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-
Portugal,153,1,1,-,1,-,1,-,-,-,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Rumänien,154,-,-,-,2,-,-,-,-,2,-,8,-,-,-,-,-,2,-,-,-,-,-,-,-,-
Slowakische Republik,155,1,1,-,2,-,-,-,-,-,2,1,-,-,-,-,-,-,2,-,-,-,-,-,-,-
Schweiz,158,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Russische Föderation,160,546,403,143,1.270,17,26,43,51,621,512,2.856,646,17,25,38,41,561,418,-,1,5,10,60,23,71
Spanien,161,-,-,-,2,-,-,-,-,2,-,21,-,-,-,-,-,2,-,-,-,-,-,-,-,-
Türkei,163,598,564,34,1.528,117,195,9,15,990,202,3.577,395,116,194,6,13,947,153,1,1,3,2,43,26,23
Tschechische Republik,164,-,-,-,1,-,-,-,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Ungarn,165,-,-,-,-,-,-,-,-,-,-,6,2,-,-,-,-,-,-,-,-,-,-,-,-,-
Ukraine,166,114,97,17,540,-,5,3,17,329,186,1.070,78,-,5,3,17,322,140,-,-,-,-,7,34,12
Großbritannien mit Nordirland,168,-,-,-,7,-,-,-,-,6,1,3,-,-,-,-,-,6,1,-,-,-,-,-,-,-
Weißrussland,169,33,29,4,60,-,2,-,-,21,37,128,20,-,2,-,-,19,32,-,-,-,-,2,-,5
Serbien,170,350,163,187,606,-,-,1,2,290,313,614,405,-,-,-,1,261,39,-,-,1,1,29,247,27
Britisch abh.Geb.Europa,195,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sonst. europ. Staatsangeh.,199,-,-,-,1,-,-,-,-,1,-,3,2,-,-,-,-,1,-,-,-,-,-,-,-,-
Europa,"",2.864,1.917,947,6.297,134,233,58,96,3.428,2.348,10.693,2.604,133,231,48,79,3.164,986,1,2,10,17,264,1.130,232
Algerien,221,154,127,27,265,-,2,7,5,118,133,546,95,-,1,7,5,113,93,-,1,-,-,5,29,11
Angola,223,8,8,-,36,-,1,-,6,12,17,121,4,-,1,-,6,12,16,-,-,-,-,-,-,1
Eritrea,224,742,728,14,1.900,111,804,715,52,23,195,4.052,123,111,798,711,41,23,181,-,6,4,11,-,4,10
Äthiopien,225,100,95,5,804,1,90,16,69,531,97,1.615,43,1,90,16,64,527,62,-,-,-,5,4,17,18
Botsuana,227,-,-,-,2,-,1,-,-,1,-,2,-,-,1,-,-,1,-,-,-,-,-,-,-,-
Benin,229,10,10,-,24,-,-,1,1,15,7,62,3,-,-,1,1,14,7,-,-,-,-,1,-,-
Dschibuti,230,-,-,-,1,-,1,-,-,-,-,4,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Elfenbeinküste (Cote d Ivoire),231,55,51,4,365,-,10,4,19,202,130,778,22,-,10,4,19,202,126,-,-,-,-,-,-,4
Nigeria,232,733,697,36,1.734,4,151,10,191,841,537,6.422,406,4,141,10,158,828,462,-,10,-,33,13,29,46
Simbabwe,233,12,12,-,68,9,14,2,-,38,5,57,-,9,14,2,-,38,5,-,-,-,-,-,-,-
Gabun,236,-,-,-,1,-,-,-,-,-,1,28,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Gambia,237,153,147,6,819,-,11,6,15,521,266,4.961,201,-,11,6,11,510,238,-,-,-,4,11,13,15
Ghana,238,97,84,13,231,-,1,3,14,158,55,588,26,-,1,3,13,157,46,-,-,-,1,1,5,4
Mauretanien,239,16,13,3,8,-,-,-,-,3,5,43,4,-,-,-,-,3,5,-,-,-,-,-,-,-
Cabo Verde,242,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kenia,243,15,15,-,53,-,3,-,-,45,5,65,5,-,3,-,-,45,4,-,-,-,-,-,1,-
Komoren,244,-,-,-,8,-,-,-,-,7,1,11,-,-,-,-,-,7,1,-,-,-,-,-,-,-
Kongo,245,7,7,-,13,-,2,3,-,6,2,50,2,-,1,3,-,6,1,-,1,-,-,-,-,1
"Kongo, Dem. Republik",246,36,33,3,105,1,7,7,15,55,20,226,25,1,7,7,15,50,13,-,-,-,-,5,2,5
Liberia,247,10,10,-,13,-,2,-,-,4,7,183,9,-,2,-,-,4,7,-,-,-,-,-,-,-
Libyen,248,119,110,9,112,1,11,18,3,29,50,428,30,1,11,18,3,28,46,-,-,-,-,1,3,1
Mali,251,50,47,3,162,-,7,2,10,61,82,339,23,-,7,2,10,60,75,-,-,-,-,1,1,6
Marokko,252,199,174,25,306,-,6,7,8,152,133,543,74,-,6,7,6,146,106,-,-,-,2,6,22,5
Mauritius,253,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Mosambik,254,-,-,-,2,-,-,-,-,1,1,12,-,-,-,-,-,1,1,-,-,-,-,-,-,-
Niger,255,9,8,1,16,-,-,-,-,7,9,50,4,-,-,-,-,7,7,-,-,-,-,-,-,2
Sambia,257,2,2,-,1,-,-,-,-,1,-,8,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Burkina-Faso,258,20,17,3,18,-,-,-,-,5,13,62,3,-,-,-,-,5,9,-,-,-,-,-,-,4
Guinea-Bissau,259,25,20,5,41,-,-,-,2,14,25,93,11,-,-,-,1,14,21,-,-,-,1,-,-,4
Guinea,261,291,276,15,683,1,44,11,38,288,301,2.118,74,1,44,11,38,284,290,-,-,-,-,4,5,6
Kamerun,262,94,91,3,254,-,10,7,6,166,65,976,49,-,9,7,6,163,58,-,1,-,-,3,2,5
Südafrika,263,1,1,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ruanda,265,2,2,-,4,1,2,-,-,1,-,112,2,1,2,-,-,1,-,-,-,-,-,-,-,-
Namibia,267,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Senegal,269,32,13,19,91,-,-,-,4,52,35,121,35,-,-,-,3,45,16,-,-,-,1,7,10,9
Sierra Leone,272,65,64,1,303,-,22,1,15,119,146,411,24,-,22,1,15,114,135,-,-,-,-,5,5,6
Somalia,273,634,584,50,1.482,1,313,346,135,193,494,4.759,354,1,311,332,111,187,419,-,2,14,24,6,18,57
Äquatorialguinea,274,-,-,-,3,-,1,-,-,1,1,7,2,-,1,-,-,1,-,-,-,-,-,-,1,-
Sudan (ohne Südsudan),277,103,94,9,299,10,62,52,5,47,123,1.347,74,10,62,50,3,44,114,-,-,2,2,3,3,6
Südsudan,278,5,5,-,16,7,3,2,-,2,2,76,7,7,3,2,-,2,2,-,-,-,-,-,-,-
Tansania,282,11,10,1,31,-,2,-,-,12,17,64,12,-,2,-,-,12,9,-,-,-,-,-,-,8
Togo,283,33,33,-,47,-,1,-,4,22,20,535,27,-,1,-,3,22,19,-,-,-,1,-,-,1
Tschad,284,16,15,1,19,-,-,-,1,7,11,45,9,-,-,-,1,7,10,-,-,-,-,-,-,1
