Herkunftsland,LS,,ASYLANTRÄGE insgesamt,ASYLANTRÄGE davon Erstanträge,ASYLANTRÄGE davon Folgeanträge,ENTSCHEIDUNGEN über Asylanträge insgesamt,ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN über Asylanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Asylanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Asylanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Asylanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Asylanträge sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstanträgen,ANHÄNGIGE VERFAHREN aufgrund von Folgeanträgen,ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Erstanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Erstanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Erstanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Erstanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Erstanträge formelle Verfahrenserledigungen (z.B. Rücknahmen),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN über Folgeanträge Anerkennungen als Flüchtling gem. § 3 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Gewährung von subsidiärem Schutz gem. § 4 I AsylG,ENTSCHEIDUNGEN über Folgeanträge Feststellung eines Abschiebungsverbotes gem. § 60 V/VII AufenthG,ENTSCHEIDUNGEN über Folgeanträge Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN über Folgeanträge kein weiteres Verfahren,ENTSCHEIDUNGEN über Folgeanträge formelle Verfahrenserledigungen (z.B. Rücknahmen)
Portugal,153,"",0,0,0,4,0,0,0,0,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0
Rumänien,154,"",1,1,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Slowakische Republik,155,"",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Schweden,157,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Schweiz,158,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Russische Föderation,160,"",498,387,111,455,0,20,2,7,156,270,7101,1249,0,20,2,5,154,192,0,0,0,2,2,35,43
Spanien,161,"",1,1,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Türkei,163,"",198,167,31,61,0,2,0,0,20,39,3341,490,0,2,0,0,19,30,0,0,0,0,1,5,4
Tschechische Republik,164,"",0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
Ungarn,165,"",0,0,0,1,0,0,0,0,0,1,7,2,0,0,0,0,0,1,0,0,0,0,0,0,0
Ukraine,166,"",344,331,13,194,0,3,0,1,99,91,6432,131,0,3,0,1,99,83,0,0,0,0,0,2,6
Großbritannien mit Nordirland,168,"",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Weißrussland,169,"",25,21,4,8,0,0,0,0,1,7,345,32,0,0,0,0,1,4,0,0,0,0,0,2,1
Serbien,170,"",782,453,329,3406,0,3,0,5,1897,1501,5905,4848,0,3,0,4,1662,359,0,0,0,1,235,895,247
sonst. europ. Staatsangeh.,199,"",0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Algerien,221,"",205,194,11,1263,0,5,0,15,935,308,2309,184,0,5,0,15,922,257,0,0,0,0,13,38,13
Angola,223,"",1,1,0,1,0,0,0,1,0,0,158,5,0,0,0,1,0,0,0,0,0,0,0,0,0
Eritrea,224,"",842,830,12,1665,24,1563,14,2,20,42,12810,154,24,1550,13,2,20,37,0,13,1,0,0,0,5
Äthiopien,225,"",82,74,8,59,0,6,2,6,30,15,3615,75,0,5,2,6,30,14,0,1,0,0,0,1,0
Botsuana,227,"",0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Benin,229,"",22,22,0,14,0,0,0,0,12,2,504,13,0,0,0,0,12,2,0,0,0,0,0,0,0
Dschibuti,230,"",0,0,0,1,0,0,0,0,0,1,20,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Elfenbeinküste (Cote d Ivoire),231,"",44,41,3,31,0,0,0,0,2,29,430,28,0,0,0,0,2,28,0,0,0,0,0,0,1
Nigeria,232,"",461,456,5,126,0,12,0,4,49,61,9456,197,0,10,0,3,49,58,0,2,0,1,0,3,0
Simbabwe,233,"",3,3,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gabun,236,"",1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Gambia,237,"",306,302,4,38,0,2,0,2,7,27,4884,144,0,0,0,2,7,25,0,2,0,0,0,1,1
Ghana,238,"",127,121,6,137,0,1,1,5,99,31,1730,52,0,1,1,5,97,28,0,0,0,0,2,3,0
Mauretanien,239,"",16,14,2,5,0,0,0,0,0,5,129,7,0,0,0,0,0,3,0,0,0,0,0,0,2
Cabo Verde,242,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenia,243,"",8,6,2,10,0,0,0,1,5,4,138,14,0,0,0,1,5,2,0,0,0,0,0,0,2
Komoren,244,"",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kongo,245,"",3,3,0,1,1,0,0,0,0,0,108,6,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kongo, Dem. Republik",246,"",17,11,6,3,0,0,0,0,3,0,435,40,0,0,0,0,3,0,0,0,0,0,0,0,0
Liberia,247,"",9,8,1,2,0,0,0,0,0,2,98,10,0,0,0,0,0,2,0,0,0,0,0,0,0
Libyen,248,"",82,78,4,61,0,8,0,0,30,23,1624,42,0,8,0,0,29,18,0,0,0,0,1,0,5
Mali,251,"",51,49,2,19,0,1,0,0,6,12,809,29,0,1,0,0,5,10,0,0,0,0,1,1,1
Marokko,252,"",188,184,4,850,3,9,0,4,725,109,1675,74,3,9,0,4,715,77,0,0,0,0,10,10,22
Mauritius,253,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mosambik,254,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,255,"",16,11,5,16,0,0,0,1,9,6,139,16,0,0,0,1,8,1,0,0,0,0,1,1,4
Malawi,256,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sambia,257,"",2,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina-Faso,258,"",12,9,3,8,0,0,0,0,3,5,229,16,0,0,0,0,3,2,0,0,0,0,0,0,3
Guinea-Bissau,259,"",33,30,3,20,0,0,0,4,8,8,385,16,0,0,0,4,8,7,0,0,0,0,0,0,1
Guinea,261,"",84,74,10,49,0,6,0,1,31,11,2235,112,0,6,0,1,31,6,0,0,0,0,0,2,3
Kamerun,262,"",79,75,4,15,0,0,0,0,10,5,1350,62,0,0,0,0,9,4,0,0,0,0,1,0,1
Südafrika,263,"",0,0,0,1,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ruanda,265,"",4,4,0,1,1,0,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Namibia,267,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,269,"",71,67,4,184,0,0,0,0,174,10,1638,26,0,0,0,0,174,8,0,0,0,0,0,1,1
Sierra Leone,272,"",26,25,1,4,0,0,0,0,0,4,592,42,0,0,0,0,0,4,0,0,0,0,0,0,0
Somalia,273,"",264,248,16,360,1,66,72,103,53,65,9541,383,1,63,72,90,52,46,0,3,0,13,1,5,14
Äquatorialguinea,274,"",1,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan (ohne Südsudan),277,"",122,122,0,49,0,16,8,0,1,24,1466,38,0,15,8,0,1,23,0,1,0,0,0,0,1
Südsudan,278,"",7,6,1,1,0,0,0,0,0,1,51,7,0,0,0,0,0,1,0,0,0,0,0,0,0
Tansania,282,"",1,1,0,0,0,0,0,0,0,0,81,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,283,"",18,17,1,4,0,0,0,0,0,4,416,26,0,0,0,0,0,4,0,0,0,0,0,0,0
Tschad,284,"",6,4,2,6,0,0,0,0,5,1,150,15,0,0,0,0,5,0,0,0,0,0,0,0,1
Tunesien,285,"",101,95,6,380,0,3,0,0,294,83,657,67,0,3,0,0,284,36,0,0,0,0,10,19,28
Uganda,286,"",16,16,0,5,0,1,0,1,3,0,169,7,0,1,0,1,3,0,0,0,0,0,0,0,0
Ägypten,287,"",87,83,4,115,16,10,3,5,70,11,2629,84,16,10,3,5,70,8,0,0,0,0,0,3,0
Zentralafrikanische Republik,289,"",4,4,0,1,0,1,0,0,0,0,65,3,0,1,0,0,0,0,0,0,0,0,0,0,0
Burundi,291,"",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sonst. afrik. Staatsangeh.,299,"",3,3,0,7,0,0,0,0,7,0,97,12,0,0,0,0,6,0,0,0,0,0,1,0,0
Argentinien,323,"",0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivien,326,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brasilien,327,"",0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belize,330,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dominikanische Republik,335,"",1,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ecuador,336,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
El Salvador,337,"",4,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,345,"",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,346,"",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,347,"",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kanada,348,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolumbien,349,"",1,1,0,4,0,0,0,0,4,0,34,1,0,0,0,0,4,0,0,0,0,0,0,0,0
Kuba,351,"",1,1,0,15,0,0,0,0,0,15,132,2,0,0,0,0,0,15,0,0,0,0,0,0,0
Mexico,353,"",0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nicaragua,354,"",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jamaica,355,"",0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Paraguay,359,"",0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,361,"",0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Venezuela,367,"",1,1,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Vereinigte Staaten v. Amerika,368,"",4,4,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jemen,421,"",17,16,1,13,0,0,10,0,0,3,545,31,0,0,10,0,0,3,0,0,0,0,0,0,0
Armenien,422,"",183,174,9,63,0,0,0,1,23,39,4201,334,0,0,0,1,23,29,0,0,0,0,0,4,6
Afghanistan,423,"",7597,7567,30,716,1,226,48,75,232,134,59212,915,0,209,46,70,228,121,1,17,2,5,4,8,5
Bahrain,424,"",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aserbaidschan,425,"",116,99,17,24,0,0,0,0,11,13,2827,313,0,0,0,0,7,12,0,0,0,0,4,1,0
Bhutan,426,"",0,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0
Myanmar,427,"",8,8,0,0,0,0,0,0,0,0,168,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgien,430,"",210,192,18,215,0,0,0,1,133,81,3203,422,0,0,0,1,128,46,0,0,0,0,5,22,13
Sri Lanka,431,"",31,24,7,25,0,6,2,0,12,5,884,184,0,6,2,0,12,1,0,0,0,0,0,3,1
Vietnam,432,"",14,12,2,53,0,0,0,0,23,30,975,75,0,0,0,0,22,27,0,0,0,0,1,2,1
Korea (Demokrat. Volksrepubl.),434,"",0,0,0,0,0,0,0,0,0,0,120,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Indien,436,"",188,180,8,131,0,0,0,0,103,28,3667,81,0,0,0,0,102,25,0,0,0,0,1,3,0
Indonesien,437,"",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irak,438,"",9053,8982,71,2795,18,2159,110,14,188,306,41741,1610,18,2079,98,13,179,286,0,80,12,1,9,4,16
"Iran, Islamische Republik",439,"",1715,1693,22,277,19,143,1,3,46,65,11639,627,18,136,1,0,41,60,1,7,0,3,5,4,1
Israel,441,"",2,2,0,0,0,0,0,0,0,0,54,6,0,0,0,0,0,0,0,0,0,0,0,0,0
Kasachstan,444,"",7,5,2,1,0,0,0,0,0,1,139,35,0,0,0,0,0,1,0,0,0,0,0,0,0
Jordanien,445,"",13,13,0,3,0,0,0,1,1,1,242,31,0,0,0,0,1,1,0,0,0,1,0,0,0
Kambodscha,446,"",1,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Katar,447,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kuwait,448,"",1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Laos, Demokratische Volksrepublik",449,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kirgisistan,450,"",21,17,4,0,0,0,0,0,0,0,106,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Libanon,451,"",316,304,12,99,0,6,0,4,54,35,2445,241,0,5,0,4,54,27,0,1,0,0,0,3,5
Oman,456,"",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mongolei,457,"",29,28,1,15,0,0,0,0,0,15,608,34,0,0,0,0,0,8,0,0,0,0,0,0,7
Nepal,458,"",5,5,0,1,0,0,0,0,0,1,37,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Staatsangehörigkeit ohne Bezeichnung,459,"",19,19,0,12,0,7,0,0,1,4,340,1,0,7,0,0,1,4,0,0,0,0,0,0,0
Bangladesch,460,"",82,73,9,44,0,5,0,1,25,13,1242,56,0,5,0,1,25,13,0,0,0,0,0,0,0
Pakistan,461,"",1197,1171,26,215,1,17,1,2,140,54,15264,492,1,15,0,1,138,39,0,2,1,1,2,5,10
Philippinen,462,"",5,5,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
China (Taiwan),465,"",1,1,0,0,0,0,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Korea (Republik),467,"",1,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vereinigte arabische Emirate,469,"",0,0,0,1,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Tadschikistan,470,"",56,54,2,1,0,0,0,0,0,1,491,32,0,0,0,0,0,1,0,0,0,0,0,0,0
Turkmenistan,471,"",46,46,0,2,0,0,0,0,0,2,778,14,0,0,0,0,0,2,0,0,0,0,0,0,0
Saudi Arabien,472,"",5,5,0,1,0,0,0,0,0,1,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"Syrien, Arabische Republik",475,"",28068,27878,190,23374,73,22323,534,22,11,411,94588,1311,73,22141,533,21,10,390,0,182,1,1,1,7,14
Thailand,476,"",1,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Usbekistan,477,"",6,6,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0
China,479,"",18,12,6,20,1,2,1,0,13,3,1070,58,1,2,1,0,12,1,0,0,0,0,1,0,2
Malaysia,482,"",1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sonst. asiat. Staatsangeh.,499,"",450,446,4,220,0,188,3,0,8,21,2720,142,0,184,3,0,8,17,0,4,0,0,0,4,0
Australien,523,"",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Staatenlos,997,"",508,504,4,299,0,262,15,6,3,13,3236,61,0,257,15,5,2,11,0,5,0,1,1,0,2
Ungeklärt,998,"",1884,1869,15,791,1,661,27,4,40,58,16946,349,1,639,27,4,40,56,0,22,0,0,0,2,0
ohne Angabe,999,"",7,6,1,4,0,1,0,0,3,0,73,4,0,1,0,0,3,0,0,0,0,0,0,0,0
