Sri Lanka,431,27,25,2,80,-,18,2,-,35,25,1.095,177,-,18,2,-,34,19,-,-,-,-,1,5,1
Vietnam,432,34,29,5,121,-,1,-,2,77,41,135,31,-,1,-,1,71,35,-,-,-,1,6,4,2
Korea (Demokrat. Volksrepubl.),434,1,1,-,-,-,-,-,-,-,-,129,3,-,-,-,-,-,-,-,-,-,-,-,-,-
Indien,436,92,84,8,527,-,3,1,9,401,113,1.264,69,-,3,1,9,401,103,-,-,-,-,-,10,-
Indonesien,437,1,1,-,5,-,-,-,-,5,-,4,-,-,-,-,-,5,-,-,-,-,-,-,-,-
Irak,438,1.476,1.405,71,10.055,26,3.544,2.149,177,3.090,1.069,35.716,1.225,26,3.502,2.123,172,3.050,984,-,42,26,5,40,37,48
"Iran, Islamische Republik",439,763,722,41,3.730,62,1.917,95,31,1.275,350,17.536,601,61,1.912,95,30,1.261,331,1,5,-,1,14,9,10
Israel,441,1,1,-,5,-,-,-,-,2,3,40,6,-,-,-,-,2,3,-,-,-,-,-,-,-
Kasachstan,444,13,12,1,42,-,-,-,-,33,9,99,23,-,-,-,-,30,5,-,-,-,-,3,3,1
Jordanien,445,24,21,3,42,-,7,8,4,12,11,266,28,-,7,7,4,12,11,-,-,1,-,-,-,-
Kambodscha,446,2,2,-,1,-,-,-,-,-,1,14,1,-,-,-,-,-,1,-,-,-,-,-,-,-
Katar,447,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kuwait,448,3,3,-,9,-,-,-,-,9,-,21,-,-,-,-,-,9,-,-,-,-,-,-,-,-
"Laos, Demokratische Volksrepublik",449,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kirgisistan,450,1,1,-,11,5,-,-,5,-,1,200,15,5,-,-,5,-,1,-,-,-,-,-,-,-
Libanon,451,105,96,9,487,1,18,24,16,347,81,2.222,152,1,18,24,14,329,67,-,-,-,2,18,9,5
Oman,456,1,1,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mongolei,457,26,26,-,110,-,-,6,-,54,50,900,25,-,-,5,-,52,45,-,-,1,-,2,-,5
Nepal,458,7,6,1,2,-,-,-,1,1,-,156,2,-,-,-,-,1,-,-,-,-,1,-,-,-
Staatsangehörigkeit ohne Bezeichnung,459,2,2,-,16,-,4,-,-,10,2,329,3,-,4,-,-,10,2,-,-,-,-,-,-,-
Bangladesch,460,44,36,8,295,-,36,2,2,202,53,2.342,82,-,36,2,2,201,48,-,-,-,-,1,5,-
Pakistan,461,372,325,47,3.158,2,56,7,14,2.337,742,10.299,539,2,55,7,12,2.321,682,-,1,-,2,16,28,32
Philippinen,462,-,-,-,5,-,2,-,-,1,2,32,-,-,2,-,-,1,-,-,-,-,-,-,-,2
China (Taiwan),465,-,-,-,1,-,-,-,-,1,-,18,1,-,-,-,-,1,-,-,-,-,-,-,-,-
Korea (Republik),467,-,-,-,2,-,1,-,-,-,1,18,-,-,1,-,-,-,1,-,-,-,-,-,-,-
Vereinigte arabische Emirate,469,1,1,-,5,-,4,-,-,-,1,5,-,-,4,-,-,-,1,-,-,-,-,-,-,-
Tadschikistan,470,115,113,2,182,-,16,5,8,89,64,1.839,52,-,16,5,8,88,62,-,-,-,-,1,1,1
Turkmenistan,471,5,3,2,56,-,-,1,-,26,29,268,12,-,-,1,-,26,29,-,-,-,-,-,-,-
Saudi Arabien,472,2,2,-,3,2,-,-,-,-,1,17,-,2,-,-,-,-,1,-,-,-,-,-,-,-
"Syrien, Arabische Republik",475,3.305,3.220,85,12.751,61,3.919,7.908,53,21,789,39.959,1.028,61,3.881,7.783,35,14,718,-,38,125,18,7,33,38
Thailand,476,-,-,-,3,-,-,-,1,1,1,3,1,-,-,-,1,1,1,-,-,-,-,-,-,-
Usbekistan,477,1,1,-,8,-,2,-,-,4,2,98,3,-,2,-,-,4,2,-,-,-,-,-,-,-
China,479,59,50,9,278,17,25,2,2,175,57,902,44,17,25,2,2,174,51,-,-,-,-,1,5,1
Malaysia,482,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
sonst. asiat. Staatsangeh.,499,29,22,7,214,-,45,38,8,93,30,1.588,84,-,43,38,8,93,22,-,2,-,-,-,2,6
Asien,"",8.890,8.448,442,50.414,220,12.282,11.362,3.714,17.543,5.293,207.230,6.368,219,12.182,11.197,3.666,17.350,4.799,1,100,165,48,193,273,221
Australien,523,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Australien,"",-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Staatenlos,997,88,85,3,439,2,196,141,1,59,40,1.896,55,2,196,141,1,59,38,-,-,-,-,-,2,-
Ungeklärt,998,313,293,20,1.265,6,253,428,17,289,272,7.860,295,6,250,427,14,283,246,-,3,1,3,6,17,9
ohne Angabe,999,3,3,-,6,-,-,-,-,4,2,111,4,-,-,-,-,4,-,-,-,-,-,-,-,2
Unbekannt,"",404,381,23,1.710,8,449,569,18,352,314,9.867,354,8,446,568,15,346,284,-,3,1,3,6,19,11
Herkunftsländer gesamt,"",16.568,14.951,1.617,71.499,300,14.846,13.264,4.527,26.146,12.416,319.026,14.789,299,14.731,13.094,4.430,25.678,10.408,1,115,170,97,468,1.371,637
