Albanien,121,573,327,246,1.318,-,-,6,5,912,395,2.915,648,-,-,6,4,891,159,-,-,-,1,21,212,24
Bosnien und Herzegowina,122,164,68,96,282,-,-,-,4,173,105,478,343,-,-,-,2,162,10,-,-,-,2,11,83,12
Andorra,123,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Belgien,124,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Bulgarien,125,1,1,-,-,-,-,-,-,-,-,14,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Estland,127,-,-,-,1,-,-,-,-,1,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Frankreich,129,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kroatien,130,1,1,-,-,-,-,-,-,-,-,12,3,-,-,-,-,-,-,-,-,-,-,-,-,-
Slowenien,131,-,-,-,-,-,-,-,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Griechenland,134,-,-,-,-,-,-,-,-,-,-,14,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Italien,137,-,-,-,2,-,-,-,-,-,2,18,-,-,-,-,-,-,2,-,-,-,-,-,-,-
Lettland,139,-,-,-,3,-,-,-,-,3,-,3,-,-,-,-,-,2,-,-,-,-,-,1,-,-
Montenegro,140,98,31,67,57,-,2,-,1,31,23,275,117,-,2,-,1,31,3,-,-,-,-,-,14,6
Litauen,142,1,-,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Mazedonien,144,439,192,247,717,-,-,5,3,415,294,1.442,955,-,-,5,-,367,69,-,-,-,3,48,192,33
Moldau (Republik),146,243,235,8,418,-,-,-,-,367,51,213,5,-,-,-,-,367,41,-,-,-,-,-,8,2
Niederlande,148,-,-,-,-,-,-,-,-,-,-,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Kosovo,150,232,89,143,586,-,-,3,3,385,195,1.625,586,-,-,3,3,364,72,-,-,-,-,21,106,17
Polen,152,4,-,4,15,-,-,-,-,10,5,2,-,-,-,-,-,10,1,-,-,-,-,-,4,-
Portugal,153,-,-,-,1,-,-,-,-,-,1,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Rumänien,154,-,-,-,4,-,-,-,-,1,3,9,2,-,-,-,-,1,2,-,-,-,-,-,-,1
Slowakische Republik,155,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Russische Föderation,160,517,396,121,1.819,8,52,24,2,1.097,636,7.138,1.171,8,41,21,2,1.047,534,-,11,3,-,50,41,61
Spanien,161,-,-,-,4,-,-,-,-,-,4,22,-,-,-,-,-,-,4,-,-,-,-,-,-,-
Türkei,163,610,580,30,314,2,12,5,1,169,125,7.160,613,2,12,4,1,161,113,-,-,1,-,8,8,4
Tschechische Republik,164,-,-,-,-,-,-,-,-,-,-,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-
Ungarn,165,-,-,-,-,-,-,-,-,-,-,7,2,-,-,-,-,-,-,-,-,-,-,-,-,-
Ukraine,166,79,66,13,505,-,17,11,13,287,177,4.151,119,-,17,11,13,285,166,-,-,-,-,2,2,9
Großbritannien mit Nordirland,168,-,-,-,1,-,-,-,-,-,1,6,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Weißrussland,169,26,24,2,71,-,3,-,-,36,32,358,26,-,3,-,-,35,24,-,-,-,-,1,2,6
Serbien,170,555,225,330,1.023,-,-,-,1,536,486,1.753,1.302,-,-,-,1,471,108,-,-,-,-,65,329,49
sonst. europ. Staatsangeh.,199,1,1,-,1,-,-,-,-,-,1,6,2,-,-,-,-,-,-,-,-,-,-,-,1,-
Europa,"",3.544,2.236,1.308,7.143,10,86,54,33,4.423,2.537,27.643,5.905,10,75,50,27,4.195,1.311,-,11,4,6,228,1.002,224
Algerien,221,243,218,25,407,-,4,4,5,196,198,1.495,158,-,4,4,5,194,178,-,-,-,-,2,10,10
Angola,223,43,42,1,24,-,1,5,8,9,1,271,7,-,1,5,8,9,1,-,-,-,-,-,-,-
