Albanien,121,575,368,207,908,-,2,-,4,514,388,663,241,-,2,-,4,483,94,-,-,-,-,31,247,47
Bosnien und Herzegowina,122,89,46,43,155,-,-,-,2,80,73,137,64,-,-,-,2,65,16,-,-,-,-,15,54,3
Belgien,124,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Bulgarien,125,-,-,-,1,-,-,-,-,1,-,5,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Dänemark u. Färöer,126,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kroatien,130,1,1,-,1,-,-,-,-,1,-,2,1,-,-,-,-,1,-,-,-,-,-,-,-,-
Slowenien,131,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Griechenland,134,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Italien,137,-,-,-,4,-,-,-,-,4,-,15,-,-,-,-,-,4,-,-,-,-,-,-,-,-
Lettland,139,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montenegro,140,49,14,35,90,-,-,1,-,48,41,51,40,-,-,-,-,46,10,-,-,1,-,2,26,5
Litauen,142,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Mazedonien,144,292,175,117,586,-,5,1,4,364,212,459,264,-,5,-,3,309,35,-,-,1,1,55,155,22
Moldau (Republik),146,80,61,19,88,-,-,2,1,69,16,51,5,-,-,2,1,58,3,-,-,-,-,11,13,-
Niederlande,148,1,1,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kosovo,150,183,82,101,393,-,-,-,22,248,123,432,190,-,-,-,16,225,23,-,-,-,6,23,89,11
Österreich,151,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Portugal,153,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rumänien,154,1,1,-,6,-,-,-,-,2,4,4,-,-,-,-,-,2,4,-,-,-,-,-,-,-
Slowakische Republik,155,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Schweiz,158,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Russische Föderation,160,635,498,137,1.333,23,68,21,19,691,511,2.558,614,23,66,13,14,646,324,-,2,8,5,45,40,147
Spanien,161,-,-,-,6,-,-,-,-,6,-,17,-,-,-,-,-,6,-,-,-,-,-,-,-,-
Türkei,163,877,829,48,1.169,109,161,17,21,641,220,3.363,350,109,158,17,16,596,176,-,3,-,5,45,27,17
Tschechische Republik,164,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ungarn,165,1,-,1,2,-,1,-,-,-,1,5,2,-,1,-,-,-,-,-,-,-,-,-,-,1
Ukraine,166,101,64,37,488,-,12,1,16,332,127,730,73,-,12,1,16,315,97,-,-,-,-,17,8,22
Großbritannien mit Nordirland,168,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Weißrussland,169,39,34,5,42,-,4,2,-,14,22,123,25,-,4,2,-,14,19,-,-,-,-,-,-,3
Serbien,170,319,141,178,544,-,-,-,3,281,260,485,322,-,-,-,2,243,33,-,-,-,1,38,215,12
Britisch abh.Geb.Europa,195,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
sonst. europ. Staatsangeh.,199,-,-,-,1,-,-,-,-,-,1,2,2,-,-,-,-,-,1,-,-,-,-,-,-,-
Europa,"",3.243,2.315,928,5.819,132,253,45,92,3.298,1.999,9.131,2.193,132,248,35,74,3.016,835,-,5,10,18,282,874,290
Algerien,221,178,147,31,291,1,4,10,5,133,138,475,92,1,4,10,4,126,104,-,-,-,1,7,24,10
Angola,223,21,21,-,42,-,1,-,7,10,24,106,4,-,1,-,7,10,24,-,-,-,-,-,-,-
Eritrea,224,442,414,28,1.655,65,677,616,62,36,199,2.975,110,64,664,613,45,36,162,1,13,3,17,-,6,31
Äthiopien,225,124,113,11,684,1,93,7,52,438,93,1.233,32,1,87,7,48,433,65,-,6,-,4,5,10,18
