YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraegen,ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2019-01,Jemen,421,96,87,9,109,0,23,60,0,0,26,327,5,0,17,58,0,0,22,0,6,2,0,0,0,4
2019-02,Jemen,421,111,111,0,124,7,19,83,2,1,12,333,4,7,19,83,2,1,11,0,0,0,0,0,0,1
2019-03,Jemen,421,150,149,1,85,0,4,53,5,6,17,408,3,0,4,52,3,6,17,0,0,1,2,0,0,0
2019-04,Jemen,421,112,111,1,104,0,12,67,0,1,24,431,2,0,12,67,0,1,23,0,0,0,0,0,0,1
2019-05,Jemen,421,49,48,1,89,0,14,53,1,0,21,398,1,0,14,52,0,0,21,0,0,1,1,0,0,0
2019-06,Jemen,421,29,29,0,74,1,1,63,0,0,9,365,2,1,1,54,0,0,9,0,0,9,0,0,0,0
2019-07,Jemen,421,59,58,1,76,0,7,41,0,4,24,355,3,0,7,41,0,4,23,0,0,0,0,0,0,1
2019-08,Jemen,421,50,49,1,86,5,5,67,0,0,9,338,2,5,5,67,0,0,7,0,0,0,0,0,0,2
2019-09,Jemen,421,57,55,2,63,0,2,39,3,0,19,342,4,0,2,39,0,0,18,0,0,0,3,0,0,1
2019-10,Jemen,421,52,51,1,35,0,3,28,1,0,3,365,2,0,3,27,0,0,2,0,0,1,1,0,1,0
2019-11,Jemen,421,33,33,0,66,0,2,38,2,5,19,346,2,0,2,35,2,5,19,0,0,3,0,0,0,0
2019-12,Jemen,421,56,53,3,47,0,1,33,0,1,12,361,4,0,1,28,0,1,12,0,0,5,0,0,0,0
2020-01,Jemen,421,72,72,0,64,2,9,40,2,2,9,391,4,2,9,40,0,2,8,0,0,0,2,0,1,0
2020-02,Jemen,421,61,58,3,60,0,4,35,4,10,7,399,7,0,4,35,2,10,7,0,0,0,2,0,0,0
2020-03,Jemen,421,30,30,0,65,1,8,40,2,7,7,372,4,1,8,40,1,7,4,0,0,0,1,0,1,2
2020-04,Jemen,421,41,38,3,28,1,2,16,0,7,2,391,4,1,2,16,0,7,0,0,0,0,0,0,2,0
2020-05,Jemen,421,19,19,0,72,2,0,38,0,22,10,352,2,2,0,38,0,21,9,0,0,0,0,1,0,1
2020-06,Jemen,421,28,28,0,39,2,2,15,2,13,5,348,4,2,2,15,2,13,5,0,0,0,0,0,0,0
2020-07,Jemen,421,29,28,1,60,4,4,27,1,12,12,320,6,4,4,27,1,12,12,0,0,0,0,0,0,0
2020-08,Jemen,421,26,26,0,41,1,0,21,2,11,6,316,5,1,0,21,2,11,5,0,0,0,0,0,1,0
2020-09,Jemen,421,34,33,1,40,2,10,15,2,7,4,318,5,2,10,15,1,7,2,0,0,0,1,0,1,1
2020-10,Jemen,421,16,16,0,47,0,10,10,6,15,6,288,4,0,10,10,6,15,4,0,0,0,0,0,1,1
2020-11,Jemen,421,47,47,0,41,3,1,19,7,6,5,301,4,3,1,19,7,6,5,0,0,0,0,0,0,0
2020-12,Jemen,421,28,26,2,41,5,6,18,1,9,2,293,5,5,6,18,1,9,1,0,0,0,0,0,1,0
