YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201706,Albanien,649,376,266,1.82768,1.07858
201706,Bosnien und Herzegowina,180,97,83,0,0
201706,Belgien,0,0,0,nd,nd
201706,Bulgarien,1,1,0,nd,nd
201706,Dänemark u. Färöer,0,0,0,nd,nd
201706,Frankreich,0,0,0,nd,nd
201706,Kroatien,0,0,0,nd,nd
201706,Slowenien,0,0,0,nd,nd
201706,Griechenland,1,0,1,nd,nd
201706,Italien,0,0,0,nd,nd
201706,Lettland,0,0,0,nd,nd
201706,Montenegro,80,26,54,0,0
201706,Litauen,1,0,1,nd,nd
201706,Mazedonien,589,273,316,0,0
201706,Moldau (Republik),43,29,14,0,0
201706,Niederlande,0,0,0,nd,nd
201706,Kosovo,290,179,102,4.78723,3.10345
201706,Österreich,0,0,0,nd,nd
201706,Polen,0,0,0,nd,nd
201706,Portugal,2,0,2,nd,nd
201706,Rumänien,3,2,1,0,0
201706,Slowakische Republik,0,0,0,nd,nd
201706,Russische Föderation,1163,593,477,13.5569,7.99656
201706,Spanien,0,0,0,nd,nd
201706,Türkei,1208,734,163,29.7608,25.745
201706,Tschechische Republik,0,0,0,nd,nd
201706,Ungarn,1,0,1,nd,nd
201706,Ukraine,337,205,119,5.9633,3.85757
201706,Großbritannien mit Nordirland,0,0,0,nd,nd
201706,Weißrussland,53,34,17,5.55556,3.77358
201706,Serbien,467,190,271,3.06122,1.2848
201706,Britisch abh.Geb.Europa,0,0,0,nd,nd
201706,sonst. europ. Staatsangeh.,1,1,0,nd,nd
201706,Algerien,235,118,111,4.83871,2.55319
201706,Angola,24,7,10,50,29.1667
201706,Eritrea,1629,34,215,97.5955,84.7145
201706,Äthiopien,740,519,57,24.0117,22.1622
201706,Botsuana,0,0,0,nd,nd
201706,Benin,29,20,5,16.6667,13.7931
201706,Dschibuti,2,1,0,nd,nd
201706,Elfenbeinküste (Cote d Ivoire),451,157,263,16.4894,6.87361
201706,Nigeria,1774,1058,416,22.0913,16.9109
201706,Simbabwe,77,55,6,22.5352,20.7792
201706,Gabun,2,1,1,0,0
201706,Gambia,852,573,258,3.53535,2.46479
201706,Ghana,193,142,42,5.96026,4.66321
201706,Mauretanien,13,10,3,0,0
201706,Cabo Verde,0,0,0,nd,nd
201706,Kenia,28,19,8,5,3.57143
201706,Komoren,0,0,0,nd,nd
201706,Kongo,17,4,9,50,23.5294
201706,"Kongo, Dem. Republik",175,101,17,36.0759,32.5714
201706,Liberia,34,0,32,100,5.88235
201706,Libyen,119,44,47,38.8889,23.5294
201706,Mali,169,96,61,11.1111,7.10059
201706,Marokko,253,123,110,13.986,7.90514
201706,Mauritius,1,1,0,nd,nd
201706,Mosambik,0,0,0,nd,nd
201706,Niger,16,8,8,0,0
201706,Sambia,1,1,0,nd,nd
201706,Burkina-Faso,17,10,6,9.09091,5.88235
201706,Guinea-Bissau,50,28,19,9.67742,6
