YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201511,Libanon,49,26,16,21.2121,14.2857
201511,Oman,0,0,0,nd,nd
201511,Mongolei,18,13,5,0,0
201511,Nepal,0,0,0,nd,nd
201511,Staatsangehörigkeit ohne Bezeichnung,5,2,2,33.3333,20
201511,Bangladesch,73,48,20,9.43396,6.84932
201511,Pakistan,207,94,104,8.73786,4.34783
201511,Philippinen,0,0,0,nd,nd
201511,China (Taiwan),0,0,0,nd,nd
201511,Korea (Republik),0,0,0,nd,nd
201511,Vereinigte arabische Emirate,0,0,0,nd,nd
201511,Tadschikistan,18,3,15,0,0
201511,Turkmenistan,0,0,0,nd,nd
201511,Saudi Arabien,0,0,0,nd,nd
201511,"Syrien, Arabische Republik",19461,4,164,99.9793,99.1367
201511,Thailand,0,0,0,nd,nd
201511,Usbekistan,1,0,0,nd,nd
201511,China,30,25,3,7.40741,6.66667
201511,Malaysia,0,0,0,nd,nd
201511,sonst. asiat. Staatsangeh.,262,20,10,92.0635,88.5496
201511,Staatenlos,231,2,3,99.1228,97.8355
201511,Ungeklärt,296,20,21,92.7273,86.1486
201511,ohne Angabe,0,0,0,nd,nd
