YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201506,Albanien,2164,1889,267,0.421719,0.369686
201506,Bosnien und Herzegowina,490,199,291,0,0
201506,Belgien,0,0,0,nd,nd
201506,Bulgarien,6,0,6,nd,nd
201506,Estland,1,1,0,nd,nd
201506,Kroatien,1,0,1,nd,nd
201506,Slowenien,0,0,0,nd,nd
201506,Griechenland,0,0,0,nd,nd
201506,Italien,1,1,0,nd,nd
201506,Lettland,0,0,0,nd,nd
201506,Montenegro,248,198,50,0,0
201506,Litauen,0,0,0,nd,nd
201506,Mazedonien,768,524,244,0,0
201506,Moldau (Republik),7,5,2,0,0
201506,Niederlande,0,0,0,nd,nd
201506,Kosovo,2204,1883,306,0.790306,0.680581
201506,Polen,0,0,0,nd,nd
201506,Portugal,0,0,0,nd,nd
201506,Rumänien,1,0,1,nd,nd
201506,Slowakische Republik,0,0,0,nd,nd
201506,Schweden,0,0,0,nd,nd
201506,Schweiz,0,0,0,nd,nd
201506,Russische Föderation,476,98,310,40.9639,14.2857
201506,Spanien,0,0,0,nd,nd
201506,Türkei,94,19,66,32.1429,9.57447
201506,Tschechische Republik,0,0,0,nd,nd
201506,Ungarn,3,0,3,nd,nd
201506,Ukraine,49,1,44,80,8.16327
201506,Großbritannien mit Nordirland,1,1,0,nd,nd
201506,Weißrußland,12,0,11,100,8.33333
201506,Serbien,1888,1161,721,0.514139,0.317797
201506,sonst. europ. Staatsangeh.,0,0,0,nd,nd
201506,Algerien,101,20,81,0,0
201506,Angola,9,1,4,80,44.4444
201506,Eritrea,524,3,95,99.3007,81.2977
201506,Äthiopien,43,1,37,83.3333,11.6279
201506,Botsuana,3,3,0,nd,nd
201506,Benin,9,1,8,0,0
201506,Dschibuti,0,0,0,nd,nd
201506,Elfenbeinküste (Cote d Ivoire),35,2,33,0,0
201506,Nigeria,148,17,127,19.0476,2.7027
201506,Simbabwe,1,0,1,nd,nd
201506,Gabun,0,0,0,nd,nd
201506,Gambia,61,9,52,0,0
201506,Ghana,86,19,67,0,0
201506,Mauretanien,5,0,5,nd,nd
201506,Kenia,22,11,11,0,0
201506,Komoren,0,0,0,nd,nd
201506,Kongo,0,0,0,nd,nd
201506,"Kongo, Dem. Republik",24,11,10,21.4286,12.5
201506,Liberia,4,0,4,nd,nd
201506,Libyen,15,3,7,62.5,33.3333
201506,Mali,47,5,37,50,10.6383
201506,Marokko,70,27,40,10,4.28571
201506,Mosambik,0,0,0,nd,nd
201506,Niger,10,0,10,nd,nd
201506,Malawi,0,0,0,nd,nd
201506,Sambia,0,0,0,nd,nd
201506,Burkina-Faso,13,0,13,nd,nd
201506,Guinea-Bissau,29,4,25,0,0
201506,Guinea,32,3,24,62.5,15.625
201506,Kamerun,70,4,64,33.3333,2.85714
201506,Südafrika,1,0,1,nd,nd
