YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201601,Albanien,5693,4838,840,0.309087,0.263481
201601,Bosnien und Herzegowina,921,559,356,1.06195,0.651466
201601,Belgien,0,0,0,nd,nd
201601,Bulgarien,8,8,0,nd,nd
201601,Estland,1,1,0,nd,nd
201601,Frankreich,0,0,0,nd,nd
201601,Kroatien,2,0,2,nd,nd
201601,Slowenien,0,0,0,nd,nd
201601,Griechenland,0,0,0,nd,nd
201601,Italien,0,0,0,nd,nd
201601,Lettland,0,0,0,nd,nd
201601,Montenegro,696,619,77,0,0
201601,Litauen,0,0,0,nd,nd
201601,Mazedonien,1521,1217,299,0.409165,0.328731
201601,Moldau (Republik),1,0,0,nd,nd
201601,Niederlande,0,0,0,nd,nd
201601,Kosovo,2337,2045,289,0.146484,0.12837
201601,Polen,1,0,1,nd,nd
201601,Portugal,0,0,0,nd,nd
201601,Rumänien,2,0,2,nd,nd
201601,Slowakische Republik,0,0,0,nd,nd
201601,Schweden,0,0,0,nd,nd
201601,Schweiz,0,0,0,nd,nd
201601,Russische Föderation,411,162,228,11.4754,5.10949
201601,Spanien,2,2,0,nd,nd
201601,Türkei,107,54,44,14.2857,8.41121
201601,Tschechische Republik,0,0,0,nd,nd
201601,Ungarn,0,0,0,nd,nd
201601,Ukraine,60,6,51,33.3333,5
201601,Großbritannien mit Nordirland,0,0,0,nd,nd
201601,Weißrußland,6,0,6,nd,nd
201601,Serbien,2976,2203,770,0.135993,0.100806
201601,Zypern,2,2,0,nd,nd
201601,sonst. europ. Staatsangeh.,0,0,0,nd,nd
201601,Algerien,86,59,27,0,0
201601,Angola,13,3,8,40,15.3846
201601,Eritrea,1934,6,38,99.6835,97.7249
201601,Äthiopien,42,13,21,38.0952,19.0476
201601,Botsuana,0,0,0,nd,nd
201601,Benin,5,3,2,0,0
201601,Dschibuti,1,0,1,nd,nd
201601,Elfenbeinküste (Cote d Ivoire),31,3,27,25,3.22581
201601,Nigeria,194,81,100,13.8298,6.70103
201601,Simbabwe,0,0,0,nd,nd
201601,Gabun,1,1,0,nd,nd
201601,Gambia,62,10,49,23.0769,4.83871
201601,Ghana,48,32,15,3.0303,2.08333
201601,Mauretanien,4,1,3,0,0
201601,Cabo Verde,0,0,0,nd,nd
201601,Kenia,11,8,3,0,0
201601,Komoren,0,0,0,nd,nd
201601,Kongo,3,1,2,0,0
201601,"Kongo, Dem. Republik",19,15,2,11.7647,10.5263
201601,Liberia,4,0,3,100,25
201601,Libyen,19,7,7,41.6667,26.3158
201601,Mali,36,6,29,14.2857,2.77778
201601,Marokko,70,34,33,8.10811,4.28571
201601,Mauritius,0,0,0,nd,nd
201601,Mosambik,0,0,0,nd,nd
201601,Niger,7,1,5,50,14.2857
201601,Malawi,0,0,0,nd,nd
201601,Sambia,0,0,0,nd,nd
201601,Burkina-Faso,11,3,8,0,0
201601,Guinea-Bissau,15,0,15,nd,nd
201601,Guinea,42,16,17,36,21.4286
201601,Kamerun,40,21,19,0,0
201601,Südafrika,0,0,0,nd,nd
201601,Ruanda,3,1,2,0,0
201601,Namibia,0,0,0,nd,nd
201601,Senegal,128,101,27,0,0
201601,Sierra Leone,16,10,5,9.09091,6.25
201601,Somalia,146,21,58,76.1364,45.8904
201601,Äquatorialguinea,0,0,0,nd,nd
201601,Sudan (ohne Südsudan),34,1,18,93.75,44.1176
201601,Südsudan,3,0,3,nd,nd
201601,Tansania,1,0,1,nd,nd
201601,Togo,1,0,1,nd,nd
201601,Tschad,15,4,11,0,0
201601,Tunesien,36,23,13,0,0
201601,Uganda,12,3,4,62.5,41.6667
201601,Ägypten,120,61,20,39,32.5
201601,Zentralafrikanische Republik,0,0,0,nd,nd
201601,Burundi,1,0,1,nd,nd
201601,sonst. afrik. Staatsangeh.,13,10,1,16.6667,15.3846
201601,Argentinien,1,0,0,nd,nd
201601,Brasilien,0,0,0,nd,nd
201601,Belize,0,0,0,nd,nd
201601,Dominikanische Republik,0,0,0,nd,nd
201601,Ecuador,1,1,0,nd,nd
201601,El Salvador,0,0,0,nd,nd
201601,Grenada,1,1,0,nd,nd
201601,Guatemala,0,0,0,nd,nd
201601,Haiti,1,0,0,nd,nd
201601,Honduras,0,0,0,nd,nd
201601,Kanada,0,0,0,nd,nd
201601,Kolumbien,0,0,0,nd,nd
201601,Kuba,1,0,1,nd,nd
201601,Mexico,0,0,0,nd,nd
201601,Nicaragua,0,0,0,nd,nd
201601,Jamaica,0,0,0,nd,nd
201601,Paraguay,0,0,0,nd,nd
201601,Peru,0,0,0,nd,nd
201601,Venezuela,0,0,0,nd,nd
201601,Vereinigte Staaten v. Amerika,2,1,1,0,0
201601,Jemen,7,0,3,100,57.1429
201601,Armenien,101,46,45,17.8571,9.90099
201601,Afghanistan,699,149,220,68.8935,47.2103
201601,Bahrain,0,0,0,nd,nd
201601,Aserbaidschan,28,14,11,17.6471,10.7143
201601,Bhutan,0,0,0,nd,nd
201601,Myanmar,2,0,0,nd,nd
201601,Georgien,139,86,50,3.37079,2.15827
201601,Sri Lanka,36,14,3,57.5758,52.7778
201601,Vietnam,30,9,18,25,10
201601,Korea (Demokrat. Volksrepubl.),2,0,2,nd,nd
201601,Indien,76,65,10,1.51515,1.31579
201601,Indonesien,0,0,0,nd,nd
201601,Irak,1994,57,183,96.8526,87.9639
201601,"Iran, Islamische Republik",251,55,58,71.5026,54.9801
201601,Israel,0,0,0,nd,nd
201601,Kasachstan,0,0,0,nd,nd
201601,Jordanien,4,1,2,50,25
201601,Kambodscha,0,0,0,nd,nd
201601,Katar,0,0,0,nd,nd
201601,Kuwait,0,0,0,nd,nd
201601,"Laos, Demokratische Volksrepublik",0,0,0,nd,nd
201601,Kirgisistan,6,3,2,25,16.6667
201601,Libanon,54,30,15,23.0769,16.6667
201601,Oman,0,0,0,nd,nd
201601,Mongolei,21,4,13,50,19.0476
201601,Nepal,0,0,0,nd,nd
201601,Staatsangehörigkeit ohne Bezeichnung,8,0,5,100,37.5
201601,Bangladesch,51,28,20,9.67742,5.88235
201601,Pakistan,334,242,77,5.83658,4.49102
201601,Philippinen,1,1,0,nd,nd
201601,China (Taiwan),0,0,0,nd,nd
201601,Korea (Republik),0,0,0,nd,nd
201601,Vereinigte arabische Emirate,0,0,0,nd,nd
201601,Tadschikistan,15,9,6,0,0
201601,Turkmenistan,8,6,1,14.2857,12.5
201601,Saudi Arabien,0,0,0,nd,nd
201601,"Syrien, Arabische Republik",25265,2,225,99.992,99.1015
201601,Thailand,0,0,0,nd,nd
201601,Usbekistan,1,0,1,nd,nd
201601,China,25,17,7,5.55556,4
201601,Malaysia,0,0,0,nd,nd
201601,sonst. asiat. Staatsangeh.,232,34,17,84.186,78.0172
201601,Australien,0,0,0,nd,nd
201601,Staatenlos,436,7,3,98.3834,97.7064
201601,Ungeklärt,1574,18,23,98.8395,97.3952
201601,ohne Angabe,3,0,0,nd,nd
