YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201503,Albanien,361,235,122,1.67364,1.10803
201503,Bosnien und Herzegowina,595,306,287,0.649351,0.336134
201503,Belgien,1,0,1,nd,nd
201503,Bulgarien,4,0,4,nd,nd
201503,Estland,0,0,0,nd,nd
201503,Frankreich,0,0,0,nd,nd
201503,Kroatien,1,1,0,nd,nd
201503,Slowenien,0,0,0,nd,nd
201503,Griechenland,0,0,0,nd,nd
201503,Italien,0,0,0,nd,nd
201503,Lettland,0,0,0,nd,nd
201503,Montenegro,100,67,33,0,0
201503,Litauen,0,0,0,nd,nd
201503,Mazedonien,597,391,204,0.508906,0.335008
201503,Moldau (Republik),3,0,3,nd,nd
201503,Niederlande,0,0,0,nd,nd
201503,Kosovo,8401,7709,682,0.12955,0.119033
201503,Polen,0,0,0,nd,nd
201503,Portugal,0,0,0,nd,nd
201503,Rumänien,0,0,0,nd,nd
201503,Slowakische Republik,0,0,0,nd,nd
201503,Schweden,0,0,0,nd,nd
201503,Schweiz,0,0,0,nd,nd
201503,Russische Föderation,415,110,268,25.1701,8.91566
201503,Spanien,0,0,0,nd,nd
201503,Türkei,87,31,42,31.1111,16.092
201503,Tschechische Republik,0,0,0,nd,nd
201503,Ungarn,1,0,1,nd,nd
201503,Ukraine,104,0,101,100,2.88462
201503,Großbritannien mit Nordirland,1,0,1,nd,nd
201503,Weißrußland,2,0,2,nd,nd
201503,Serbien,2177,1365,809,0.219298,0.137804
201503,Zypern,1,1,0,nd,nd
201503,sonst. europ. Staatsangeh.,7,4,3,0,0
201503,Algerien,75,22,53,0,0
201503,Angola,5,1,2,66.6667,40
201503,Eritrea,359,5,107,98.0159,68.8022
201503,Äthiopien,23,2,15,75,26.087
201503,Botsuana,0,0,0,nd,nd
201503,Benin,12,4,8,0,0
201503,Dschibuti,0,0,0,nd,nd
201503,Elfenbeinküste (Cote d Ivoire),16,4,12,0,0
201503,Nigeria,107,7,81,73.0769,17.757
201503,Simbabwe,1,1,0,nd,nd
201503,Gabun,0,0,0,nd,nd
201503,Gambia,59,4,54,20,1.69492
201503,Ghana,36,12,23,7.69231,2.77778
201503,Mauretanien,10,0,10,nd,nd
201503,Kenia,11,5,6,0,0
201503,Komoren,0,0,0,nd,nd
201503,Kongo,0,0,0,nd,nd
201503,"Kongo, Dem. Republik",6,3,2,25,16.6667
201503,Liberia,2,0,2,nd,nd
201503,Libyen,39,1,28,90.9091,25.641
201503,Mali,31,10,21,0,0
201503,Marokko,60,19,39,9.52381,3.33333
