YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201503,Mauritius,2,0,0,nd,nd
201503,Mosambik,0,0,0,nd,nd
201503,Niger,8,2,6,0,0
201503,Malawi,0,0,0,nd,nd
201503,Sambia,0,0,0,nd,nd
201503,Burkina-Faso,21,9,12,0,0
201503,Guinea-Bissau,23,0,23,nd,nd
201503,Guinea,24,1,16,87.5,29.1667
201503,Kamerun,47,9,35,25,6.38298
201503,Südafrika,1,1,0,nd,nd
201503,Ruanda,0,0,0,nd,nd
201503,Namibia,0,0,0,nd,nd
201503,Senegal,22,0,22,nd,nd
201503,Sierra Leone,6,0,6,nd,nd
201503,Somalia,188,19,108,76.25,32.4468
201503,Äquatorialguinea,0,0,0,nd,nd
201503,Sudan (ohne Südsudan),36,9,14,59.0909,36.1111
201503,Südsudan,1,0,1,nd,nd
201503,Swasiland,0,0,0,nd,nd
201503,Tansania,0,0,0,nd,nd
201503,Togo,10,2,8,0,0
201503,Tschad,22,8,13,11.1111,4.54545
201503,Tunesien,56,20,36,0,0
201503,Uganda,0,0,0,nd,nd
201503,Ägypten,63,8,46,52.9412,14.2857
201503,Zentralafrikanische Republik,0,0,0,nd,nd
201503,Burundi,0,0,0,nd,nd
201503,sonst. afrik. Staatsangeh.,4,0,2,100,50
201503,Argentinien,0,0,0,nd,nd
201503,Brasilien,0,0,0,nd,nd
201503,Chile,2,1,1,0,0
201503,Dominikanische Republik,0,0,0,nd,nd
201503,Ecuador,0,0,0,nd,nd
201503,El Salvador,0,0,0,nd,nd
201503,Guatemala,0,0,0,nd,nd
201503,Honduras,1,0,1,nd,nd
201503,Kolumbien,3,0,3,nd,nd
201503,Kuba,2,0,2,nd,nd
201503,Mexico,0,0,0,nd,nd
201503,Nicaragua,0,0,0,nd,nd
201503,Jamaica,2,1,1,0,0
201503,Paraguay,0,0,0,nd,nd
201503,Peru,0,0,0,nd,nd
201503,Suriname,1,0,1,nd,nd
201503,Venezuela,0,0,0,nd,nd
201503,Vereinigte Staaten v. Amerika,2,1,0,nd,nd
201503,Trinidad und Tobago,0,0,0,nd,nd
201503,Jemen,10,0,10,nd,nd
201503,Armenien,82,16,58,33.3333,9.7561
201503,Afghanistan,582,72,250,78.3133,44.6735
201503,Bahrain,0,0,0,nd,nd
201503,Aserbaidschan,31,15,13,16.6667,9.67742
201503,Bhutan,0,0,0,nd,nd
201503,Myanmar,0,0,0,nd,nd
201503,Georgien,229,147,82,0,0
201503,Sri Lanka,14,4,3,63.6364,50
201503,Vietnam,24,3,21,0,0
201503,Korea (Demokrat. Volksrepubl.),0,0,0,nd,nd
201503,Indien,24,17,7,0,0
201503,Indonesien,0,0,0,nd,nd
201503,Irak,1263,0,137,100,89.1528
201503,"Iran, Islamische Republik",257,21,97,86.875,54.0856
201503,Israel,0,0,0,nd,nd
201503,Japan,1,1,0,nd,nd
201503,Kasachstan,6,0,6,nd,nd
201503,Jordanien,4,1,1,66.6667,50
201503,Kambodscha,0,0,0,nd,nd
201503,Kuwait,0,0,0,nd,nd
201503,"Laos, Demokratische Volksrepublik",0,0,0,nd,nd
201503,Kirgisistan,5,1,4,0,0
201503,Libanon,48,19,27,9.52381,4.16667
201503,Oman,0,0,0,nd,nd
201503,Mongolei,17,2,15,0,0
201503,Nepal,1,1,0,nd,nd
201503,Staatsangehörigkeit ohne Bezeichnung,9,1,5,75,33.3333
201503,Bangladesch,20,9,9,18.1818,10
201503,Pakistan,130,45,78,13.4615,5.38462
201503,Philippinen,0,0,0,nd,nd
201503,China (Taiwan),0,0,0,nd,nd
201503,Korea (Republik),0,0,0,nd,nd
201503,Tadschikistan,16,0,16,nd,nd
201503,Turkmenistan,1,0,1,nd,nd
201503,Saudi Arabien,0,0,0,nd,nd
201503,"Syrien, Arabische Republik",5114,0,936,100,81.6973
201503,Thailand,0,0,0,nd,nd
201503,Usbekistan,5,0,2,100,60
201503,China,6,0,2,100,66.6667
201503,Malaysia,0,0,0,nd,nd
201503,sonst. asiat. Staatsangeh.,153,3,37,97.4138,73.8562
201503,Salomonen,0,0,0,nd,nd
201503,Australien,0,0,0,nd,nd
201503,Staatenlos,149,0,30,100,79.8658
201503,Ungeklärt,295,32,93,84.1584,57.6271
201503,ohne Angabe,1,0,0,nd,nd
