YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201509,Albanien,7394,6827,558,0.131656,0.12172
201509,Bosnien und Herzegowina,520,285,231,1.38408,0.769231
201509,Belgien,0,0,0,nd,nd
201509,Bulgarien,2,0,2,nd,nd
201509,Estland,0,0,0,nd,nd
201509,Frankreich,1,1,0,nd,nd
201509,Kroatien,1,1,0,nd,nd
201509,Slowenien,0,0,0,nd,nd
201509,Griechenland,0,0,0,nd,nd
201509,Italien,1,0,0,nd,nd
201509,Lettland,0,0,0,nd,nd
201509,Montenegro,309,254,55,0,0
201509,Litauen,0,0,0,nd,nd
201509,Mazedonien,701,511,180,1.91939,1.42653
201509,Moldau (Republik),11,11,0,nd,nd
201509,Niederlande,0,0,0,nd,nd
201509,Kosovo,988,829,147,1.42687,1.21457
201509,Polen,0,0,0,nd,nd
201509,Portugal,1,0,0,nd,nd
201509,Rumänien,0,0,0,nd,nd
201509,Slowakische Republik,0,0,0,nd,nd
201509,Schweden,2,1,1,0,0
201509,Schweiz,0,0,0,nd,nd
201509,Russische Föderation,331,33,258,54.7945,12.0846
201509,Spanien,1,0,1,nd,nd
201509,Türkei,38,11,21,35.2941,15.7895
201509,Tschechische Republik,0,0,0,nd,nd
201509,Ungarn,0,0,0,nd,nd
201509,Ukraine,120,2,108,83.3333,8.33333
201509,Weißrußland,12,0,8,100,33.3333
201509,Serbien,1463,951,509,0.314465,0.205058
201509,Zypern,0,0,0,nd,nd
201509,sonst. europ. Staatsangeh.,0,0,0,nd,nd
201509,Algerien,93,19,71,13.6364,3.22581
201509,Angola,1,1,0,nd,nd
201509,Eritrea,717,2,44,99.7028,93.5844
201509,Äthiopien,27,3,12,80,44.4444
201509,Botsuana,0,0,0,nd,nd
201509,Benin,5,0,5,nd,nd
201509,Dschibuti,0,0,0,nd,nd
201509,Elfenbeinküste (Cote d Ivoire),49,0,49,nd,nd
201509,Nigeria,83,5,69,64.2857,10.8434
201509,Simbabwe,0,0,0,nd,nd
201509,Gabun,0,0,0,nd,nd
201509,Gambia,27,3,20,57.1429,14.8148
201509,Ghana,50,2,45,60,6
201509,Mauretanien,13,1,12,0,0
201509,Kenia,4,2,2,0,0
201509,Komoren,0,0,0,nd,nd
201509,Kongo,2,1,1,0,0
201509,"Kongo, Dem. Republik",17,12,2,20,17.6471
201509,Liberia,6,0,6,nd,nd
201509,Libyen,35,1,17,94.4444,48.5714
201509,Mali,14,2,12,0,0
201509,Marokko,81,34,46,2.85714,1.23457
201509,Mauritius,0,0,0,nd,nd
201509,Mosambik,0,0,0,nd,nd
201509,Niger,7,0,7,nd,nd
201509,Malawi,0,0,0,nd,nd
201509,Sambia,2,0,2,nd,nd
201509,Burkina-Faso,8,0,6,100,25
201509,Guinea-Bissau,9,0,9,nd,nd
201509,Guinea,41,8,29,33.3333,9.7561
201509,Kamerun,28,4,24,0,0
201509,Südafrika,0,0,0,nd,nd
201509,Ruanda,5,0,0,nd,nd
201509,Namibia,0,0,0,nd,nd
201509,Senegal,8,2,6,0,0
201509,Sierra Leone,0,0,0,nd,nd
201509,Somalia,152,5,61,94.5055,56.5789
201509,Äquatorialguinea,0,0,0,nd,nd
201509,Sudan (ohne Südsudan),62,2,53,77.7778,11.2903
201509,Südsudan,3,0,3,nd,nd
201509,Tansania,1,0,1,nd,nd
201509,Togo,0,0,0,nd,nd
201509,Tschad,2,0,2,nd,nd
201509,Tunesien,27,8,19,0,0
201509,Uganda,1,0,1,nd,nd
201509,Ägypten,65,7,24,82.9268,52.3077
201509,Zentralafrikanische Republik,0,0,0,nd,nd
201509,Burundi,0,0,0,nd,nd
201509,sonst. afrik. Staatsangeh.,5,5,0,nd,nd
201509,Argentinien,0,0,0,nd,nd
201509,Brasilien,0,0,0,nd,nd
201509,Dominikanische Republik,0,0,0,nd,nd
201509,Ecuador,0,0,0,nd,nd
201509,El Salvador,0,0,0,nd,nd
201509,Guatemala,0,0,0,nd,nd
201509,Haiti,0,0,0,nd,nd
201509,Honduras,6,0,6,nd,nd
201509,Kanada,0,0,0,nd,nd
201509,Kolumbien,1,0,1,nd,nd
201509,Kuba,5,0,5,nd,nd
201509,Mexico,0,0,0,nd,nd
201509,Nicaragua,0,0,0,nd,nd
201509,Jamaica,0,0,0,nd,nd
201509,Paraguay,0,0,0,nd,nd
201509,Peru,0,0,0,nd,nd
201509,Venezuela,1,0,0,nd,nd
201509,Vereinigte Staaten v. Amerika,2,0,1,100,50
201509,Trinidad und Tobago,0,0,0,nd,nd
201509,Jemen,6,0,0,nd,nd
201509,Armenien,98,41,49,16.3265,8.16327
201509,Afghanistan,465,25,205,90.3846,50.5376
201509,Bahrain,1,0,1,nd,nd
201509,Aserbaidschan,41,21,13,25,17.0732
201509,Bhutan,0,0,0,nd,nd
201509,Myanmar,10,0,3,100,70
201509,Georgien,187,113,74,0,0
201509,Sri Lanka,34,15,2,53.125,50
201509,Vietnam,12,3,8,25,8.33333
201509,Korea (Demokrat. Volksrepubl.),0,0,0,nd,nd
201509,Indien,37,25,12,0,0
201509,Indonesien,0,0,0,nd,nd
201509,Irak,1228,7,210,99.3124,82.329
201509,"Iran, Islamische Republik",231,13,73,91.7722,62.7706
201509,Israel,0,0,0,nd,nd
201509,Kasachstan,0,0,0,nd,nd
201509,Jordanien,9,1,3,83.3333,55.5556
201509,Kambodscha,0,0,0,nd,nd
201509,Kuwait,0,0,0,nd,nd
201509,"Laos, Demokratische Volksrepublik",0,0,0,nd,nd
201509,Kirgisistan,0,0,0,nd,nd
201509,Libanon,18,4,13,20,5.55556
201509,Oman,0,0,0,nd,nd
201509,Mongolei,35,14,21,0,0
201509,Nepal,1,0,0,nd,nd
201509,Staatsangehörigkeit ohne Bezeichnung,11,0,3,100,72.7273
201509,Bangladesch,52,8,41,27.2727,5.76923
201509,Pakistan,123,34,78,24.4444,8.94309
201509,Philippinen,1,1,0,nd,nd
201509,China (Taiwan),0,0,0,nd,nd
201509,Korea (Republik),0,0,0,nd,nd
201509,Tadschikistan,15,1,13,50,6.66667
201509,Turkmenistan,15,1,14,0,0
201509,Saudi Arabien,1,0,0,nd,nd
201509,"Syrien, Arabische Republik",6126,1,61,99.9835,98.9879
201509,Thailand,0,0,0,nd,nd
201509,Usbekistan,2,1,0,nd,nd
201509,China,12,7,3,22.2222,16.6667
201509,Malaysia,0,0,0,nd,nd
201509,sonst. asiat. Staatsangeh.,230,3,7,98.6547,95.6522
201509,Staatenlos,154,0,4,100,97.4026
201509,Ungeklärt,267,10,19,95.9677,89.1386
201509,ohne Angabe,0,0,0,nd,nd
