YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2017-01,2,12,5,1,169
2017-02,5,7,5,2,108
2017-03,0,19,1,3,95
2017-04,55,156,18,3,395
2017-06,94,199,9,9,734
2017-07,117,195,9,15,990
2017-08,109,161,17,21,641
2017-09,79,224,17,5,416
2017-10,57,256,2,5,552
2017-11,97,411,3,8,591
2017-12,71,288,7,13,396
