YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2017-01,5,170,250,0,78
2017-02,2,196,141,1,59
2017-03,2,171,168,8,64
2017-04,0,125,106,1,52
2017-05,0,146,137,19,137
2017-06,2,90,47,7,46
2017-07,3,83,56,10,68
2017-08,1,99,67,9,40
2017-09,8,60,30,0,29
2017-10,4,81,56,7,66
2017-11,3,81,40,7,52
2017-12,14,52,29,7,42
