YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2017-01,0,22,12,24,548
2017-02,0,6,20,37,738
2017-03,5,18,25,50,747
2017-04,0,17,22,50,774
2017-05,6,47,34,99,1576
2017-06,0,16,7,25,535
2017-07,0,8,11,29,447
2017-08,0,5,18,33,408
2017-09,0,12,18,23,312
2017-10,0,13,6,26,351
2017-11,0,6,8,42,401
2017-12,3,3,6,32,229
