YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2017-01,0,2,0,5,400
2017-02,0,2,2,11,343
2017-03,0,2,8,6,394
2017-04,0,2,6,6,403
2017-05,0,2,1,11,590
2017-06,1,2,0,11,289
2017-07,1,0,0,4,316
2017-08,1,1,0,1,327
2017-09,0,0,0,9,269
2017-10,0,1,6,7,316
2017-11,0,0,4,5,306
2017-12,0,1,0,9,320
