YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2017-01,2,29,6,16,203
2017-02,3,53,18,17,239
2017-03,0,47,15,39,253
2017-04,0,34,9,20,187
2017-05,4,99,33,60,740
2017-06,0,37,21,45,341
2017-07,1,44,11,38,288
2017-08,5,53,15,42,236
2017-09,2,35,10,43,179
2017-10,4,40,15,35,181
2017-11,3,65,13,74,256
2017-12,1,36,5,36,156
