YEAR_MONTH,Herkunftsland,Entscheidungen insgesamt,Ablehnungen,sonstige Erledigungen, bereinigte Schutzquote, BAMF-Schutzquote
201701,Irak,10312,2845,810,70.0589,64.5559
201701,"Iran, Islamische Republik",3999,1431,363,60.6436,55.1388
201701,Israel,2,1,1,0,0
201701,Japan,1,0,1,nd,nd
201701,Kasachstan,37,23,13,4.16667,2.7027
201701,Jordanien,29,14,7,36.3636,27.5862
201701,Kambodscha,0,0,0,nd,nd
201701,Katar,0,0,0,nd,nd
201701,Kuwait,2,1,1,0,0
201701,"Laos, Demokratische Volksrepublik",0,0,0,nd,nd
201701,Kirgisistan,13,9,3,10,7.69231
201701,Libanon,751,520,159,12.1622,9.58722
201701,Oman,0,0,0,nd,nd
201701,Mongolei,44,16,23,23.8095,11.3636
201701,Nepal,4,1,3,0,0
201701,Staatsangehörigkeit ohne Bezeichnung,27,16,6,23.8095,18.5185
201701,Bangladesch,296,187,79,13.8249,10.1351
201701,Pakistan,3297,2443,778,3.01707,2.30513
201701,Philippinen,3,1,2,0,0
201701,China (Taiwan),1,1,0,nd,nd
201701,Korea (Republik),0,0,0,nd,nd
201701,Vereinigte arabische Emirate,1,0,0,nd,nd
201701,Tadschikistan,106,35,38,48.5294,31.1321
201701,Turkmenistan,42,30,11,3.22581,2.38095
201701,Saudi Arabien,12,6,6,0,0
201701,"Syrien, Arabische Republik",13410,12,695,99.9056,94.7278
201701,Thailand,0,0,0,nd,nd
201701,Usbekistan,9,0,8,100,11.1111
201701,China,397,260,107,10.3448,7.55668
201701,Malaysia,5,4,0,nd,nd
201701,sonst. asiat. Staatsangeh.,229,85,38,55.4974,46.2882
201701,Australien,0,0,0,nd,nd
201701,Staatenlos,557,78,54,84.493,76.3016
201701,Ungeklärt,1219,273,264,71.4136,55.9475
201701,ohne Angabe,10,6,1,33.3333,30
