YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2017-01,3,265,403,11,273
2017-02,6,253,428,17,289
2017-03,4,295,434,28,341
2017-04,6,273,260,40,269
2017-06,2,167,121,25,176
2017-07,6,163,162,16,219
2017-08,9,162,149,29,270
2017-09,7,132,90,39,174
2017-10,9,132,59,20,214
2017-11,7,171,69,36,264
2017-12,5,111,49,19,309
