YEAR_MONTH,Europa,2591,1867,724,2769,116,447,19,21,1310,856,7535,1255,115,442,14,18,1230,275,1,5,5,3,80,478,103
2018-11,Afrika,2732,2370,362,4391,17,490,273,170,1790,1651,10647,984,17,473,265,148,1720,1273,0,17,8,22,70,192,186
2018-11,Amerika,84,80,4,66,1,6,1,5,47,6,291,7,1,6,1,5,47,6,0,0,0,0,0,0,0
2018-11,Asien,8269,7409,860,10891,110,3337,1704,411,2812,2517,33276,2256,106,3191,1658,315,2727,1697,4,146,46,96,85,551,269
2018-11,Unbekannt,454,392,62,527,17,209,59,13,115,114,2144,143,17,203,57,11,111,74,0,6,2,2,4,28,12
2018-11,Herkunftslaender gesamt,14130,12118,2012,18644,261,4489,2056,620,6074,5144,53893,4645,256,4315,1995,497,5835,3325,5,174,61,123,239,1249,570
