YEAR_MONTH,Europa,2022,1362,660,2264,86,339,21,20,1009,789,7498,1289,84,336,20,14,941,213,2,3,1,6,68,478,98,
2018-12,Afrika,2135,1835,300,2918,10,342,174,121,1066,1205,10635,994,10,319,170,99,1029,913,0,23,4,22,37,141,151,
2018-12,Amerika,84,81,3,51,3,4,2,3,28,11,328,7,3,4,2,2,28,9,0,0,0,1,0,1,1,
2018-12,Asien,5977,5317,660,7665,68,2126,1276,313,1849,2033,32903,2345,66,2063,1266,254,1784,1492,2,63,10,59,65,364,177,
2018-12,Unbekannt,343,305,38,397,11,165,28,6,77,110,2169,157,11,161,27,5,76,86,0,4,1,1,1,16,8,
2018-12,Herkunftslaender gesamt,10561,8900,1661,13295,178,2976,1501,463,4029,4148,53533,4792,174,2883,1485,374,3858,2713,4,93,16,89,171,1000,435,
