YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2018-06,Spanien,161,0,0,0,3,0,0,0,0,3,0,9,2,0,0,0,0,3,0,0,0,0,0,0,0,0
2018-06,Tuerkei,163,930,884,46,590,41,111,0,5,331,102,3060,195,41,111,0,5,319,87,0,0,0,0,12,10,5
2018-06,Ungarn,165,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Ukraine,166,87,75,12,149,0,1,0,3,107,38,359,33,0,1,0,3,103,23,0,0,0,0,4,12,3
2018-06,Weissrussland,169,19,15,4,12,0,0,0,0,1,11,35,6,0,0,0,0,1,3,0,0,0,0,0,7,1
2018-06,Serbien,170,130,54,76,166,0,1,1,0,63,101,169,149,0,0,0,0,56,29,0,1,1,0,7,63,9
2018-06,Algerien,221,90,69,21,158,0,0,0,4,65,89,184,41,0,0,0,2,61,64,0,0,0,2,4,14,11
2018-06,Angola,223,29,28,1,13,0,1,0,0,8,4,95,6,0,1,0,0,8,4,0,0,0,0,0,0,0
2018-06,Eritrea,224,423,399,24,595,3,33,190,30,33,306,1658,73,3,31,185,23,33,284,0,2,5,7,0,10,12
2018-06,"Aethiopien",225,100,90,10,142,0,4,1,10,64,63,354,30,0,4,1,9,62,55,0,0,0,1,2,2,6
2018-06,Botsuana,227,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2018-06,Benin,229,7,6,1,11,0,0,0,0,7,4,31,1,0,0,0,0,7,4,0,0,0,0,0,0,0
2018-06,Dschibuti,230,1,1,0,4,0,1,0,0,3,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0
2018-06,Elfenbeinkueste (Cote d Ivoire),231,36,34,2,84,0,0,1,3,41,39,160,9,0,0,1,3,41,34,0,0,0,0,0,2,3
2018-06,Nigeria,232,935,881,54,1121,2,34,2,38,467,578,3209,176,2,34,2,33,458,501,0,0,0,5,9,38,39
2018-06,Simbabwe,233,9,9,0,6,1,0,0,0,4,1,36,0,1,0,0,0,4,1,0,0,0,0,0,0,0
2018-06,Gabun,236,0,0,0,2,0,0,0,0,1,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2018-06,Gambia,237,89,79,10,223,0,4,2,9,127,81,465,58,0,4,1,9,124,61,0,0,1,0,3,8,12
2018-06,Ghana,238,74,67,7,107,0,0,0,3,63,41,186,24,0,0,0,3,62,22,0,0,0,0,1,12,7
2018-06,Mauretanien,239,3,3,0,4,0,0,0,0,2,2,10,1,0,0,0,0,2,2,0,0,0,0,0,0,0
2018-06,Kenia,243,20,16,4,44,0,0,0,0,25,19,68,3,0,0,0,0,25,18,0,0,0,0,0,0,1
2018-06,Komoren,244,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-06,Kongo,245,1,1,0,1,0,0,0,0,0,1,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-06,"Kongo, Dem. Republik",246,17,16,1,18,0,3,0,1,7,7,113,13,0,3,0,1,6,5,0,0,0,0,1,2,0
2018-06,Liberia,247,7,7,0,25,0,1,0,1,14,9,51,2,0,1,0,1,13,9,0,0,0,0,1,0,0
2018-06,Libyen,248,42,39,3,116,1,8,1,14,33,59,227,8,1,8,1,14,33,53,0,0,0,0,0,2,4
2018-06,Madagaskar,249,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2018-06,Mali,251,21,13,8,42,0,0,0,1,18,23,76,14,0,0,0,1,16,18,0,0,0,0,2,5,0
2018-06,Marokko,252,88,71,17,116,0,1,0,1,55,59,198,41,0,1,0,1,53,48,0,0,0,0,2,8,3
2018-06,Mosambik,254,1,1,0,1,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-06,Niger,255,8,7,1,18,0,0,0,0,6,12,15,3,0,0,0,0,6,8,0,0,0,0,0,0,4
2018-06,Malawi,256,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Sambia,257,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-06,Burkina-Faso,258,9,9,0,18,0,0,0,1,12,5,24,2,0,0,0,1,12,3,0,0,0,0,0,0,2
2018-06,Guinea-Bissau,259,8,6,2,20,0,0,0,1,5,14,31,4,0,0,0,1,5,12,0,0,0,0,0,0,2
2018-06,Guinea,261,195,168,27,267,0,13,4,11,122,117,716,58,0,13,4,10,121,98,0,0,0,1,1,7,12
2018-06,Kamerun,262,82,76,6,96,0,1,0,1,60,34,283,15,0,1,0,1,58,29,0,0,0,0,2,2,3
2018-06,Suedafrika,263,3,3,0,3,0,0,0,0,3,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0
2018-06,Ruanda,265,8,8,0,4,0,0,0,0,4,0,34,1,0,0,0,0,4,0,0,0,0,0,0,0,0
2018-06,Namibia,267,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Senegal,269,22,17,5,42,0,0,0,0,17,25,43,11,0,0,0,0,14,18,0,0,0,0,3,4,3
2018-06,Sierra Leone,272,33,29,4,104,0,6,0,0,78,20,157,11,0,4,0,0,78,13,0,2,0,0,0,3,4
2018-06,Somalia,273,417,376,41,554,0,86,20,31,137,280,2015,193,0,83,20,23,133,215,0,3,0,8,4,16,49
2018-06,"Aequatorialguinea",274,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Sudan (ohne Suedsudan),277,80,52,28,97,1,1,11,0,21,63,311,57,1,1,11,0,21,41,0,0,0,0,0,4,18
2018-06,Suedsudan,278,6,5,1,5,0,0,1,0,2,2,10,3,0,0,1,0,2,1,0,0,0,0,0,0,1
2018-06,Tansania,282,23,22,1,8,0,0,0,0,3,5,46,2,0,0,0,0,3,5,0,0,0,0,0,0,0
2018-06,Togo,283,34,34,0,34,0,0,0,0,19,15,111,12,0,0,0,0,18,12,0,0,0,0,1,0,3
2018-06,Tschad,284,5,2,3,9,0,0,0,0,0,9,13,6,0,0,0,0,0,7,0,0,0,0,0,0,2
2018-06,Tunesien,285,42,40,2,83,0,0,1,0,34,48,96,14,0,0,1,0,32,40,0,0,0,0,2,7,1
2018-06,Uganda,286,17,13,4,18,0,3,0,1,8,6,63,6,0,3,0,1,8,3,0,0,0,0,0,2,1
2018-06,"Aegypten",287,64,57,7,78,0,2,0,2,37,37,172,13,0,2,0,1,27,28,0,0,0,1,10,5,4
2018-06,Zentralafrikanische Republik,289,1,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Burundi,291,1,1,0,3,0,0,0,0,3,0,18,1,0,0,0,0,3,0,0,0,0,0,0,0,0
2018-06,sonst. afrik. Staatsangeh.,299,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Argentinien,323,2,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Brasilien,327,3,3,0,4,0,0,0,0,4,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0
2018-06,Chile,332,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-06,Dominikanische Republik,335,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-06,Ecuador,336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,El Salvador,337,0,0,0,1,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-06,Guatemala,345,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Honduras,347,0,0,0,2,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2018-06,Kanada,348,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Kolumbien,349,10,10,0,12,0,0,0,0,12,0,24,0,0,0,0,0,12,0,0,0,0,0,0,0,0
2018-06,Kuba,351,3,3,0,10,0,0,0,0,8,2,22,3,0,0,0,0,8,2,0,0,0,0,0,0,0
2018-06,Nicaragua,354,1,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-06,Jamaica,355,4,2,2,3,1,0,0,0,1,1,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0
2018-06,Peru,361,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-06,Venezuela,367,42,42,0,11,3,0,0,1,5,2,133,0,3,0,0,1,5,2,0,0,0,0,0,0,0
2018-06,Vereinigte Staaten v. Amerika,368,1,1,0,2,0,0,0,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2018-06,Trinidad und Tobago,371,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Jemen,421,67,67,0,62,1,2,35,0,2,22,278,4,1,2,35,0,2,22,0,0,0,0,0,0,0
2018-06,Armenien,422,130,102,28,233,0,0,0,6,134,93,409,81,0,0,0,6,130,58,0,0,0,0,4,25,10
2018-06,Afghanistan,423,1009,833,176,1212,4,79,35,201,410,483,3274,491,4,70,32,156,383,342,0,9,3,45,27,70,71
2018-06,Bahrain,424,0,0,0,2,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2018-06,Aserbaidschan,425,166,128,38,210,0,3,0,0,86,121,451,90,0,3,0,0,78,90,0,0,0,0,8,29,2
2018-06,Bhutan,426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Myanmar,427,7,7,0,10,0,1,0,0,7,2,32,1,0,1,0,0,7,2,0,0,0,0,0,0,0
2018-06,Georgien,430,211,173,38,337,0,0,0,3,271,63,283,64,0,0,0,3,264,36,0,0,0,0,7,21,6
2018-06,Sri Lanka,431,45,41,4,41,0,1,0,0,18,22,155,41,0,1,0,0,17,8,0,0,0,0,1,9,5
2018-06,Vietnam,432,49,48,1,44,0,0,0,0,35,9,59,12,0,0,0,0,32,8,0,0,0,0,3,1,0
2018-06,Korea (Demokrat. Volksrepubl.),434,1,1,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Indien,436,98,84,14,79,0,2,0,0,55,22,168,21,0,2,0,0,55,14,0,0,0,0,0,7,1
2018-06,Indonesien,437,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Irak,438,1252,1145,107,1173,5,113,30,56,514,455,5663,404,5,113,29,52,504,334,0,0,1,4,10,67,54
2018-06,"Iran, Islamische Republik",439,740,669,71,787,12,77,6,8,330,354,2325,230,12,72,5,7,321,306,0,5,1,1,9,28,20
2018-06,Israel,441,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-06,Japan,442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Kasachstan,444,1,0,1,4,0,0,0,0,3,1,6,2,0,0,0,0,3,0,0,0,0,0,0,0,1
2018-06,Jordanien,445,6,6,0,16,0,0,0,0,10,6,39,7,0,0,0,0,10,3,0,0,0,0,0,1,2
2018-06,Kambodscha,446,6,6,0,1,0,0,0,0,0,1,17,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-06,Kuwait,448,6,6,0,1,0,0,0,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-06,Kirgisistan,450,4,4,0,5,0,0,0,0,4,1,15,9,0,0,0,0,4,1,0,0,0,0,0,0,0
2018-06,Libanon,451,51,50,1,94,0,1,0,0,60,33,166,33,0,1,0,0,57,22,0,0,0,0,3,7,4
2018-06,Mongolei,457,15,15,0,16,0,0,2,1,11,2,48,6,0,0,2,1,11,2,0,0,0,0,0,0,0
2018-06,Nepal,458,0,0,0,8,0,0,0,0,6,2,12,0,0,0,0,0,6,2,0,0,0,0,0,0,0
2018-06,Staatsangehoerigkeit ohne Bezeichnung,459,18,18,0,13,3,0,0,0,9,1,72,2,3,0,0,0,9,1,0,0,0,0,0,0,0
2018-06,Bangladesch,460,26,20,6,30,0,0,0,0,17,13,63,37,0,0,0,0,16,5,0,0,0,0,1,5,3
2018-06,Pakistan,461,243,145,98,345,0,4,1,2,195,143,447,175,0,4,1,2,183,56,0,0,0,0,12,72,15
2018-06,Philippinen,462,2,1,1,3,0,0,0,0,2,1,9,3,0,0,0,0,2,0,0,0,0,0,0,0,1
2018-06,China (Taiwan),465,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Korea (Republik),467,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Vereinigte arabische Emirate,469,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Tadschikistan,470,24,17,7,59,0,3,0,2,41,13,120,29,0,3,0,2,41,11,0,0,0,0,0,2,0
2018-06,Turkmenistan,471,5,5,0,3,0,0,0,0,2,1,26,2,0,0,0,0,2,1,0,0,0,0,0,0,0
2018-06,Saudi Arabien,472,1,0,1,4,2,0,0,0,1,1,4,1,2,0,0,0,1,0,0,0,0,0,0,0,1
2018-06,"Syrien, Arabische Republik",475,3002,2865,137,2769,27,996,1168,23,5,550,15045,408,27,975,1163,11,5,491,0,21,5,12,0,42,17
2018-06,Thailand,476,3,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Usbekistan,477,0,0,0,1,0,0,0,0,1,0,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2018-06,China,479,26,19,7,40,1,3,2,1,20,13,70,19,1,3,0,1,17,13,0,0,2,0,3,0,0
2018-06,Malaysia,482,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,Timor-Leste,483,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-06,sonst. asiat. Staatsangeh.,499,0,0,0,1,0,0,0,0,0,1,23,1,0,0,0,0,0,1,0,0,0,0,0,0,0
2018-06,Staatenlos,997,104,101,3,86,7,16,10,1,8,44,442,19,7,12,9,1,8,30,0,4,1,0,0,11,3
2018-06,Ungeklaert,998,424,380,44,345,9,70,35,2,94,135,1622,122,9,55,35,2,83,110,0,15,0,0,11,5,20
2018-06,ohne Angabe,999,2,2,0,6,0,0,0,1,0,5,13,1,0,0,0,1,0,5,0,0,0,0,0,0,0
