YEAR_MONTH,Europa,1772,1349,423,1620,50,150,16,10,754,640,6984,948,50,147,10,6,708,263,0,3,6,4,46,281,96,
2019-06,Afrika,2067,1749,318,3552,26,408,94,114,1155,1755,9235,1125,26,402,86,96,1101,1393,0,6,8,18,54,149,213,
2019-06,Amerika,106,105,1,30,2,1,0,1,20,6,546,13,2,1,0,1,20,5,0,0,0,0,0,1,0,
2019-06,Asien,5473,4848,625,7404,49,2195,1247,229,1547,2137,29246,2429,49,2095,1230,182,1487,1475,0,100,17,47,60,461,201,
2019-06,Unbekannt,273,237,36,342,7,167,25,4,50,89,1795,136,7,159,24,2,46,51,0,8,1,2,4,28,10,
2019-06,Herkunftslaender gesamt,9691,8288,1403,12948,134,2921,1382,358,3526,4627,47806,4651,134,2804,1350,287,3362,3187,0,117,32,71,164,920,520
