YEAR_MONTH,Europa,2723,1930,793,3599,81,469,19,15,1711,1304,7295,1253,81,467,17,15,1553,347,0,2,2,0,158,788,169,
2019-02,Afrika,3557,3162,395,4620,16,473,180,174,1702,2075,11135,1037,16,459,172,143,1648,1701,0,14,8,31,54,178,196,
2019-02,Amerika,153,148,5,114,16,5,6,1,77,9,384,8,16,5,5,0,77,7,0,0,1,1,0,2,0,
2019-02,Asien,7475,6693,782,10993,96,2861,2027,389,2761,2859,31177,2252,95,2762,2009,316,2622,2028,1,99,18,73,139,546,285,
2019-02,Unbekannt,413,356,57,497,25,192,36,6,101,137,2074,164,25,188,36,5,94,80,0,4,0,1,7,40,17,
2019-02,Herkunftslaender gesamt,14321,12289,2032,19823,234,4000,2268,585,6352,6384,52065,4714,233,3881,2239,479,5994,4163,1,119,29,106,358,1554,667,
