Albanien,121,350,248,102,417,-,-,2,1,270,144,254,112,-,-,2,-,254,33,-,-,-,1,16,93,18
Bosnien und Herzegowina,122,102,29,73,123,-,-,-,-,56,67,53,51,-,-,-,-,44,1,-,-,-,-,12,64,2
Belgien,124,-,-,-,2,-,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,1,-
Bulgarien,125,-,-,-,1,-,-,-,-,1,-,3,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Finnland,128,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Frankreich,129,1,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kroatien,130,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Griechenland,134,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Italien,137,-,-,-,1,-,-,-,-,1,-,12,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Lettland,139,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Montenegro,140,32,7,25,32,-,-,-,-,8,24,16,22,-,-,-,-,8,1,-,-,-,-,-,23,-
Mazedonien,144,499,226,273,365,-,-,-,-,156,209,235,244,-,-,-,-,134,37,-,-,-,-,22,135,37
Moldau (Republik),146,510,408,102,408,-,-,-,2,291,115,401,67,-,-,-,2,287,-,-,-,-,-,4,110,5
Niederlande,148,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Norwegen,149,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Kosovo,150,155,63,92,137,-,-,-,-,59,78,122,100,-,-,-,-,46,10,-,-,-,-,13,61,7
Polen,152,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Portugal,153,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Rumänien,154,-,-,-,1,-,-,-,-,1,-,5,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Schweiz,158,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Russische Föderation,160,441,336,105,627,13,26,9,-,281,298,942,302,13,26,6,-,259,174,-,-,3,-,22,62,62
Spanien,161,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Türkei,163,944,905,39,1.069,97,426,5,3,432,106,4.992,211,97,425,5,2,418,78,-,1,-,1,14,16,12
Ukraine,166,128,105,23,125,-,1,4,-,81,39,324,78,-,1,4,-,81,18,-,-,-,-,-,14,7
Großbritannien mit Nordirland,168,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Weißrussland,169,60,45,15,47,-,-,-,-,8,39,52,17,-,-,-,-,8,25,-,-,-,-,-,3,11
Serbien,170,554,197,357,348,-,-,-,-,129,219,257,290,-,-,-,-,104,7,-,-,-,-,25,202,10
Zypern,181,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Europa,3.777,2.571,1.206,3.707,110,453,20,6,1.778,1.340,7.687,1.494,110,452,17,4,1.650,385,-,1,3,2,128,784,171,
Algerien,221,134,113,21,135,-,-,3,1,59,72,175,47,-,-,3,1,55,50,-,-,-,-,4,15,7
Angola,223,20,19,1,27,-,-,-,-,18,9,44,3,-,-,-,-,17,9,-,-,-,-,1,-,-
Eritrea,224,273,254,19,474,11,158,153,26,43,83,1.423,64,11,158,149,19,41,63,-,-,4,7,2,8,12
"Äthiopien",225,91,75,16,155,-,20,2,12,78,43,310,48,-,19,2,9,74,29,-,1,-,3,4,2,12
Benin,229,3,2,1,12,-,-,-,-,7,5,23,2,-,-,-,-,6,3,-,-,-,-,1,1,1
Dschibuti,230,2,1,1,3,-,-,-,-,2,1,-,-,-,-,-,-,1,1,-,-,-,-,1,-,-
Elfenbeinküste (Cote d Ivoire),231,94,91,3,92,-,2,-,5,42,43,210,10,-,2,-,5,41,39,-,-,-,-,1,-,4
Nigeria,232,1.248,1.144,104,1.099,5,58,4,44,520,468,3.532,246,3,56,4,39,514,399,2,2,-,5,6,42,27
Simbabwe,233,20,20,-,10,-,-,-,-,4,6,38,-,-,-,-,-,4,6,-,-,-,-,-,-,-
Gabun,236,1,1,-,3,-,-,-,-,-,3,9,-,-,-,-,-,-,3,-,-,-,-,-,-,-
Gambia,237,139,120,19,182,-,8,-,7,80,87,323,52,-,8,-,7,77,67,-,-,-,-,3,12,8
Ghana,238,106,94,12,107,-,-,1,1,56,49,225,24,-,-,1,1,55,34,-,-,-,-,1,5,10
Mauretanien,239,9,9,-,7,-,1,-,-,1,5,21,1,-,1,-,-,1,5,-,-,-,-,-,-,-
Kenia,243,22,20,2,28,-,-,-,-,15,13,75,-,-,-,-,-,15,11,-,-,-,-,-,-,2
Komoren,244,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kongo,245,3,3,-,6,1,-,-,-,4,1,13,1,1,-,-,-,4,-,-,-,-,-,-,1,-
"Kongo, Dem. Republik",246,17,15,2,21,-,1,-,-,15,5,89,9,-,1,-,-,15,1,-,-,-,-,-,2,2
Liberia,247,16,16,-,27,-,-,-,1,13,13,53,2,-,-,-,1,12,10,-,-,-,-,1,-,3
Libyen,248,54,45,9,99,2,7,16,7,32,35,202,13,-,7,14,7,32,29,2,-,2,-,-,3,3
Madagaskar,249,-,-,-,1,-,-,-,-,1,-,4,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Mali,251,40,30,10,52,-,1,1,1,19,30,81,19,-,1,1,1,19,23,-,-,-,-,-,5,2
Marokko,252,116,88,28,144,-,3,2,-,61,78,194,52,-,3,2,-,57,47,-,-,-,-,4,28,3
Mauritius,253,2,2,-,-,-,-,-,-,-,-,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-
Mosambik,254,2,2,-,1,-,-,-,-,-,1,3,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Niger,255,9,6,3,14,-,-,-,-,4,10,12,3,-,-,-,-,4,9,-,-,-,-,-,-,1
Malawi,256,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Burkina-Faso,258,6,5,1,13,-,-,-,-,5,8,25,1,-,-,-,-,5,4,-,-,-,-,-,1,3
Guinea-Bissau,259,27,26,1,15,-,-,-,1,4,10,51,6,-,-,-,-,4,10,-,-,-,1,-,-,-
Guinea,261,379,344,35,431,3,37,6,9,222,154,978,72,3,34,6,9,218,132,-,3,-,-,4,7,15
Kamerun,262,95,90,5,121,1,3,3,1,67,46,288,20,1,3,3,1,66,37,-,-,-,-,1,4,5
Südafrika,263,1,1,-,4,-,-,-,-,4,-,6,-,-,-,-,-,4,-,-,-,-,-,-,-,-
Ruanda,265,9,9,-,24,2,-,-,-,10,12,54,5,2,-,-,-,10,12,-,-,-,-,-,-,-
Namibia,267,1,1,-,5,-,1,-,-,4,-,3,-,-,1,-,-,4,-,-,-,-,-,-,-,-
Senegal,269,45,33,12,47,-,1,-,1,16,29,70,17,-,1,-,1,16,21,-,-,-,-,-,7,1
Sierra Leone,272,13,9,4,46,-,3,-,3,31,9,130,8,-,3,-,2,28,8,-,-,-,1,3,1,-
Somalia,273,366,323,43,547,4,179,32,29,108,195,1.679,157,4,173,32,17,104,114,-,6,-,12,4,23,58
"Äquatorialguinea",274,-,-,-,1,-,-,-,-,-,1,1,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Sudan (ohne Südsudan),277,66,56,10,128,-,21,1,2,34,70,229,52,-,19,1,-,33,53,-,2,-,2,1,6,11
Südsudan,278,4,2,2,3,-,2,-,-,-,1,12,4,-,2,-,-,-,-,-,-,-,-,-,1,-
Tansania,282,15,15,-,10,-,-,-,3,4,3,52,-,-,-,-,2,4,3,-,-,-,1,-,-,-
Togo,283,31,31,-,31,-,2,-,-,16,13,68,5,-,2,-,-,16,12,-,-,-,-,-,1,-
Tschad,284,17,13,4,12,-,-,-,-,4,8,21,4,-,-,-,-,4,2,-,-,-,-,-,3,3
Tunesien,285,71,64,7,103,-,-,-,-,55,48,94,19,-,-,-,-,55,35,-,-,-,-,-,8,5
Uganda,286,9,9,-,9,-,1,1,-,4,3,79,3,-,1,1,-,4,-,-,-,-,-,-,-,3
"Ägypten",287,85,76,9,90,1,12,-,1,48,28,216,37,1,12,-,1,48,13,-,-,-,-,-,6,9
Zentralafrikanische Republik,289,-,-,-,1,-,1,-,-,-,-,6,-,-,1,-,-,-,-,-,-,-,-,-,-,-
Burundi,291,2,2,-,3,-,2,-,1,-,-,11,-,-,2,-,1,-,-,-,-,-,-,-,-,-
sonst. afrik. Staatsangeh.,299,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Afrika,3.663,3.279,384,4.343,30,524,225,156,1.710,1.698,11.148,1.007,26,510,219,124,1.668,1.296,4,14,6,32,42,192,210,
Argentinien,323,4,4,-,3,-,-,-,-,3,-,7,-,-,-,-,-,3,-,-,-,-,-,-,-,-
Brasilien,327,1,1,-,3,-,-,-,-,3,-,6,-,-,-,-,-,3,-,-,-,-,-,-,-,-
Chile,332,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Costa Rica,334,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Dominikanische Republik,335,-,-,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
El Salvador,337,5,5,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Guatemala,345,-,-,-,1,-,-,-,-,1,-,2,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Haiti,346,1,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Honduras,347,4,4,-,1,-,-,-,-,1,-,14,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Kanada,348,1,1,-,1,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Kolumbien,349,19,18,1,22,-,1,-,-,17,4,61,1,-,1,-,-,17,-,-,-,-,-,-,4,-
Kuba,351,7,6,1,2,-,1,-,-,1,-,8,2,-,1,-,-,1,-,-,-,-,-,-,-,-
Mexico,353,-,-,-,1,-,-,1,-,-,-,2,1,-,-,1,-,-,-,-,-,-,-,-,-,-
Nicaragua,354,8,8,-,1,-,-,-,-,1,-,29,-,-,-,-,-,1,-,-,-,-,-,-,-,-
Jamaica,355,9,4,5,4,-,-,-,-,1,3,5,2,-,-,-,-,1,-,-,-,-,-,-,3,-
Peru,361,4,4,-,1,-,-,-,-,-,1,5,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Suriname,364,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
St. Lucia,366,1,1,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Venezuela,367,48,48,-,57,7,2,1,2,44,1,180,1,7,2,1,2,44,1,-,-,-,-,-,-,-
Vereinigte Staaten v. Amerika,368,2,2,-,2,-,-,-,-,2,-,12,-,-,-,-,-,2,-,-,-,-,-,-,-,-
Amerika,116,109,7,100,7,4,2,2,76,9,344,7,7,4,2,2,76,2,-,-,-,-,-,7,-,
China (Hongkong),411,-,-,-,1,-,-,-,-,-,1,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-
Jemen,421,96,87,9,109,-,23,60,-,-,26,327,5,-,17,58,-,-,22,-,6,2,-,-,-,4
Armenien,422,161,115,46,181,-,1,-,7,126,47,374,102,-,1,-,7,123,39,-,-,-,-,3,4,4
Afghanistan,423,896,753,143,1.420,4,190,70,307,375,474,3.036,405,4,178,65,244,357,286,-,12,5,63,18,104,84
Bahrain,424,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aserbaidschan,425,274,214,60,205,2,5,2,-,114,82,548,131,2,5,2,-,106,42,-,-,-,-,8,32,8
Myanmar,427,10,10,-,13,1,1,-,-,7,4,51,2,1,1,-,-,7,4,-,-,-,-,-,-,-
Georgien,430,534,487,47,445,-,-,-,3,354,88,491,76,-,-,-,3,336,56,-,-,-,-,18,28,4
Sri Lanka,431,40,33,7,45,-,9,-,2,25,9,128,17,-,9,-,-,24,5,-,-,-,2,1,3,1
Vietnam,432,67,66,1,77,-,-,-,-,68,9,78,8,-,-,-,-,67,8,-,-,-,-,1,1,-
Korea (Demokrat. Volksrepubl.),434,-,-,-,1,-,-,-,-,-,1,16,-,-,-,-,-,-,-,-,-,-,-,-,-,1
Indien,436,74,59,15,91,-,1,1,1,46,42,158,22,-,-,-,1,46,26,-,1,1,-,-,14,2
Indonesien,437,2,2,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Irak,438,1.498,1.384,114,1.900,1,469,72,105,673,580,5.928,453,1,464,72,101,646,397,-,5,-,4,27,69,114
"Iran, Islamische Republik",439,1.006,937,69,1.305,13,200,18,6,662,406,3.958,262,13,187,17,3,650,350,-,13,1,3,12,38,18
Japan,442,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Kasachstan,444,9,9,-,7,-,-,-,1,5,1,26,2,-,-,-,1,5,1,-,-,-,-,-,-,-
Jordanien,445,21,20,1,29,-,1,1,2,9,16,84,8,-,1,1,2,6,14,-,-,-,-,3,1,1
Kambodscha,446,-,-,-,2,-,-,-,-,2,-,23,-,-,-,-,-,2,-,-,-,-,-,-,-,-
Kuwait,448,-,-,-,6,-,-,-,-,-,6,2,-,-,-,-,-,-,6,-,-,-,-,-,-,-
Kirgisistan,450,11,11,-,9,-,-,-,1,8,-,37,9,-,-,-,1,8,-,-,-,-,-,-,-,-
Libanon,451,85,59,26,126,-,3,-,1,67,55,204,40,-,3,-,1,66,35,-,-,-,-,1,14,6
Mongolei,457,10,10,-,13,-,1,-,2,8,2,46,11,-,1,-,1,8,-,-,-,-,1,-,-,2
Nepal,458,2,2,-,5,-,-,-,1,3,1,9,1,-,-,-,1,3,1,-,-,-,-,-,-,-
Staatsangehörigkeit ohne Bezeichnung,459,5,5,-,19,3,7,-,-,5,4,41,2,3,7,-,-,5,3,-,-,-,-,-,1,-
Bangladesch,460,34,14,20,35,-,1,-,1,15,18,68,51,-,1,-,1,14,6,-,-,-,-,1,10,2
Pakistan,461,417,261,156,368,-,13,-,2,142,211,539,251,-,12,-,2,126,70,-,1,-,-,16,115,26
Philippinen,462,1,1,-,-,-,-,-,-,-,-,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-
China (Taiwan),465,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Korea (Republik),467,1,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Vereinigte arabische Emirate,469,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Tadschikistan,470,56,40,16,67,-,7,-,1,26,33,130,56,-,7,-,1,22,10,-,-,-,-,4,15,8
Turkmenistan,471,10,10,-,8,-,-,-,-,8,-,28,2,-,-,-,-,8,-,-,-,-,-,-,-,-
Saudi Arabien,472,4,4,-,4,2,-,-,-,-,2,12,-,2,-,-,-,-,2,-,-,-,-,-,-,-
Singapur,474,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"Syrien, Arabische Republik",475,3.647,3.517,130,4.661,39,2.079,1.880,33,8,622,16.327,423,39,2.016,1.869,22,7,532,-,63,11,11,1,77,13
Thailand,476,1,1,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Usbekistan,477,1,1,-,3,-,-,-,1,1,1,18,-,-,-,-,-,1,1,-,-,-,1,-,-,-
China,479,51,47,4,52,4,7,-,-,14,27,127,11,4,7,-,-,13,21,-,-,-,-,1,4,2
