YEAR_MONTH,Herkunftsland,LS,ASYLANTRAEGE insgesamt,ASYLANTRAEGE davon Erstantraege,ASYLANTRAEGE davon Folgeantraege,ENTSCHEIDUNGEN ueber Asylantraege insgesamt,ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Asylberechtigte (Art 16a und Familienasyl),ENTSCHEIDUNGEN ueber Asylantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Asylantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Asylantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Asylantraege sonstige Verfahrenserledigungen,ANHÄNGIGE VERFAHREN aufgrund von Erstantraegen,ANHÄNGIGE VERFAHREN aufgrund von Folgeantraege,ENTSCHEIDUNGEN ueber ErErstantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Erstantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Erstantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Erstantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Erstantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Asylberechtigte (Art. 16a und Familienasyl),ENTSCHEIDUNGEN ueber Folgeantraege Anerkennungen als Fluechtling gem. Par. 3 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Gewaehrung von subsidiaerem Schutz gem. Par. 4 I AsylG,ENTSCHEIDUNGEN ueber Folgeantraege Feststellung eines Abschiebungsverbotes gem. Par. 60 V/VII AufenthG,ENTSCHEIDUNGEN ueber Folgeantraege Ablehnungen (unbegr. abgel./offens unbegr. abgel.),ENTSCHEIDUNGEN ueber Folgeantraege kein weiteres Verfahren,ENTSCHEIDUNGEN ueber Folgeantraege formelle Verfahrenserledigungen (z.B. Ruecknahmen)
2019-06,Albanien,121,163,112,51,149,0,1,0,0,82,66,203,99,0,1,0,0,82,19,0,0,0,0,0,35,12
2019-06,Bosnien und Herzegowina,122,25,13,12,30,0,0,0,1,20,9,42,30,0,0,0,0,20,0,0,0,0,1,0,9,0
2019-06,Belgien,124,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-06,Bulgarien,125,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06,Frankreich,129,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2019-06,Italien,137,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06,Lettland,139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06,Montenegro,140,16,11,5,13,0,0,0,0,11,2,23,12,0,0,0,0,10,1,0,0,0,0,1,0,1
2019-06,Litauen,142,2,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019-06,Nordmazedonien,144,87,38,49,92,0,0,0,0,39,53,106,75,0,0,0,0,32,10,0,0,0,0,7,27,16
2019-06,Moldau (Republik),146,81,42,39,87,0,0,0,1,35,51,114,32,0,0,0,1,32,13,0,0,0,0,3,38,0
2019-06,Niederlande,148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06,Norwegen,149,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06,Kosovo,150,54,27,27,44,0,0,0,1,23,20,89,57,0,0,0,1,19,5,0,0,0,0,4,13,2
2019-06,Polen,152,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06,Portugal,153,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2019-06,Rumaenien,154,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06,Russische Foederation,160,366,237,129,376,17,10,8,1,147,193,781,276,17,10,2,0,135,107,0,0,6,1,12,48,38
2019-06,Spanien,161,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06,Tuerkei,163,751,711,40,568,30,138,1,4,314,81,5087,204,30,136,1,3,302,60,0,2,0,1,12,17,4
2019-06,Ukraine,166,92,80,12,92,3,1,7,2,46,33,310,52,3,0,7,1,43,16,0,1,0,1,3,14,3
2019-06,Weissrussland,169,25,21,4,18,0,0,0,0,0,18,27,18,0,0,0,0,0,17,0,0,0,0,0,0,1
2019-06,Serbien,170,109,56,53,147,0,0,0,0,35,112,175,92,0,0,0,0,31,14,0,0,0,0,4,79,19
2019-06,Zypern,181,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06,Algerien,221,68,47,21,115,0,0,1,0,54,60,128,36,0,0,1,0,43,42,0,0,0,0,11,12,6
2019-06,Angola,223,26,21,5,28,0,3,0,1,5,19,92,7,0,3,0,1,5,18,0,0,0,0,0,1,0
2019-06,Eritrea,224,244,225,19,342,16,166,50,28,21,61,1198,64,16,166,44,22,20,52,0,0,6,6,1,3,6
2019-06,"Aethiopien",225,64,52,12,85,0,14,2,5,30,34,285,62,0,14,2,4,28,25,0,0,0,1,2,6,3
2019-06,Benin,229,4,3,1,8,0,0,0,0,1,7,21,3,0,0,0,0,1,5,0,0,0,0,0,1,1
2019-06,Dschibuti,230,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019-06,Elfenbeinkueste (Cote d Ivoire),231,21,18,3,84,0,4,0,1,43,36,121,16,0,4,0,1,42,33,0,0,0,0,1,0,3
2019-06,Nigeria,232,616,529,87,1294,0,36,4,34,417,803,2832,327,0,32,3,29,407,688,0,4,1,5,10,50,65
2019-06,Simbabwe,233,6,6,0,8,0,0,0,0,5,3,46,0,0,0,0,0,5,3,0,0,0,0,0,0,0
2019-06,Gabun,236,0,0,0,1,0,1,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2019-06,Gambia,237,57,37,20,98,0,3,0,1,43,51,247,59,0,3,0,0,41,28,0,0,0,1,2,4,19
