YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2018-01,101,386,410,33,26
2018-02,39,238,213,18,25
2018-03,33,235,228,26,15
2018-04,12,206,492,19,33
2018-05,7,89,327,18,33
2018-06,3,33,190,30,33
2018-07,0,70,122,15,26
2018-08,8,148,161,20,36
2018-09,4,156,166,24,27
2018-10,7,180,190,27,33
2018-11,0,174,187,20,28
2018-12,1,104,128,23,21
