YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2018-01,0,26,3,23,528
2018-02,1,28,3,21,347
2018-03,0,20,2,11,338
2018-04,1,8,0,18,344
2018-05,2,3,1,11,230
2018-06,0,4,2,9,127
2018-07,0,4,0,5,116
2018-08,0,7,0,10,97
2018-09,0,4,0,7,85
2018-10,1,4,1,15,133
2018-11,1,8,0,1,146
2018-12,0,2,0,7,64
