YEAR_MONTH,Asylberechtigt,Fluechtling, subs. Schutz,Abschiebungsverbot,Abgelehnt
2018-01,5,17,2,22,285
2018-02,0,13,5,5,236
2018-03,2,20,8,3,200
2018-04,0,11,2,6,133
2018-05,0,11,0,2,85
2018-06,0,3,0,0,86
2018-07,0,6,0,5,67
2018-08,0,6,0,3,112
2018-09,2,6,3,1,89
2018-10,2,1,0,3,153
2018-11,8,11,3,6,156
2018-12,1,8,1,1,108
